"ID","SampleEvent","AlternateId","Classification","Species","RTotal","RC1","RC2","RC3","RC4","RFC4","RMC4","RC5","RFC5","RMC5","RFA","RMA","RUnknown","Flow","Split"
1330,97,"03_04_10_29_2012","Copepod","Mesocalanus tenuicornis",9.00,,,,,1.00,,,6.00,,2.00,,"",50.00,2.00
1331,97,"03_04_10_29_2012","Copepod","Scolecithricella minor",1.00,,,,,,,,,,1.00,,"",50.00,2.00
1332,97,"03_04_10_29_2012","Copepod","Oithona similis",2.00,,,,,,,,2.00,,,,"",50.00,2.00
1333,97,"03_04_10_29_2012","Copepod","Calanus pacificus",7.00,,,,,1.00,,,6.00,,,,"",50.00,2.00
1334,97,"03_04_10_29_2012","Copepod","Caligus sp.",1.00,,,,,,,,,,,1.00,"",50.00,2.00
1335,97,"03_04_10_29_2012","Chaetognath","Parasagitta elegans",23.00,,,,,,,,,,,,"",50.00,2.00
1336,97,"03_04_10_29_2012","Echinoderm","Pluteus",2.00,,,,,,,,,,,,"",50.00,2.00
1337,97,"03_04_10_29_2012","Tunicate","Fritillaria borealis",5.00,,,,,,,,,,,,"",50.00,2.00
1338,97,"03_04_10_29_2012","Tunicate","Oikopleura fusiformis",6.00,,,,,,,,,,,,"",50.00,2.00
1339,97,"03_04_10_29_2012","Amphipod","Stenothoe",1.00,,,,,,,,,,,,"",50.00,2.00
1340,97,"03_04_10_29_2012","Decapod","Crab zoea",1.00,,,,,,,,,,,,"",50.00,2.00
1341,97,"03_04_10_29_2012","Gastropod","Limacina",24.00,,,,,,,,,,,,"",50.00,2.00
1342,97,"03_04_10_29_2012","Hydrozoan","Aglantha",14.00,,,,,,,,,,,,"",50.00,2.00
1343,97,"03_04_10_29_2012","Mysid","Acanthomysis",3.00,,,,,,,,,,,,"",50.00,1.00
1344,97,"03_04_10_29_2012","Hydrozoan","Eutonina indicans",2.00,,,,,,,,,,,,"",50.00,2.00
1345,97,"03_04_10_29_2012","Amphipod","Themisto pacifica",12.00,,,,,,,,,,,,"",50.00,2.00
1346,97,"03_04_10_29_2012","Isopod","Idotea",1.00,,,,,,,,,,,,"",50.00,2.00
1347,97,"03_04_10_29_2012","Crustecean","Nauplii",4.00,,,,,,,,,,,,"",50.00,2.00
1348,97,"03_04_10_29_2012","Myriapod","Siphonophora",14.00,,,,,,,,,,,,"",50.00,2.00
1349,97,"03_04_10_29_2012","Cumacean","Cumacea",1.00,,,,,,,,,,,,"",50.00,2.00
1350,97,"03_04_10_29_2012","Euphausid","Furcilia",7.00,,,,,,,,,,,,"",50.00,2.00
1351,97,"03_04_10_29_2012","Barnacle","Barnacle nauplii",1.00,,,,,,,,,,,,"",50.00,2.00
1352,97,"03_04_10_29_2012","Euphausid","Calyptopis",1.00,,,,,,,,,,,,"",50.00,2.00
1353,80,"03_08_07_29_2012","Copepod","Pseudocalanus",268.00,,,,,,1.00,,37.00,26.00,190.00,14.00,"",50.00,4.00
1354,80,"03_08_07_29_2012","Copepod","Acartia longerimis",126.00,,,,,,,,17.00,,103.00,6.00,"",50.00,4.00
1355,80,"03_08_07_29_2012","Copepod","Centropages abdominalis",61.00,,,,,,,,9.00,4.00,23.00,25.00,"",50.00,4.00
1356,80,"03_08_07_29_2012","Copepod","Oithona similis",2.00,,,,,,,,,,2.00,,"",50.00,4.00
1357,80,"03_08_07_29_2012","Copepod","Tortanus discaudatus",10.00,,,,,,1.00,,1.00,,5.00,3.00,"",50.00,4.00
1358,80,"03_08_07_29_2012","Copepod","Oithona atlantica",3.00,,,,,,,,1.00,,2.00,,"",50.00,4.00
1359,80,"03_08_07_29_2012","Copepod","Neocalanus plumchrus",15.00,,9.00,5.00,,1.00,,,,,,,"",50.00,4.00
1360,80,"03_08_07_29_2012","Copepod","Acartia clausi",5.00,,,,,,,,,,5.00,,"",50.00,4.00
1361,80,"03_08_07_29_2012","Copepod","Epilabidocera longipedata",4.00,,3.00,1.00,,,,,,,,,"",50.00,4.00
1362,80,"03_08_07_29_2012","Copepod","Clausocalanus",1.00,,,,,,,,1.00,,,,"",50.00,4.00
1363,80,"03_08_07_29_2012","Copepod","Eurytemora affinis",1.00,,,,,,,,,,,1.00,"",50.00,4.00
1364,80,"03_08_07_29_2012","Copepod","Calanus pacificus",3.00,,,,,,,,3.00,,,,"",50.00,4.00
1365,80,"03_08_07_29_2012","Gastropod","Clione",60.00,,,,,,,,,,,,"",50.00,2.00
1366,80,"03_08_07_29_2012","Crustecean","Nauplii",1.00,,,,,,,,,,,,"",50.00,4.00
1367,80,"03_08_07_29_2012","Hydrozoan","Eutonina indicans",23.00,,,,,,,,,,,,"",50.00,4.00
1368,80,"03_08_07_29_2012","Tunicate","Fritillaria borealis",4.00,,,,,,,,,,,,"",50.00,4.00
1369,80,"03_08_07_29_2012","Barnacle","Barnacle nauplii",151.00,,,,,,,,,,,,"",50.00,4.00
1370,80,"03_08_07_29_2012","Unknown","Egg",21.00,,,,,,,,,,,,"",50.00,4.00
1371,80,"03_08_07_29_2012","Chaetognath","Parasagitta elegans",30.00,,,,,,,,,,,,"",50.00,4.00
1372,80,"03_08_07_29_2012","Decapod","Shrimp zoea",5.00,,,,,,,,,,,,"",50.00,4.00
1373,80,"03_08_07_29_2012","Decapod","Crab zoea",52.00,,,,,,,,,,,,"",50.00,4.00
1374,80,"03_08_07_29_2012","Ostracod","Cypris",1.00,,,,,,,,,,,,"",50.00,4.00
1375,80,"03_08_07_29_2012","Isopod","Idotea",3.00,,,,,,,,,,,,"",50.00,4.00
1376,80,"03_08_07_29_2012","Hydrozoan","Proboscidactyla",8.00,,,,,,,,,,,,"",50.00,4.00
1377,80,"03_08_07_29_2012","Euphausid","Calyptopis",1.00,,,,,,,,,,,,"",50.00,4.00
1378,80,"03_08_07_29_2012","Hydrozoan","Bougainvillia",2.00,,,,,,,,,,,,"",50.00,4.00
1379,80,"03_08_07_29_2012","Annelid","Spionidae",1.00,,,,,,,,,,,,"",50.00,4.00
1380,80,"03_08_07_29_2012","Decapod","Megalops",5.00,,,,,,,,,,,,"",50.00,2.00
1381,80,"03_08_07_29_2012","Fish","Clupidae larvae",1.00,,,,,,,,,,,,"",50.00,1.00
1382,80,"03_08_07_29_2012","Amphipod","Themisto pacifica",1.00,,,,,,,,,,,,"",50.00,1.00
1383,89,"03_13_07_29_2012","Copepod","Pseudocalanus",93.00,,,,,1.00,1.00,,19.00,15.00,48.00,9.00,"",50.00,2.00
1384,89,"03_13_07_29_2012","Copepod","Acartia longerimis",69.00,,1.00,,,,,,3.00,1.00,60.00,4.00,"",50.00,2.00
1385,89,"03_13_07_29_2012","Copepod","Centropages abdominalis",91.00,,,,,1.00,,,23.00,5.00,19.00,43.00,"",50.00,2.00
1386,89,"03_13_07_29_2012","Copepod","Acartia clausi",3.00,,,,,1.00,,,,,2.00,,"",50.00,2.00
1387,89,"03_13_07_29_2012","Copepod","Eurytemora affinis",4.00,,,,,,,,,1.00,1.00,2.00,"",50.00,2.00
1388,89,"03_13_07_29_2012","Copepod","Tisbe spp.",2.00,,,,,,,,1.00,,1.00,,"",50.00,2.00
1389,89,"03_13_07_29_2012","Copepod","Neocalanus plumchrus",4.00,,3.00,1.00,,,,,,,,,"",50.00,2.00
1390,89,"03_13_07_29_2012","Copepod","Calanus marshallae",3.00,,,,,1.00,,,1.00,,,1.00,"",50.00,2.00
1391,89,"03_13_07_29_2012","Hydrozoan","Proboscidactyla",10.00,,,,,,,,,,,,"",50.00,2.00
1392,89,"03_13_07_29_2012","Gastropod","Limacina",3.00,,,,,,,,,,,,"",50.00,2.00
1393,89,"03_13_07_29_2012","Decapod","Crab zoea",29.00,,,,,,,,,,,,"",50.00,2.00
1394,89,"03_13_07_29_2012","Decapod","Shrimp zoea",6.00,,,,,,,,,,,,"",50.00,2.00
1395,89,"03_13_07_29_2012","Branchiopod","Podon",2.00,,,,,,,,,,,,"",50.00,2.00
1396,89,"03_13_07_29_2012","Gastropod","Clione",3.00,,,,,,,,,,,,"",50.00,1.00
1397,89,"03_13_07_29_2012","Amphipod","Themisto pacifica",2.00,,,,,,,,,,,,"",50.00,2.00
1398,89,"03_13_07_29_2012","Amphipod","Stenothoe",15.00,,,,,,,,,,,,"",50.00,2.00
1399,89,"03_13_07_29_2012","Barnacle","Barnacle nauplii",33.00,,,,,,,,,,,,"",50.00,2.00
1400,89,"03_13_07_29_2012","Euphausid","Furcilia",2.00,,,,,,,,,,,,"",50.00,2.00
1401,89,"03_13_07_29_2012","Annelid","Autolytus",6.00,,,,,,,,,,,,"",50.00,1.00
1402,89,"03_13_07_29_2012","Decapod","Megalops",3.00,,,,,,,,,,,,"",50.00,1.00
1403,156,"04_02_02_12_2013","Copepod","Pseudocalanus",12.00,,,,,,,,3.00,1.00,8.00,,"",50.00,1.00
1404,156,"04_02_02_12_2013","Copepod","Acartia longerimis",7.00,,,,,,,,,,7.00,,"",50.00,1.00
1405,156,"04_02_02_12_2013","Copepod","Acartia clausi",2.00,,,,,,,,,,2.00,,"",50.00,1.00
1406,156,"04_02_02_12_2013","Copepod","Scolecithricella minor",4.00,,,,,,,,2.00,,1.00,1.00,"",50.00,1.00
1407,156,"04_02_02_12_2013","Copepod","Calanus pacificus",3.00,,,,,,,,3.00,,,,"",50.00,1.00
1408,156,"04_02_02_12_2013","Copepod","Calanus marshallae",2.00,,,,,,,,,,2.00,,"",50.00,1.00
1409,156,"04_02_02_12_2013","Copepod","Mesocalanus tenuicornis",4.00,,,,,,,,4.00,,,,"",50.00,1.00
1410,156,"04_02_02_12_2013","Copepod","Oithona atlantica",3.00,,,,,,,,,,3.00,,"",50.00,1.00
1411,156,"04_02_02_12_2013","Amphipod","Themisto pacifica",3.00,,,,,,,,,,,,"",50.00,1.00
1412,156,"04_02_02_12_2013","Chaetognath","Parasagitta elegans",41.00,,,,,,,,,,,,"",50.00,1.00
1413,156,"04_02_02_12_2013","Hydrozoan","Aglantha",4.00,,,,,,,,,,,,"",50.00,1.00
1414,156,"04_02_02_12_2013","Gastropod","Clione",1.00,,,,,,,,,,,,"",50.00,1.00
1415,156,"04_02_02_12_2013","Tunicate","Fritillaria borealis",1.00,,,,,,,,,,,,"",50.00,1.00
1416,156,"04_02_02_12_2013","Decapod","Shrimp zoea",1.00,,,,,,,,,,,,"",50.00,1.00
1417,160,"04_04_02_12_2013","Copepod","Acartia longerimis",13.00,,,,,,,,,,13.00,,"",50.00,1.00
1418,160,"04_04_02_12_2013","Copepod","Pseudocalanus",7.00,,,,,,,,,,5.00,2.00,"",50.00,1.00
1419,160,"04_04_02_12_2013","Copepod","Tortanus discaudatus",1.00,,,,,,,,,,1.00,,"",50.00,1.00
1420,160,"04_04_02_12_2013","Copepod","Calanus pacificus",1.00,,,,,,,,1.00,,,,"",50.00,1.00
1421,160,"04_04_02_12_2013","Copepod","Oithona atlantica",3.00,,,,,,,,,,3.00,,"",50.00,1.00
1422,160,"04_04_02_12_2013","Copepod","Calanus marshallae",1.00,,,,,1.00,,,,,,,"",50.00,1.00
1423,160,"04_04_02_12_2013","Copepod","Scolecithricella minor",1.00,,,,,,,,,,,1.00,"",50.00,1.00
1424,160,"04_04_02_12_2013","Chaetognath","Parasagitta elegans",5.00,,,,,,,,,,,,"",50.00,1.00
1425,160,"04_04_02_12_2013","Hydrozoan","Aglantha",4.00,,,,,,,,,,,,"",50.00,1.00
1426,546,"09_01_02_12_2013","Copepod","Pseudocalanus",41.00,,,,,,1.00,,6.00,18.00,13.00,3.00,"",50.00,2.00
1427,546,"09_01_02_12_2013","Copepod","Metridia pacifica",2.00,,,1.00,,,,,,,1.00,,"",50.00,2.00
1428,546,"09_01_02_12_2013","Copepod","Scolecithricella minor",11.00,,,,,,,,6.00,1.00,3.00,1.00,"",50.00,2.00
1429,546,"09_01_02_12_2013","Copepod","Mesocalanus tenuicornis",1.00,,,,,,,,1.00,,,,"",50.00,2.00
1430,546,"09_01_02_12_2013","Copepod","Calanus pacificus",1.00,,,,,,,,1.00,,,,"",50.00,2.00
1431,546,"09_01_02_12_2013","Copepod","Centropages abdominalis",1.00,,,,,,,,,,1.00,,"",50.00,2.00
1432,546,"09_01_02_12_2013","Copepod","Calanus marshallae",5.00,,,,,,,,1.00,,4.00,,"",50.00,2.00
1433,546,"09_01_02_12_2013","Copepod","Acartia longerimis",9.00,,,,,,,,,1.00,8.00,,"",50.00,2.00
1434,546,"09_01_02_12_2013","Hydrozoan","Aglantha",28.00,,,,,,,,,,,,"",50.00,2.00
1435,546,"09_01_02_12_2013","Euphausid","Thysanoessa raschi",1.00,,,,,,,,,,,,"",50.00,2.00
1436,546,"09_01_02_12_2013","Crustecean","Nauplii",1.00,,,,,,,,,,,,"",50.00,2.00
1437,546,"09_01_02_12_2013","Bivalve","Bivalvia",3.00,,,,,,,,,,,,"",50.00,2.00
1438,546,"09_01_02_12_2013","Amphipod","Themisto pacifica",4.00,,,,,,,,,,,,"",50.00,2.00
1439,546,"09_01_02_12_2013","Amphipod","Stenothoe",1.00,,,,,,,,,,,,"",50.00,2.00
1440,546,"09_01_02_12_2013","Chaetognath","Parasagitta elegans",188.00,,,,,,,,,,,,"",50.00,2.00
1441,546,"09_01_02_12_2013","Nemertean","Nemertea",1.00,,,,,,,,,,,,"",50.00,2.00
1442,546,"09_01_02_12_2013","Copepod","Clausocalanus",1.00,,,,,,,,,,,1.00,"",50.00,2.00
1443,546,"09_01_02_12_2013","Copepod","Tortanus discaudatus",2.00,,,,,,,,,,1.00,1.00,"",50.00,2.00
1444,546,"09_01_02_12_2013","Copepod","Tisbe spp.",1.00,,,,,,,,,,1.00,,"",50.00,2.00
1445,546,"09_01_02_12_2013","Annelid","Polychaete trochophore",2.00,,,,,,,,,,,,"",50.00,2.00
1446,546,"09_01_02_12_2013","Ostracod","Ostracodaa",1.00,,,,,,,,,,,,"",50.00,2.00
1447,546,"09_01_02_12_2013","Gastropod","Limacina",2.00,,,,,,,,,,,,"",50.00,2.00
1448,166,"04_07_02_12_2013","Copepod","Pseudocalanus",38.00,,,,,,,,4.00,4.00,29.00,1.00,"",50.00,1.00
1449,166,"04_07_02_12_2013","Copepod","Centropages abdominalis",4.00,,,,,,,,,,1.00,3.00,"",50.00,1.00
1450,166,"04_07_02_12_2013","Copepod","Metridia pacifica",4.00,,,,,,1.00,,,3.00,,,"",50.00,1.00
1451,166,"04_07_02_12_2013","Copepod","Calanus marshallae",8.00,,,,,2.00,,,4.00,,2.00,,"",50.00,1.00
1452,166,"04_07_02_12_2013","Copepod","Acartia longerimis",6.00,,,,,,,,,,6.00,,"",50.00,1.00
1453,166,"04_07_02_12_2013","Copepod","Oithona atlantica",1.00,,,,,,,,,,1.00,,"",50.00,1.00
1454,166,"04_07_02_12_2013","Chaetognath","Parasagitta elegans",3.00,,,,,,,,,,,,"",50.00,1.00
1455,166,"04_07_02_12_2013","Hydrozoan","Aglantha",1.00,,,,,,,,,,,,"",50.00,1.00
1456,166,"04_07_02_12_2013","Decapod","Megalops",1.00,,,,,,,,,,,,"",50.00,1.00
1457,166,"04_07_02_12_2013","Decapod","Crab zoea",1.00,,,,,,,,,,,,"",50.00,1.00
1458,166,"04_07_02_12_2013","Amphipod","Themisto pacifica",1.00,,,,,,,,,,,,"",50.00,1.00
1459,166,"04_07_02_12_2013","Barnacle","Barnacle nauplii",1.00,,,,,,,,,,,,"",50.00,1.00
1460,166,"04_07_02_12_2013","Gastropod","Limacina",5.00,,,,,,,,,,,,"",50.00,1.00
1461,297,"06_11_10_28_2012","Copepod","Pseudocalanus",142.00,,,,,,,,7.00,6.00,128.00,1.00,"",50.00,5.33
1462,297,"06_11_10_28_2012","Copepod","Acartia longerimis",104.00,,,,,,,,15.00,,86.00,3.00,"",50.00,5.33
1463,297,"06_11_10_28_2012","Copepod","Metridia pacifica",186.00,,,9.00,,49.00,23.00,,42.00,59.00,4.00,,"",50.00,5.33
1464,297,"06_11_10_28_2012","Copepod","Centropages abdominalis",4.00,,,,,,,,,,2.00,2.00,"",50.00,5.33
1465,297,"06_11_10_28_2012","Copepod","Oithona atlantica",95.00,,,,,2.00,,,13.00,,80.00,,"",50.00,5.33
1466,297,"06_11_10_28_2012","Copepod","Epilabidocera longipedata",4.00,,1.00,1.00,,2.00,,,,,,,"",50.00,5.33
1467,297,"06_11_10_28_2012","Copepod","Mesocalanus tenuicornis",12.00,,,,,,,,7.00,,5.00,,"",50.00,5.33
1468,297,"06_11_10_28_2012","Copepod","Calanus marshallae",30.00,,1.00,,,1.00,,,24.00,4.00,,,"",50.00,5.33
1469,297,"06_11_10_28_2012","Copepod","Calanus pacificus",19.00,,,,,,,,16.00,2.00,,1.00,"",50.00,5.33
1470,297,"06_11_10_28_2012","Copepod","Eucalanus bungii",3.00,,,,,,1.00,,2.00,,,,"",50.00,5.33
1471,297,"06_11_10_28_2012","Copepod","Scolecithricella minor",4.00,,,,,,,,3.00,,1.00,,"",50.00,5.33
1472,297,"06_11_10_28_2012","Copepod","Oithona similis",1.00,,,,,,,,1.00,,,,"",50.00,5.33
1473,297,"06_11_10_28_2012","Myriapod","Siphonophora",6.00,,,,,,,,,,,,"",50.00,5.33
1474,297,"06_11_10_28_2012","Tunicate","Oikopleura fusiformis",35.00,,,,,,,,,,,,"",50.00,5.33
1475,297,"06_11_10_28_2012","Euphausid","Furcilia",7.00,,,,,,,,,,,,"",50.00,4.00
1476,297,"06_11_10_28_2012","Amphipod","Themisto pacifica",12.00,,,,,,,,,,,,"",50.00,5.33
1477,297,"06_11_10_28_2012","Hydrozoan","Aglantha",14.00,,,,,,,,,,,,"",50.00,5.33
1478,297,"06_11_10_28_2012","Euphausid","Calyptopis",8.00,,,,,,,,,,,,"",50.00,5.33
1479,297,"06_11_10_28_2012","Ostracod","Ostracodaa",1.00,,,,,,,,,,,,"",50.00,5.33
1480,297,"06_11_10_28_2012","Tunicate","Fritillaria borealis",13.00,,,,,,,,,,,,"",50.00,5.33
1481,297,"06_11_10_28_2012","Gastropod","Limacina",16.00,,,,,,,,,,,,"",50.00,5.33
1482,297,"06_11_10_28_2012","Gastropod","Clione",2.00,,,,,,,,,,,,"",50.00,5.33
1483,297,"06_11_10_28_2012","Chaetognath","Parasagitta elegans",7.00,,,,,,,,,,,,"",50.00,5.33
1484,297,"06_11_10_28_2012","Barnacle","Barnacle nauplii",4.00,,,,,,,,,,,,"",50.00,5.33
1485,297,"06_11_10_28_2012","Unknown","Egg",1.00,,,,,,,,,,,,"",50.00,5.33
1486,297,"06_11_10_28_2012","Hydrozoan","Melicertum",1.00,,,,,,,,,,,,"",50.00,5.33
1487,297,"06_11_10_28_2012","Hydrozoan","Nanomia bijuga",1.00,,,,,,,,,,,,"",50.00,5.33
1488,297,"06_11_10_28_2012","Decapod","Crab zoea",2.00,,,,,,,,,,,,"",50.00,2.00
1489,297,"06_11_10_28_2012","Hydrozoan","Aegina",1.00,,,,,,,,,,,,"",50.00,1.00
1490,506,"09_06_10_29_2012","Copepod","Pseudocalanus",59.00,,,1.00,,,,,11.00,19.00,28.00,,"",50.00,1.00
1491,506,"09_06_10_29_2012","Copepod","Oithona atlantica",8.00,,,,,,,,,,8.00,,"",50.00,1.00
1492,506,"09_06_10_29_2012","Copepod","Calanus marshallae",9.00,,,,,1.00,,,3.00,3.00,2.00,,"",50.00,1.00
1493,506,"09_06_10_29_2012","Copepod","Calanus pacificus",3.00,,,,,,,,3.00,,,,"",50.00,1.00
1494,506,"09_06_10_29_2012","Copepod","Metridia pacifica",11.00,,,,,3.00,1.00,,4.00,3.00,,,"",50.00,1.00
1495,506,"09_06_10_29_2012","Copepod","Scolecithricella minor",2.00,,,,,,,,2.00,,,,"",50.00,1.00
1496,506,"09_06_10_29_2012","Copepod","Eurytemora affinis",1.00,,,,,,1.00,,,,,,"",50.00,1.00
1497,506,"09_06_10_29_2012","Copepod","Acartia longerimis",105.00,,,,,,,,,,104.00,1.00,"",50.00,1.00
1498,506,"09_06_10_29_2012","Copepod","Neocalanus plumchrus",4.00,,,,,,,,4.00,,,,"",50.00,1.00
1499,506,"09_06_10_29_2012","Amphipod","Themisto pacifica",4.00,,,,,,,,,,,,"",50.00,1.00
1500,506,"09_06_10_29_2012","Euphausid","Furcilia",1.00,,,,,,,,,,,,"",50.00,1.00
1501,506,"09_06_10_29_2012","Hydrozoan","Aglantha",5.00,,,,,,,,,,,,"",50.00,1.00
1502,506,"09_06_10_29_2012","Gastropod","Clione",1.00,,,,,,,,,,,,"",50.00,1.00
1503,506,"09_06_10_29_2012","Euphausid","Thysanoessa inermis",1.00,,,,,,,,,,,,"",50.00,1.00
1504,506,"09_06_10_29_2012","Cumacean","Cumacea",1.00,,,,,,,,,,,,"",50.00,1.00
1505,506,"09_06_10_29_2012","Gastropod","Limacina",3.00,,,,,,,,,,,,"",50.00,1.00
1506,506,"09_06_10_29_2012","Decapod","Megalops",1.00,,,,,,,,,,,,"",50.00,1.00
1507,506,"09_06_10_29_2012","Barnacle","Barnacle nauplii",2.00,,,,,,,,,,,,"",50.00,1.00
1508,506,"09_06_10_29_2012","Chaetognath","Parasagitta elegans",141.00,,,,,,,,,,,,"",50.00,1.00
1509,531,"09_10_02_12_2013","Copepod","Pseudocalanus",46.00,,,,,,,,6.00,11.00,29.00,,"",50.00,1.00
1510,531,"09_10_02_12_2013","Copepod","Acartia longerimis",21.00,,,,,,,,,2.00,19.00,,"",50.00,1.00
1511,531,"09_10_02_12_2013","Copepod","Calanus marshallae",8.00,,,,,,,,6.00,,1.00,1.00,"",50.00,1.00
1512,531,"09_10_02_12_2013","Copepod","Neocalanus plumchrus",6.00,,,2.00,,,,,,,4.00,,"",50.00,1.00
1513,531,"09_10_02_12_2013","Copepod","Scolecithricella minor",13.00,,,,,,,,5.00,2.00,6.00,,"",50.00,1.00
1514,531,"09_10_02_12_2013","Copepod","Oithona atlantica",10.00,,,,,,,,1.00,,9.00,,"",50.00,1.00
1515,531,"09_10_02_12_2013","Copepod","Metridia pacifica",6.00,,,,,1.00,,,2.00,2.00,1.00,,"",50.00,1.00
1516,531,"09_10_02_12_2013","Copepod","Tisbe spp.",3.00,,,,,,,,,1.00,,2.00,"",50.00,1.00
1517,531,"09_10_02_12_2013","Copepod","Mesocalanus tenuicornis",3.00,,,,,,,,1.00,,2.00,,"",50.00,1.00
1518,531,"09_10_02_12_2013","Copepod","Eurytemora affinis",1.00,,,,,,,,,,,1.00,"",50.00,1.00
1519,531,"09_10_02_12_2013","Euphausid","Furcilia",1.00,,,,,,,,,,,,"",50.00,1.00
1520,531,"09_10_02_12_2013","Annelid","Tomopteris",1.00,,,,,,,,,,,,"",50.00,1.00
1521,531,"09_10_02_12_2013","Euphausid","Thysanoessa raschi",46.00,,,,,,,,,,,,"",50.00,1.00
1522,531,"09_10_02_12_2013","Gastropod","Limacina",5.00,,,,,,,,,,,,"",50.00,1.00
1523,531,"09_10_02_12_2013","Hydrozoan","Aglantha",11.00,,,,,,,,,,,,"",50.00,1.00
1524,531,"09_10_02_12_2013","Echinoderm","Ophiuroidea",1.00,,,,,,,,,,,,"",50.00,1.00
1525,531,"09_10_02_12_2013","Unknown","Egg",6.00,,,,,,,,,,,,"",50.00,1.00
1526,531,"09_10_02_12_2013","Nemertean","Nemertea",1.00,,,,,,,,,,,,"",50.00,1.00
1527,531,"09_10_02_12_2013","Ostracod","Ostracodaa",4.00,,,,,,,,,,,,"",50.00,1.00
1528,531,"09_10_02_12_2013","Mysid","Alienacanthomysis macropsis",1.00,,,,,,,,,,,,"",50.00,1.00
1529,531,"09_10_02_12_2013","Ostracod","Cypris",1.00,,,,,,,,,,,,"",50.00,1.00
1530,531,"09_10_02_12_2013","Fish","Gadid larvae",2.00,,,,,,,,,,,,"",50.00,1.00
1531,531,"09_10_02_12_2013","Bivalve","Bivalvia",1.00,,,,,,,,,,,,"",50.00,1.00
1532,531,"09_10_02_12_2013","Gastropod","Clione",1.00,,,,,,,,,,,,"",50.00,1.00
1533,531,"09_10_02_12_2013","Chaetognath","Parasagitta elegans",171.00,,,,,,,,,,,,"",50.00,1.00
1534,537,"09_06_02_12_2013","Copepod","Pseudocalanus",11.00,,,,,,,,3.00,,8.00,,"",50.00,2.00
1535,537,"09_06_02_12_2013","Copepod","Acartia longerimis",13.00,,,,,,,,1.00,,12.00,,"",50.00,2.00
1536,537,"09_06_02_12_2013","Copepod","Scolecithricella minor",1.00,,,,,,,,,,1.00,,"",50.00,2.00
1537,537,"09_06_02_12_2013","Copepod","Calanus marshallae",9.00,,,,,,,,6.00,,2.00,1.00,"",50.00,2.00
1538,537,"09_06_02_12_2013","Copepod","Calanus pacificus",1.00,,,,,,,,1.00,,,,"",50.00,2.00
1539,537,"09_06_02_12_2013","Copepod","Oithona atlantica",1.00,,,,,,,,,,1.00,,"",50.00,2.00
1540,537,"09_06_02_12_2013","Chaetognath","Parasagitta elegans",267.00,,,,,,,,,,,,"",50.00,2.00
1541,537,"09_06_02_12_2013","Amphipod","Themisto pacifica",4.00,,,,,,,,,,,,"",50.00,2.00
1542,537,"09_06_02_12_2013","Euphausid","Thysanoessa raschi",15.00,,,,,,,,,,,,"",50.00,2.00
1543,537,"09_06_02_12_2013","Hydrozoan","Aglantha",22.00,,,,,,,,,,,,"",50.00,2.00
1544,537,"09_06_02_12_2013","Unknown","Egg",1.00,,,,,,,,,,,,"",50.00,2.00
1545,537,"09_06_02_12_2013","Gastropod","Limacina",7.00,,,,,,,,,,,,"",50.00,2.00
1546,537,"09_06_02_12_2013","Fish","Clupidae larvae",2.00,,,,,,,,,,,,"",50.00,2.00
1547,537,"09_06_02_12_2013","Fish","Fish egg",1.00,,,,,,,,,,,,"",50.00,2.00
1548,377,"07_10_10_29_2012","Copepod","Pseudocalanus",180.00,,,,,,,,4.00,6.00,169.00,1.00,"",50.00,4.00
1549,377,"07_10_10_29_2012","Copepod","Oithona similis",82.00,,,,,,,,4.00,1.00,73.00,4.00,"",50.00,4.00
1550,377,"07_10_10_29_2012","Copepod","Scolecithricella minor",7.00,,,,,,,,5.00,,1.00,1.00,"",50.00,4.00
1551,377,"07_10_10_29_2012","Copepod","Metridia pacifica",105.00,,,,,31.00,10.00,,26.00,36.00,2.00,,"",50.00,4.00
1552,377,"07_10_10_29_2012","Copepod","Oithona atlantica",36.00,,,,,,,,1.00,,35.00,,"",50.00,4.00
1553,377,"07_10_10_29_2012","Copepod","Calanus pacificus",42.00,,,5.00,,7.00,,,27.00,2.00,1.00,,"",50.00,4.00
1554,377,"07_10_10_29_2012","Copepod","Calanus marshallae",71.00,,4.00,12.00,,28.00,3.00,,21.00,3.00,,,"",50.00,4.00
1555,377,"07_10_10_29_2012","Copepod","Mesocalanus tenuicornis",9.00,,,,,,,,6.00,,2.00,1.00,"",50.00,4.00
1556,377,"07_10_10_29_2012","Copepod","Monstrilla helgolandica",1.00,,,,,,,,,,1.00,,"",50.00,4.00
1557,377,"07_10_10_29_2012","Copepod","Centropages abdominalis",7.00,,,,,,,,3.00,,3.00,1.00,"",50.00,4.00
1558,377,"07_10_10_29_2012","Copepod","Eucalanus bungii",3.00,,,1.00,,1.00,,,1.00,,,,"",50.00,4.00
1559,377,"07_10_10_29_2012","Copepod","Paracalanus parvus",1.00,,,,,,,,,1.00,,,"",50.00,4.00
1560,377,"07_10_10_29_2012","Copepod","Tortanus discaudatus",1.00,,,,,,,,,,,1.00,"",50.00,4.00
1561,377,"07_10_10_29_2012","Copepod","Tisbe spp.",1.00,,,,,,,,1.00,,,,"",50.00,4.00
1562,377,"07_10_10_29_2012","Tunicate","Oikopleura fusiformis",25.00,,,,,,,,,,,,"",50.00,4.00
1563,377,"07_10_10_29_2012","Tunicate","Oikopleura dioica",1.00,,,,,,,,,,,,"",50.00,4.00
