LatitudeDeg,LatitudeMins,LongitudeDeg,LongitudeMins,Date,Time,Comments,StationEvent,TransectEvent,Station,Beaufort,WaveHeight,WindSpeed,ConvergenceZone,HighTurbidity,TooDarkToSee,ForagingBirds,Whales,SeaOtters,ErrorCheck
59,59.279,-152,30.663,"02/16/14 00:00:00","12/30/99 13:04:00",,715,125,"3",4,,,0,1,0,0,0,0,1
59,59.755,-152,31.041,"02/16/14 00:00:00","12/30/99 13:15:00",,716,125,"2",4,,,0,1,0,0,0,0,1
60,0.427,-152,33.903,"02/16/14 00:00:00","12/30/99 13:28:00",,717,125,"1",4,,,0,1,0,0,0,0,1
59,21.002,-153,18.122,"02/17/14 00:00:00","12/30/99 06:12:00","to dark for animal sightings",718,126,"1",1,,,0,1,0,0,0,0,1
59,20.890,-153,16.090,"02/17/14 00:00:00","12/30/99 06:26:00","to dark for animal sightings",719,126,"2",1,,,0,1,0,0,0,0,1
59,20.874,-153,13.094,"02/17/14 00:00:00","12/30/99 06:42:00",,720,126,"3",1,,,0,0,0,0,0,0,1
59,20.833,-153,10.363,"02/17/14 00:00:00","12/30/99 06:55:00","too dark for animal sightings",721,126,"4",1,,,0,0,0,0,0,0,1
59,20.610,-153,6.421,"02/17/14 00:00:00","12/30/99 07:26:00","check CTD time out of H2O post cast",722,126,"5",1,,,0,0,0,0,0,0,1
59,20.384,-152,57.562,"02/17/14 00:00:00","12/30/99 07:59:00",,723,126,"7",1,,,0,0,0,0,0,0,1
59,20.114,-152,50.905,"02/17/14 00:00:00","12/30/99 08:29:00",,724,126,"9",1,,,0,0,0,0,0,0,1
59,20.014,-152,46.983,"02/17/14 00:00:00","12/30/99 08:48:00",,725,126,"10",1,,,0,0,0,0,0,1,1
59,19.976,-152,43.081,"02/17/14 00:00:00","12/30/99 09:13:00",,726,126,"11",3,,,0,0,0,0,0,0,1
59,18.888,-152,11.701,"02/17/14 00:00:00","12/30/99 11:13:00",,727,126,"19",5,,,0,0,0,0,0,0,1
59,18.793,-152,7.848,"02/17/14 00:00:00","12/30/99 11:34:00",,728,126,"20",5,,,0,0,0,0,0,1,1
59,18.651,-152,5.971,"02/17/14 00:00:00","12/30/99 11:56:00",,729,126,"21",5,,,0,0,0,0,0,0,1
59,12.606,-151,55.341,"04/06/14 00:00:00","12/30/99 09:15:00",,731,127,"1",3,,,0,0,0,0,0,0,1
59,12.348,-151,56.985,"04/06/14 00:00:00","12/30/99 09:30:00",,732,127,"2",3,,,0,0,0,0,0,0,1
59,11.813,-151,58.799,"04/06/14 00:00:00","12/30/99 09:42:00",,733,127,"3",3,,,0,0,0,0,0,0,1
59,11.440,-152,0.425,"04/06/14 00:00:00","12/30/99 09:52:00",,734,127,"4",3,,,0,0,0,0,0,0,1
59,10.493,-152,3.730,"04/06/14 00:00:00","12/30/99 10:11:00",,735,127,"5",2,,,0,0,0,0,0,0,1
59,9.646,-152,7.080,"04/06/14 00:00:00","12/30/99 10:41:00",,736,127,"6",3,,,0,0,0,0,0,0,1
59,8.807,-152,10.331,"04/06/14 00:00:00","12/30/99 11:00:00",,737,127,"7",2,,,0,0,0,0,0,0,1
59,7.893,-152,13.655,"04/06/14 00:00:00","12/30/99 11:20:00",,738,127,"8",2,,,0,0,0,0,0,0,1
59,7.060,-152,16.989,"04/06/14 00:00:00","12/30/99 11:38:00",,739,127,"9",2,,,0,0,0,0,0,0,1
59,6.159,-152,20.064,"04/06/14 00:00:00","12/30/99 11:55:00",,740,127,"10",3,,,0,0,0,0,0,0,1
59,5.288,-152,23.390,"04/06/14 00:00:00","12/30/99 12:12:00",,741,127,"11",2,,,0,0,0,0,0,0,1
59,4.502,-152,26.662,"04/06/14 00:00:00","12/30/99 12:37:00",,742,127,"12",2,,,0,0,0,0,0,0,1
59,3.582,-152,29.976,"04/06/14 00:00:00","12/30/99 12:56:00",,743,127,"13",2,,,0,0,0,0,0,0,1
59,2.717,-152,33.198,"04/06/14 00:00:00","12/30/99 13:14:00",,744,127,"14",3,,,0,0,0,0,0,0,1
59,1.768,-152,36.574,"04/06/14 00:00:00","12/30/99 13:34:00",,745,127,"15",3,,,0,0,0,0,0,0,1
59,0.989,-152,39.940,"04/06/14 00:00:00","12/30/99 13:55:00",,746,127,"16",3,,,0,0,0,0,0,0,1
59,0.094,-152,43.156,"04/06/14 00:00:00","12/30/99 14:14:00",,747,127,"17",2,,,0,0,0,0,0,0,1
58,59.287,-152,46.453,"04/06/14 00:00:00","12/30/99 14:35:00",,748,127,"18",2,,,0,0,0,0,0,0,1
58,58.000,-152,49.000,"04/06/14 00:00:00","12/30/99 14:55:00",,749,127,"19",2,,,0,0,0,0,0,0,1
58,57.464,-152,52.928,"04/06/14 00:00:00","12/30/99 15:14:00",,750,127,"20",3,,,0,0,0,0,0,0,1
58,56.726,-152,56.337,"04/06/14 00:00:00","12/30/99 15:31:00",,751,127,"21",1,,,0,0,0,0,0,0,1
58,55.794,-152,59.594,"04/06/14 00:00:00","12/30/99 15:49:00",,752,127,"22",1,,,0,0,0,0,0,0,1
58,54.911,-153,2.894,"04/06/14 00:00:00","12/30/99 16:08:00",,753,127,"23",1,,,0,0,0,0,0,0,1
58,54.130,-153,6.197,"04/06/14 00:00:00","12/30/99 16:26:00",,754,127,"24",1,,,0,0,0,0,0,0,1
58,53.220,-153,9.509,"04/06/14 00:00:00","12/30/99 16:44:00",,755,127,"25",1,,,0,0,0,0,0,1,1
58,52.837,-153,11.056,"04/06/14 00:00:00","12/30/99 17:04:00",,756,127,"26",1,,,0,0,0,0,0,0,1
58,52.364,-153,12.670,"04/06/14 00:00:00","12/30/99 17:16:00","water less clear than previous stations",757,127,"27",1,,,0,0,0,0,0,0,1
58,51.874,-153,14.349,"04/06/14 00:00:00","12/30/99 17:30:00",,758,127,"28",1,,,0,0,0,0,0,1,1
59,34.192,-151,21.445,"03/28/14 00:00:00","12/30/99 13:42:00",,759,128,"1",2,,,0,0,0,0,0,1,0
59,34.317,-151,21.818,"03/28/14 00:00:00","12/30/99 14:08:00",,760,128,"2",2,,,0,0,0,0,0,0,0
59,34.481,-151,22.148,"03/28/14 00:00:00","12/30/99 14:18:00",,761,128,"3",2,,,0,0,0,0,0,0,0
59,34.619,-151,22.422,"03/28/14 00:00:00","12/30/99 14:26:00",,762,128,"4",2,,,0,0,0,0,0,0,0
59,34.778,-151,22.813,"03/28/14 00:00:00","12/30/99 14:34:00",,763,128,"5",2,,,0,0,0,0,0,0,0
59,34.950,-151,23.121,"03/28/14 00:00:00","12/30/99 14:43:00",,764,128,"6",2,,,0,0,0,0,0,0,0
59,35.168,-151,23.392,"03/28/14 00:00:00","12/30/99 15:01:00",,765,128,"7",2,,,0,0,0,0,0,0,0
59,35.360,-151,23.681,"03/28/14 00:00:00","12/30/99 15:09:00",,766,128,"8",2,,,0,0,0,0,0,0,0
59,35.564,-151,23.980,"03/28/14 00:00:00","12/30/99 15:17:00",,767,128,"9",2,,,0,0,0,0,0,0,0
59,35.774,-151,24.263,"03/28/14 00:00:00","12/30/99 15:25:00",,768,128,"10",2,,,1,0,0,0,0,0,0
59,20.961,-153,18.103,"04/07/14 00:00:00","12/30/99 03:19:00","too dark to see",769,129,"1",2,,,0,0,1,0,0,0,1
59,20.894,-153,16.085,"04/07/14 00:00:00","12/30/99 03:26:00","too dark to see",770,129,"2",2,,,0,0,1,0,0,0,1
59,20.869,-153,13.125,"04/07/14 00:00:00","12/30/99 03:41:00","too dark to see",771,129,"3",2,,,0,0,1,0,0,0,1
59,20.828,-153,10.293,"04/07/14 00:00:00","12/30/99 03:54:00","too dark to see",772,129,"4",2,,,0,0,1,0,0,0,1
59,20.601,-153,6.395,"04/07/14 00:00:00","12/30/99 04:26:00","too dark to see",773,129,"5",2,,,0,0,1,0,0,0,1
59,20.515,-153,2.527,"04/07/14 00:00:00","12/30/99 04:43:00","too dark to see",774,129,"6",2,,,0,0,1,0,0,0,1
59,20.405,-152,58.613,"04/07/14 00:00:00","12/30/99 05:02:00","too dark to see. Lots of hopu traveling between 6&7",775,129,"7",2,,,0,0,1,0,0,0,1
59,20.296,-152,54.692,"04/07/14 00:00:00","12/30/99 05:19:00","too dark to see",776,129,"8",2,,,0,0,1,0,0,0,1
59,20.116,-152,50.846,"04/07/14 00:00:00","12/30/99 05:35:00","too dark to see a few HOPU betweeen 8&9",777,129,"9",2,,,0,0,1,0,0,0,1
59,19.978,-152,47.033,"04/07/14 00:00:00","12/30/99 05:52:00",,778,129,"10",2,,,0,0,1,0,0,0,1
59,19.214,-152,23.432,"04/07/14 00:00:00","12/30/99 07:46:00",,779,129,"16",2,,,0,0,0,0,0,0,1
59,19.099,-152,19.539,"04/07/14 00:00:00","12/30/99 08:03:00",,780,129,"17",2,,,0,0,0,0,0,0,1
59,19.052,-152,15.684,"04/07/14 00:00:00","12/30/99 08:21:00","1 blow in distance",781,129,"18",2,,,0,0,0,0,1,0,1
59,18.901,-152,11.758,"04/07/14 00:00:00","12/30/99 08:40:00",,782,129,"19",3,,,0,0,0,0,0,0,1
59,18.784,-152,7.921,"04/07/14 00:00:00","12/30/99 08:58:00",,783,129,"20",2,,,0,0,0,0,0,0,1
59,19.951,-152,43.066,"04/07/14 00:00:00","12/30/99 06:18:00",,784,129,"11",2,,,0,0,0,0,0,0,1
59,19.777,-152,39.196,"04/07/14 00:00:00","12/30/99 06:36:00",,785,129,"12",2,,,0,0,0,0,0,0,1
59,19.625,-152,35.102,"04/07/14 00:00:00","12/30/99 06:54:00",,786,129,"13",2,,,0,0,0,0,0,0,1
59,19.515,-152,31.251,"04/07/14 00:00:00","12/30/99 07:12:00",,787,129,"14",2,,,0,0,0,0,0,0,1
59,19.418,-152,27.299,"04/07/14 00:00:00","12/30/99 07:29:00",,788,129,"15",2,,,0,0,0,0,0,0,1
59,18.745,-152,5.854,"04/07/14 00:00:00","12/30/99 09:29:00",,789,129,"21",3,,,0,0,0,0,0,0,1
59,18.535,-152,4.005,"04/07/14 00:00:00","12/30/99 09:41:00",,790,129,"22",4,,,0,0,0,0,0,0,1
59,18.625,-152,2.002,"04/07/14 00:00:00","12/30/99 09:52:00",,791,129,"23",4,,,0,0,0,0,0,0,1
60,0.415,-152,34.016,"04/11/14 00:00:00","12/30/99 10:51:00",,814,138,"1",,1,15,0,1,0,0,0,0,1
59,59.808,-152,32.178,"04/11/14 00:00:00","12/30/99 11:04:00",,815,138,"2",,1,15,0,1,0,0,0,0,1
59,59.197,-152,30.566,"04/11/14 00:00:00","12/30/99 11:33:00",,816,138,"3",,1,15,0,1,0,0,0,0,1
59,58.545,-152,28.577,"04/11/14 00:00:00","12/30/99 11:25:00",,817,138,"4",,1,15,0,1,0,0,0,0,1
59,57.385,-152,25.281,"04/11/14 00:00:00","12/30/99 11:48:00",,818,138,"5",,1,15,0,1,0,0,0,0,1
59,56.251,-152,22.059,"04/11/14 00:00:00","12/30/99 12:04:00","Can see a convergence zone we crossed (not sampling on it).",819,138,"6",,1,10,0,1,0,0,0,0,1
59,55.059,-152,18.420,"04/11/14 00:00:00","12/30/99 12:24:00",,820,138,"7",,1,12,0,1,0,0,0,0,1
59,53.975,-152,15.149,"04/11/14 00:00:00","12/30/99 12:45:00",,821,138,"8",,1,12,0,1,0,0,0,0,1
59,52.767,-152,12.046,"04/11/14 00:00:00","12/30/99 13:13:00",,822,138,"9",,1,15,0,0,0,0,0,0,1
59,51.767,-152,8.622,"04/11/14 00:00:00","12/30/99 13:33:00",,823,138,"10",,2,17,0,0,0,0,0,0,1
59,50.000,-152,5.000,"04/11/14 00:00:00","12/30/99 13:50:00",,824,138,"11",,2,15,0,0,0,0,0,0,1
59,49.604,-152,2.346,"04/11/14 00:00:00","12/30/99 14:08:00",,825,138,"12",,2,15,0,0,0,0,0,0,1
59,48.568,-151,59.235,"04/11/14 00:00:00","12/30/99 14:25:00",,826,138,"13",,2,15,1,0,0,0,0,0,1
59,47.848,-151,57.505,"04/11/14 00:00:00","12/30/99 14:43:00",,827,138,"14",,2,15,0,0,0,0,0,0,1
59,47.387,-151,56.034,"04/11/14 00:00:00","12/30/99 14:52:00",,828,138,"15",,2,15,0,0,0,0,0,0,1
59,46.788,-151,54.262,"04/11/14 00:00:00","12/30/99 15:03:00",,829,138,"16",,2,15,0,0,0,0,0,0,1
59,38.030,-151,38.990,"04/11/14 00:00:00","12/30/99 16:30:00","White winged scoters/surf scoters",830,139,"10",,0,2,0,0,0,0,0,0,1
59,37.469,-151,39.003,"04/11/14 00:00:00","12/30/99 16:36:00",,831,139,"9",,0,2,0,0,0,0,0,0,1
59,36.487,-151,38.983,"04/11/14 00:00:00","12/30/99 16:46:00",,832,139,"8",,0,2,0,0,0,0,0,0,1
59,35.512,-151,39.035,"04/11/14 00:00:00","12/30/99 16:56:00",,833,139,"7",,0,2,0,0,0,0,0,0,1
59,34.499,-151,39.003,"04/11/14 00:00:00","12/30/99 17:10:00",,834,139,"6",,1,5,0,0,0,0,0,0,1
59,33.496,-151,38.985,"04/11/14 00:00:00","12/30/99 17:20:00","GoPro on CTD. Vessel traffic thru station.",835,139,"5",,0,5,0,0,0,0,0,0,1
59,32.519,-151,38.977,"04/11/14 00:00:00","12/30/99 17:35:00",,836,139,"4",,1,5,0,0,0,0,0,0,1
59,31.508,-151,38.984,"04/11/14 00:00:00","12/30/99 17:55:00",,837,139,"3",,1,5,0,0,0,0,0,0,1
59,30.482,-151,38.980,"04/11/14 00:00:00","12/30/99 18:08:00","Released MS #24 here at 18:10",838,139,"2",,1,5,0,0,0,0,0,0,1
59,29.519,-151,38.980,"04/11/14 00:00:00","12/30/99 18:28:00",,839,139,"1",,1,5,0,0,0,0,0,0,1
59,34.220,-151,21.295,"04/11/14 00:00:00","12/30/99 19:37:00",,840,140,"1",,1,20,0,0,0,0,0,0,1
59,34.317,-151,21.595,"04/11/14 00:00:00","12/30/99 20:02:00",,841,140,"2",,1,15,0,0,0,0,0,0,1
59,34.501,-151,21.972,"04/11/14 00:00:00","12/30/99 20:07:00",,842,140,"3",,1,15,0,0,0,0,0,0,1
59,34.623,-151,22.223,"04/11/14 00:00:00","12/30/99 20:13:00",,843,140,"4",,1,10,0,0,0,0,0,0,1
59,34.793,-151,22.583,"04/11/14 00:00:00","12/30/99 20:20:00","A few foraging BLKW",844,140,"5",,1,10,0,0,0,0,0,0,1
59,34.988,-151,22.951,"04/11/14 00:00:00","12/30/99 20:26:00",,845,140,"6",,1,10,0,0,0,0,0,0,1
59,35.192,-151,23.220,"04/11/14 00:00:00","12/30/99 20:40:00",,846,140,"7",,1,10,0,0,0,0,0,0,1
59,35.405,-151,23.526,"04/11/14 00:00:00","12/30/99 20:46:00",,847,140,"8",,1,10,0,0,0,0,0,0,1
59,35.575,-151,23.689,"04/11/14 00:00:00","12/30/99 20:53:00",,848,140,"9",,1,10,0,0,0,0,0,0,1
59,35.804,-151,24.092,"04/11/14 00:00:00","12/30/99 21:00:00",,849,140,"10",,1,10,0,0,0,0,0,0,1
59,34.205,-151,21.454,"05/28/14 00:00:00","12/30/99 15:22:00",,850,141,"1",,0,0,0,0,0,0,0,0,1
59,34.315,-151,21.145,"05/28/14 00:00:00","12/30/99 15:52:00",,851,141,"2",,0,0,0,0,0,0,0,0,1
59,34.489,-151,22.142,"05/28/14 00:00:00","12/30/99 16:01:00",,852,141,"3",,0,0,0,0,0,0,0,0,1
59,34.613,-151,22.452,"05/28/14 00:00:00","12/30/99 16:09:00",,853,141,"4",,0,0,0,0,0,0,0,0,1
59,34.718,-151,22.786,"05/28/14 00:00:00","12/30/99 16:17:00",,854,141,"5",,0,0,0,0,0,0,0,0,1
59,34.950,-151,23.133,"05/28/14 00:00:00","12/30/99 16:25:00",,855,141,"6",,0,10,0,0,0,0,0,0,1
59,35.159,-151,23.356,"05/28/14 00:00:00","12/30/99 16:58:00",,856,141,"7",,1,10,1,0,0,0,0,0,1
59,35.357,-151,23.704,"05/28/14 00:00:00","12/30/99 17:05:00",,857,141,"8",,1,10,0,0,0,0,0,0,1
59,35.549,-151,23.962,"05/28/14 00:00:00","12/30/99 17:13:00",,858,141,"9",,1,10,0,0,0,0,0,0,1
59,35.750,-151,24.216,"05/28/14 00:00:00","12/30/99 17:20:00","Comu (?) small resting group. Off transect foraging fleck BLKW (?)",859,141,"10",,1,18,0,0,0,0,0,0,1
59,34.232,-151,21.519,"06/18/14 00:00:00","12/30/99 16:47:00",,872,143,"1",,1,15,0,1,0,0,0,0,1
59,34.329,-151,21.745,"06/18/14 00:00:00","12/30/99 17:12:00",,873,143,"2",,1,15,0,1,0,0,0,0,1
59,34.471,-151,22.137,"06/18/14 00:00:00","12/30/99 17:21:00",,874,143,"3",,1,15,0,1,0,0,0,0,1
59,34.596,-151,22.430,"06/18/14 00:00:00","12/30/99 17:31:00",,875,143,"4",,1,10,0,1,0,0,0,0,1
59,34.773,-151,22.802,"06/18/14 00:00:00","12/30/99 17:41:00","This station is recorded as 9-5A. 1 boat length from convergence. Northeast of convergence",876,143,"5",,1,10,1,1,0,0,0,0,1
59,34.826,-151,22.907,"06/18/14 00:00:00","12/30/99 17:49:00","1 boat length from convergence- sw of convergence. This station is recorded on the data sheet as 9-5B",877,143,"5",,1,10,1,1,0,0,0,0,1
59,34.945,-151,23.101,"06/18/14 00:00:00","12/30/99 17:58:00",,878,143,"6",,1,10,1,1,0,0,0,0,1
59,35.159,-151,23.372,"06/18/14 00:00:00","12/30/99 18:23:00",,879,143,"7",,1,10,0,1,0,0,0,0,1
59,35.350,-151,23.666,"06/18/14 00:00:00","12/30/99 18:33:00",,880,143,"8",,1,10,0,1,0,0,0,0,1
59,35.557,-151,23.958,"06/18/14 00:00:00","12/30/99 18:42:00",,881,143,"9",,1,10,0,0,0,0,0,0,1
59,35.771,-151,24.240,"06/18/14 00:00:00","12/30/99 18:51:00",,882,143,"10",,1,10,0,0,0,0,1,0,1
59,35.775,-151,24.168,"07/21/14 00:00:00","12/30/99 13:48:00","Cast 156. Bad cast at 1352. cast 157 @ 1408. bad cast - only part of depth. The first and second entry on this transect are both station 9-10.",883,144,"10",,1,10,0,1,0,0,0,0,1
59,35.786,-151,24.267,"07/21/14 00:00:00","12/30/99 14:42:00","Good CTD cell for 9-10. cast 158 @ 1444",884,144,"10",,1,10,0,1,0,0,0,0,1
59,35.592,-151,23.961,"07/21/14 00:00:00","12/30/99 15:06:00","Cast 159 @ 1507",885,144,"9",,1,10,0,1,0,0,0,0,1
59,35.343,-151,23.609,"07/21/14 00:00:00","12/30/99 15:27:00","Cast 160 @ 1529",886,144,"8",,1,10,0,1,0,0,0,0,1
59,35.181,-151,23.363,"07/21/14 00:00:00","12/30/99 15:44:00","Cast 161 @ 1546",887,144,"7",,1,10,0,1,0,0,0,0,1
59,34.924,-151,23.087,"07/21/14 00:00:00","12/30/99 15:54:00","OA water sample taken at next station. Cast 162 @ 1555",888,144,"6",,1,10,0,1,0,0,0,0,1
59,34.764,-151,22.763,"07/21/14 00:00:00","12/30/99 16:14:00","Cast 163 @ 1616",889,144,"5",,1,15,0,1,0,0,0,0,1
59,34.601,-151,22.257,"07/21/14 00:00:00","12/30/99 16:30:00","Cast 164 @ 1633",890,144,"4",,1,15,0,1,0,0,0,0,1
59,34.464,-151,22.100,"07/21/14 00:00:00","12/30/99 16:38:00","Cast 165 @ 1647",891,144,"3",,1,15,0,1,0,0,0,0,1
59,34.332,-151,21.671,"07/21/14 00:00:00","12/30/99 16:45:00","Cast 166 @ 1647",892,144,"2",,1,15,0,1,0,0,0,0,1
59,34.211,-151,21.433,"07/21/14 00:00:00","12/30/99 16:53:00","convergence zone ~ 25m to front of bow. Cast 167 @ 1655.",893,144,"1",,1,15,1,1,0,0,0,0,1
59,34.147,-151,21.359,"07/21/14 00:00:00","12/30/99 17:16:00","crossed convergence zone - added this station near 9-1.  17 lb CTD 52.7 extra turbidity CTD 1720. Extra statoin inshore of 9-1 to get profile (in turbid water) on south side of strong front.  Cast 168 @ 1718",894,144,"1",,1,15,1,1,0,0,0,0,1
59,37.461,-151,38.941,"07/21/14 00:00:00","12/30/99 18:35:00","Cast 169 @ 1836. Transducer depths - transducer is ~ 9 ft deep",895,145,"9",,1,10,0,0,0,0,0,0,1
59,37.963,-151,39.048,"07/21/14 00:00:00","12/30/99 18:46:00","Cast 170 @ 1847. Transducer depths ~ 9 ft deep",896,145,"10",,1,10,0,0,0,0,0,0,1
59,36.557,-151,38.929,"07/21/14 00:00:00","12/30/99 19:02:00","Cast 171 @ 1904. transducer depths - ~9ft deep",897,145,"8",,1,10,0,0,0,0,0,0,1
59,35.536,-151,38.950,"07/21/14 00:00:00","12/30/99 19:15:00","Cast 172 @ 1917. Transducer dpeths - transducer ~ 9ft deep",898,145,"7",,1,10,0,0,0,0,0,0,1
59,34.514,-151,39.022,"07/21/14 00:00:00","12/30/99 19:46:00","cast 173 @ 1948. transducer depths - transducer ~9ft deep",899,145,"6",,1,5,0,0,0,0,0,0,1
59,33.472,-151,39.107,"07/21/14 00:00:00","12/30/99 20:05:00","Cast 174 @ 2008. transducer depths",900,145,"5",,1,10,0,0,0,0,0,0,1
59,32.568,-151,38.974,"07/21/14 00:00:00","12/30/99 20:20:00","Cast 175 @ 2023. Transducer depths.",901,145,"4",,1,10,0,0,0,0,0,0,1
59,31.575,-151,39.023,"07/21/14 00:00:00","12/30/99 21:16:00","cast 176 @2119. transducer depths",902,145,"3",,0,0,0,0,0,0,0,0,1
59,30.496,-151,39.005,"07/21/14 00:00:00","12/30/99 21:32:00","cast 177 @ 2134. transducer depths",903,145,"2",,0,0,0,0,0,0,0,0,1
59,29.478,-151,38.946,"07/21/14 00:00:00","12/30/99 22:12:00","cast 178 @ 2213. transducer depths",904,145,"1",,0,0,0,0,0,0,0,0,1
59,46.350,-151,53.023,"07/22/14 00:00:00","12/30/99 07:59:00","cast 179 @ 801. transducer depths",905,146,"17",,3,20,0,0,0,0,0,0,1
59,46.795,-151,54.366,"07/22/14 00:00:00","12/30/99 08:10:00","cast 180 @ 0813. transducer depths",906,146,"16",,4,20,0,0,0,0,0,0,1
59,47.338,-151,56.079,"07/22/14 00:00:00","12/30/99 08:28:00","cast 182 @ 0859. transducer depths",907,146,"15",,4,20,0,0,0,0,0,0,1
59,47.876,-151,57.409,"07/22/14 00:00:00","12/30/99 08:57:00","cast 182 @ 0859. transducer depth",908,146,"14",,6,25,0,0,0,0,0,0,1
59,48.586,-151,59.212,"07/22/14 00:00:00","12/30/99 09:11:00","cast 183 @ 0913. transducer depths",909,146,"13",,6,25,0,0,0,0,0,0,1
59,49.532,-152,2.214,"07/22/14 00:00:00","12/30/99 09:45:00","Cast 184 @ 0948. Transducer depths",910,146,"12",,6,25,0,0,0,0,0,0,1
59,50.754,-152,5.584,"07/22/14 00:00:00","12/30/99 10:07:00","Cast 185 @ 1009. transducer depths",911,146,"11",,6,25,0,0,0,0,0,0,1
59,51.795,-152,8.636,"07/22/14 00:00:00","12/30/99 10:26:00","cast 186 @ 1028. transducer depths",912,146,"10",,6,25,0,0,0,0,0,0,1
59,52.800,-152,11.861,"07/22/14 00:00:00","12/30/99 10:49:00","cast 187 @ 1050. transducer depths",913,146,"9",,5,25,0,0,0,0,0,0,1
59,54.094,-152,15.069,"07/22/14 00:00:00","12/30/99 11:10:00","Cast 188 @ 1117. transducer depths",914,146,"8",,5,25,0,1,0,0,0,0,1
59,55.069,-152,18.522,"07/22/14 00:00:00","12/30/99 12:13:00","cast 189 @ 1215. transducer depths. Borderline turbid.",915,146,"7",,5,27,0,0,0,0,0,0,1
59,56.386,-152,22.033,"07/22/14 00:00:00","12/30/99 12:42:00","cast 190 @ 1244. transducer depths.",916,146,"6",,5,25,0,1,0,0,0,0,1
59,57.529,-152,25.121,"07/22/14 00:00:00","12/30/99 13:02:00","cast 191 @ 1304. transducer depths",917,146,"5",,4,20,0,0,0,0,0,0,1
59,58.453,-152,28.563,"07/22/14 00:00:00","12/30/99 13:24:00","crossed convergence zone inbetween stations. Cast 192 @ 1327. transducer depths",918,146,"4",,4,20,0,1,0,0,0,0,1
59,59.228,-152,30.508,"07/22/14 00:00:00","12/30/99 13:51:00","cast 193 @ 1353. transducer depths",919,146,"3",,4,18,0,1,0,0,0,0,1
59,59.785,-152,32.192,"07/22/14 00:00:00","12/30/99 14:05:00","cast 194 @ 1408. transducer depths. Dahsl porpoise!",920,146,"2",,4,18,0,1,0,0,0,0,1
60,0.362,-152,34.042,"07/22/14 00:00:00","12/30/99 14:22:00","cast 195 @ 1423. transducer depths",921,146,"1",,3,18,0,1,0,0,0,0,1
59,12.787,-151,55.639,"07/23/14 00:00:00","12/30/99 08:36:00","Cast 196 @ 840. transducer depths ~9ft",937,148,"1",,0,2,0,0,0,0,0,0,1
59,12.325,-151,57.094,"07/23/14 00:00:00","12/30/99 08:48:00","cast 197 @ 851. transducer depth",938,148,"2",,0,2,0,0,0,0,0,0,1
59,11.827,-151,58.802,"07/23/14 00:00:00","12/30/99 09:02:00","cast 198 @ 904. transducer depth",939,148,"3",,0,2,0,0,0,0,0,0,1
59,11.435,-152,0.403,"07/23/14 00:00:00","12/30/99 09:16:00","cast 199 @ 919. transducer depth",940,148,"4",,0,2,0,0,0,0,0,0,1
59,10.531,-152,3.742,"07/23/14 00:00:00","12/30/99 09:39:00","longer soak - put bottle on. Cast 200 @941. transducer depth. Also taking water samples for John's project (deep and shallow).",941,148,"5",,1,5,0,0,0,0,1,0,0
59,9.656,-152,7.091,"07/23/14 00:00:00","12/30/99 10:36:00","cast 201 @1039. transducer depths",942,148,"6",,1,5,0,0,0,0,0,0,1
59,8.851,-152,10.452,"07/23/14 00:00:00","12/30/99 11:00:00","Cast 202 @1101. transducer depth",943,148,"7",,1,5,0,0,0,0,0,0,1
59,7.959,-152,13.717,"07/23/14 00:00:00","12/30/99 11:19:00","cast 203 @1121. transducer depth",944,148,"8",,1,10,0,0,0,0,0,0,1
59,7.049,-152,16.968,"07/23/14 00:00:00","12/30/99 11:43:00","cast 204 @ 1144. transducer depth. Whale spouts way off in distance",945,148,"9",,1,10,1,0,0,1,0,0,1
59,6.183,-152,20.172,"07/23/14 00:00:00","12/30/99 12:13:00","Cast 205 @1215. transducer depth. ~3 whales spouting near Barren Islands",946,148,"10",,1,10,0,0,0,0,0,0,1
59,5.250,-152,23.475,"07/23/14 00:00:00","12/30/99 12:33:00","cast 206 @ 1235. transducer depth. 2 water samples for John's project (105 + 1m deep).",947,148,"11",,1,10,0,0,0,0,0,0,1
59,4.476,-152,28.747,"07/23/14 00:00:00","12/30/99 13:22:00","navigation error? Overshot target by 1 nautical mile. cast 207 @ 1324. transducer depth",948,148,"12",,1,12,0,0,0,0,0,0,0
59,3.597,-152,30.082,"07/23/14 00:00:00","12/30/99 13:48:00","Check CTD depth vs. fathometer (angie question). KH-CTD depth = 135 m OK. Cast 208 @ 1349. transducer depth",949,148,"13",,1,12,0,0,0,0,0,0,1
59,2.704,-152,33.342,"07/23/14 00:00:00","12/30/99 14:15:00","Check CTD depth v fathometer. KH - CTD depth = 137 m OK. Cast 209 @ 1417. transducer depth",950,148,"14",,2,12,0,0,0,0,0,0,1
59,1.786,-152,36.681,"07/23/14 00:00:00","12/30/99 14:42:00","Cast 210 @ 1445. transducer depth",951,148,"15",,3,12,0,0,0,0,0,0,1
59,1.031,-152,40.040,"07/23/14 00:00:00","12/30/99 15:06:00","Cast 211 @ 1507. transducer depth",952,148,"16",,3,12,0,0,0,0,0,0,1
59,0.110,-152,43.266,"07/23/14 00:00:00","12/30/99 15:27:00","Starting to see more turbidity. Cast 212 @ 1529. transducer depth",953,148,"17",,3,15,0,0,0,0,0,0,1
