StationEvent,SampleEvent,Date,Time,Type,Depth,Cast,FlowmeterStart,FlowmeterEnd,Temp,Salinity,DO,Comments,TowTime,DateTimeStamp
687,1046,"02/14/14 00:00:00","12/30/99 11:15:00","PHYTOPLANKTON",1.0,,,,,,,"40L filtered",,"02/14/14 11:00:00"
688,1047,"02/14/14 00:00:00","12/30/99 11:35:00","CTD",98.0,,,,,,,,122,
689,1048,"02/14/14 00:00:00","12/30/99 11:42:00","CTD",93.0,,,,,,,"100 sec decent time",100,
690,1049,"02/14/14 00:00:00","12/30/99 11:49:00","CTD",82.0,,,,,,,,84,
691,1050,"02/14/14 00:00:00","12/30/99 11:56:00","CTD",62.0,,,,,,,,55,
691,1051,"02/14/14 00:00:00","12/30/99 12:00:00","ZOOPLANKTON",50.0,,247525,251079,,,,,86,"02/14/14 11:45:00"
691,1052,"02/14/14 00:00:00","12/30/99 11:56:00","PHYTOPLANKTON",1.0,,,,,,,"40L",,"02/14/14 11:45:00"
692,1053,"02/15/14 00:00:00","12/30/99 13:24:00","CTD",20.0,,,,,,,,20,
693,1054,"02/15/14 00:00:00","12/30/99 13:35:00","CTD",101.0,,,,,,,,89,
693,1055,"02/15/14 00:00:00","12/30/99 13:42:00","ZOOPLANKTON",50.0,,251096,255177,,,,,83,"02/15/14 13:30:00"
693,1056,"02/15/14 00:00:00","12/30/99 13:35:00","PHYTOPLANKTON",1.0,,,,,,,"40L",,"02/15/14 13:30:00"
694,1057,"02/15/14 00:00:00","12/30/99 13:57:00","CTD",110.0,,,,,,,,106,
695,1058,"02/15/14 00:00:00","12/30/99 14:11:00","CTD",89.0,,,,,,,"no bubbles",91,
695,1059,"02/15/14 00:00:00","12/30/99 14:21:00","ZOOPLANKTON",50.0,,255194,258932,,,,,82,"02/15/14 14:00:00"
695,1060,"02/15/14 00:00:00","12/30/99 14:12:00","PHYTOPLANKTON",1.0,,,,,,,"40L; surface filtered",,"02/15/14 14:00:00"
696,1061,"02/15/14 00:00:00","12/30/99 14:34:00","CTD",81.0,,,,,,,,80,
697,1062,"02/15/14 00:00:00","12/30/99 14:46:00","CTD",64.0,,,,,,,,62,
698,1063,"02/15/14 00:00:00","12/30/99 14:57:00","CTD",38.0,,,,,,,,32,
698,1064,"02/15/14 00:00:00","12/30/99 15:00:00","ZOOPLANKTON",20.0,,258943,260271,,,,,39,"02/15/14 14:45:00"
698,1065,"02/15/14 00:00:00","12/30/99 14:57:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface",,"02/15/14 14:45:00"
699,1066,"02/15/14 00:00:00","12/30/99 15:16:00","CTD",30.0,,,,,,,,30,
700,1067,"02/15/14 00:00:00","12/30/99 15:27:00","CTD",28.0,,,,,,,,26,
701,1068,"02/15/14 00:00:00","12/30/99 15:35:00","CTD",18.0,,,,,,,,17,
702,1069,"02/16/14 00:00:00","12/30/99 09:03:00","CTD",9.0,,,,,,,,9,
703,1070,"02/16/14 00:00:00","12/30/99 09:15:00","CTD",17.0,,,,,,,,16,"02/16/14 09:00:00"
704,1071,"02/16/14 00:00:00","12/30/99 09:24:00","CTD",24.0,,,,,,,,23,
705,1072,"02/16/14 00:00:00","12/30/99 09:36:00","CTD",29.0,,,,,,,,28,
705,1073,"02/16/14 00:00:00","12/30/99 09:43:00","ZOOPLANKTON",15.0,,260252,260229,,,,"flagging a lot - flow m will be very inaccurate - oblique SOG 3.2 knts",48,"02/16/14 09:30:00"
705,1074,"02/16/14 00:00:00","12/30/99 09:36:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface filtered",,"02/16/14 09:30:00"
706,1075,"02/16/14 00:00:00","12/30/99 10:00:00","CTD",32.0,,,,,,,,31,
707,1076,"02/16/14 00:00:00","12/30/99 10:18:00","CTD",36.0,,,,,,,,28,
708,1077,"02/16/14 00:00:00","12/30/99 10:36:00","CTD",46.0,,,,,,,"1st cst no bubbles.  Brought to surface and reset  1 min surface time",36,
709,1078,"02/16/14 00:00:00","12/30/99 10:54:00","CTD",71.0,,,,,,,"lots of flagging out",85,
710,1079,"02/16/14 00:00:00","12/30/99 11:13:00","CTD",81.0,,,,,,,,87,
710,1080,"02/16/14 00:00:00","12/30/99 11:20:00","ZOOPLANKTON",50.0,,262235,267662,,,,,109,"02/16/14 11:00:00"
710,1081,"02/16/14 00:00:00","12/30/99 11:13:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface filtered",,"02/16/14 11:00:00"
711,1082,"02/16/14 00:00:00","12/30/99 11:44:00","CTD",107.0,,,,,,,,113,
712,1083,"02/16/14 00:00:00","12/30/99 12:05:00","CTD",49.0,,,,,,,,56,
713,1084,"02/16/14 00:00:00","12/30/99 12:41:00","CTD",27.0,,,,,,,,25,
713,1085,"02/16/14 00:00:00","12/30/99 12:45:00","ZOOPLANKTON",15.0,,267637,,,,,"high current",25,"02/16/14 12:15:00"
713,1086,"02/16/14 00:00:00","12/30/99 12:41:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface filtered",,"02/16/14 12:15:00"
714,1087,"02/16/14 00:00:00","12/30/99 12:25:00","CTD",26.0,,,,,,,,24,
715,1088,"02/16/14 00:00:00","12/30/99 13:05:00","CTD",32.0,,,,,,,,32,
716,1089,"02/16/14 00:00:00","12/30/99 13:15:00","CTD",28.0,,,,,,,,27,
717,1090,"02/16/14 00:00:00","12/30/99 13:29:00","CTD",20.0,,,,,,,,21,
718,1091,"02/17/14 00:00:00","12/30/99 06:15:00","CTD",29.0,,,,,,,"ice on tackle. Longer than 1 min soak time",32,
719,1092,"02/17/14 00:00:00","12/30/99 06:28:00","CTD",43.0,,,,,,,,44,
720,1093,"02/17/14 00:00:00","12/30/99 06:42:00","CTD",47.0,,,,,,,"1st descent - jam in system. 2nd OK",42,
721,1094,"02/17/14 00:00:00","12/30/99 06:55:00","CTD",51.0,,,,,,,,46,
721,1095,"02/17/14 00:00:00","12/30/99 07:00:00","ZOOPLANKTON",40.0,,269412,273176,,,,"> 40m depth",90,"02/17/14 06:45:00"
721,1096,"02/17/14 00:00:00","12/30/99 06:55:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface filtered",,"02/17/14 06:45:00"
722,1097,"02/17/14 00:00:00","12/30/99 07:26:00","CTD",55.0,,,,,,,"blk froze during 1m period; extended surface time while thawing .. Check CTD time out of H2O post cast",62,
723,1098,"02/17/14 00:00:00","12/30/99 07:59:00","CTD",59.0,,,,,,,"check CTD out of H2O time",57,
724,1099,"02/17/14 00:00:00","12/30/99 08:00:00","CTD",74.0,,,,,,,,67,
725,1100,"02/17/14 00:00:00","12/30/99 08:48:00","CTD",75.0,,,,,,,,,
725,1101,"02/17/14 00:00:00","12/30/99 08:54:00","ZOOPLANKTON",50.0,,273212,279060,,,,,111,"02/17/14 08:45:00"
725,1102,"02/17/14 00:00:00","12/30/99 08:48:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface filtered",,"02/17/14 08:45:00"
726,1103,"02/17/14 00:00:00","12/30/99 09:14:00","CTD",67.0,,,,,,,,80,
727,1104,"02/17/14 00:00:00","12/30/99 11:15:00","CTD",77.0,,,,,,,,99,
728,1105,"02/17/14 00:00:00","12/30/99 11:34:00","CTD",81.0,,,,,,,,80,
728,1106,"02/17/14 00:00:00","12/30/99 11:40:00","ZOOPLANKTON",50.0,,279065,282956,,,,,103,"02/17/14 11:30:00"
728,1107,"02/17/14 00:00:00","12/30/99 11:34:00","PHYTOPLANKTON",1.0,,,,,,,"40L surface filtered",,"02/17/14 11:30:00"
729,1108,"02/17/14 00:00:00","12/30/99 12:01:00","CTD",72.0,,,,,,,,71,
731,1109,"04/06/14 00:00:00","12/30/99 09:19:00","CTD",33.0,,,,,,,"deploy time = 19s.  NB: a few up/down counter not working properly",19,
732,1110,"04/06/14 00:00:00","12/30/99 09:31:00","CTD",48.0,,,,,,,"time = 36 sec",36,
733,1111,"04/06/14 00:00:00","12/30/99 09:42:00","CTD",109.0,,,,,,,,85,
734,1112,"04/06/14 00:00:00","12/30/99 09:53:00","CTD",105.0,,,,,,,,80,
735,1113,"04/06/14 00:00:00","12/30/99 10:11:00","CTD",105.0,,,,,,,,140,
735,1114,"04/06/14 00:00:00","12/30/99 10:18:00","ZOOPLANKTON",50.0,,297354,300584,,,,,93,"04/06/14 10:00:00"
735,1115,"04/06/14 00:00:00","12/30/99 10:11:00","PHYTOPLANKTON",1.0,,,,,,,"40L filtered",,"04/06/14 10:00:00"
736,1116,"04/06/14 00:00:00","12/30/99 10:41:00","CTD",143.0,,,,,,,,178,
737,1117,"04/06/14 00:00:00","12/30/99 11:01:00","CTD",126.0,,,,,,,,160,
738,1118,"04/06/14 00:00:00","12/30/99 11:21:00","CTD",132.0,,,,,,,,109,
739,1119,"04/06/14 00:00:00","12/30/99 11:39:00","CTD",128.0,,,,,,,,149,
740,1120,"04/06/14 00:00:00","12/30/99 11:56:00","CTD",94.0,,,,,,,,91,
741,1121,"04/06/14 00:00:00","12/30/99 12:12:00","CTD",114.0,,,,,,,,108,
741,1122,"04/06/14 00:00:00","12/30/99 12:18:00","ZOOPLANKTON",50.0,,300596,304098,,,,"fm net cod end in sample frame",96,"04/06/14 12:00:00"
741,1123,"04/06/14 00:00:00","12/30/99 12:12:00","PHYTOPLANKTON",5.0,,,,,,,"40L surface H2O",,"04/06/14 12:00:00"
742,1124,"04/06/14 00:00:00","12/30/99 12:37:00","CTD",140.0,,,,,,,,133,
743,1125,"04/06/14 00:00:00","12/30/99 12:56:00","CTD",133.0,,,,,,,,151,
744,1126,"04/06/14 00:00:00","12/30/99 13:16:00","CTD",136.0,,,,,,,,117,
745,1127,"04/06/14 00:00:00","12/30/99 13:36:00","CTD",151.0,,,,,,,,130,
746,1128,"04/06/14 00:00:00","12/30/99 13:55:00","CTD",156.0,,,,,,,,150,
747,1129,"04/06/14 00:00:00","12/30/99 14:16:00","CTD",163.0,,,,,,,,130,
748,1130,"04/06/14 00:00:00","12/30/99 14:36:00","CTD",174.0,,,,,,,,219,
749,1131,"04/06/14 00:00:00","12/30/99 14:56:00","CTD",177.0,,,,,,,,149,
750,1132,"04/06/14 00:00:00","12/30/99 15:14:00","CTD",173.0,,,,,,,,176,
751,1133,"04/06/14 00:00:00","12/30/99 15:32:00","CTD",168.0,,,,,,,,158,
752,1134,"04/06/14 00:00:00","12/30/99 15:50:00","CTD",165.0,,,,,,,,176,
753,1135,"04/06/14 00:00:00","12/30/99 16:09:00","CTD",164.0,,,,,,,,147,
754,1136,"04/06/14 00:00:00","12/30/99 16:26:00","CTD",168.0,,,,,,,,175,
755,1137,"04/06/14 00:00:00","12/30/99 16:45:00","CTD",172.0,,,,,,,,161,
755,1138,"04/06/14 00:00:00","12/30/99 16:53:00","ZOOPLANKTON",50.0,,304101,308047,,,,"strongly oblique tow",114,"04/06/14 16:30:00"
755,1139,"04/06/14 00:00:00","12/30/99 16:46:00","PHYTOPLANKTON",1.0,,,,,,,"40L filtered H20",,"04/06/14 16:30:00"
756,1140,"04/06/14 00:00:00","12/30/99 17:04:00","CTD",170.0,,,,,,,,185,
757,1141,"04/06/14 00:00:00","12/30/99 17:18:00","CTD",146.0,,,,,,,"water less clear than previous statoins",181,
758,1142,"04/06/14 00:00:00","12/30/99 17:31:00","CTD",18.0,,,,,,,,17,
759,1143,"03/28/14 00:00:00","12/30/99 13:43:00","CTD",67.0,,,,,,,"touched bottom",,
759,1144,"03/28/14 00:00:00","12/30/99 13:48:00","ZOOPLANKTON",50.0,,283311,284521,,,,"net wrapped up",,"03/28/14 13:30:00"
759,1145,"03/28/14 00:00:00","12/30/99 13:45:00","PHYTOPLANKTON",1.0,,,,,,,"filtered 40l through 20 um net",,"03/28/14 13:30:00"
759,1146,"03/28/14 00:00:00","12/30/99 14:00:00","ZOOPLANKTON",50.0,,284521,287497,,,,"2nd cast",149,"03/28/14 13:30:00"
760,1147,"03/28/14 00:00:00",,"CTD",81.1,,,,,,,,,
761,1148,"03/28/14 00:00:00","12/30/99 14:19:00","CTD",97.5,,,,,,,,,
762,1149,"03/28/14 00:00:00","12/30/99 14:27:00","CTD",98.8,,,,,,,,,
763,1150,"03/28/14 00:00:00","12/30/99 14:34:00","CTD",101.2,,,,,,,,,
764,1151,"03/28/14 00:00:00","12/30/99 14:43:00","CTD",104.9,,,,,,,"still very clear water",,
764,1152,"03/28/14 00:00:00","12/30/99 14:51:00","ZOOPLANKTON",50.0,,287493,290317,,,,,109,"03/28/14 14:30:00"
764,1153,"03/28/14 00:00:00","12/30/99 14:50:00","PHYTOPLANKTON",1.0,,,,,,,"40l filtered 20 um net",,"03/28/14 14:30:00"
765,1154,"03/28/14 00:00:00","12/30/99 15:01:00","CTD",103.6,,,,,,,,,
766,1155,"03/28/14 00:00:00","12/30/99 15:09:00","CTD",96.6,,,,,,,"water still clear",,
767,1156,"03/28/14 00:00:00","12/30/99 15:17:00","CTD",84.7,,,,,,,"slightly more turbid. Front after station on way to 9-10",,
768,1157,"03/28/14 00:00:00","12/30/99 15:25:00","CTD",64.0,,,,,,,"crossed front .15nm before station",,
768,1158,"03/28/14 00:00:00","12/30/99 15:32:00","ZOOPLANKTON",50.0,,290335,294082,,,,"about 3 m convergence line",,"03/28/14 15:15:00"
768,1159,"03/28/14 00:00:00","12/30/99 15:31:00","PHYTOPLANKTON",1.0,,,,,,,"40L filtered, 20 um net",,"03/28/14 15:15:00"
768,1160,"03/28/14 00:00:00","12/30/99 15:41:00","ZOOPLANKTON",50.0,,294082,297238,,,,"sediment in cod end",72,"03/28/14 15:15:00"
769,1161,"04/07/14 00:00:00","12/30/99 03:19:00","CTD",27.0,,,,,,,,29,
770,1162,"04/07/14 00:00:00","12/30/99 03:28:00","CTD",42.0,,,,,,,,45,
771,1163,"04/07/14 00:00:00","12/30/99 03:42:00","CTD",46.0,,,,,,,,46,
772,1164,"04/07/14 00:00:00","12/30/99 03:55:00","CTD",50.0,,,,,,,,42,
772,1165,"04/07/14 00:00:00","12/30/99 04:17:00","ZOOPLANKTON",40.0,,308672,311765,,,,,70,"04/07/14 03:45:00"
772,1166,"04/07/14 00:00:00","12/30/99 03:55:00","PHYTOPLANKTON",1.0,,,,,,,"40l surface filtered",,"04/07/14 03:45:00"
773,1167,"04/07/14 00:00:00","12/30/99 04:27:00","CTD",51.0,,,,,,,,67,
774,1168,"04/07/14 00:00:00","12/30/99 04:44:00","CTD",55.0,,,,,,,,60,
775,1169,"04/07/14 00:00:00","12/30/99 05:03:00","CTD",59.0,,,,,,,"Note: lots of HO PU traveling between # 6 and 7",68,
776,1170,"04/07/14 00:00:00","12/30/99 05:19:00","CTD",75.0,,,,,,,,76,
777,1171,"04/07/14 00:00:00","12/30/99 05:37:00","CTD",76.0,,,,,,,,69,
778,1172,"04/07/14 00:00:00","12/30/99 05:53:00","CTD",78.0,,,,,,,,74,
778,1173,"04/07/14 00:00:00","12/30/99 06:00:00","ZOOPLANKTON",50.0,,311768,135806,,,,,110,"04/07/14 05:45:00"
778,1174,"04/07/14 00:00:00","12/30/99 05:54:00","PHYTOPLANKTON",1.0,,,,,,,"40l filtered",,"04/07/14 05:45:00"
779,1175,"04/07/14 00:00:00","12/30/99 07:47:00","CTD",86.0,,,,,,,,80,
780,1176,"04/07/14 00:00:00","12/30/99 08:04:00","CTD",89.0,,,,,,,,94,
781,1177,"04/07/14 00:00:00","12/30/99 08:23:00","CTD",79.0,,,,,,,,91,
782,1178,"04/07/14 00:00:00","12/30/99 08:41:00","CTD",79.0,,,,,,,,90,
783,1179,"04/07/14 00:00:00","12/30/99 08:59:00","CTD",84.0,,,,,,,"fairly oblique",79,
783,1180,"04/07/14 00:00:00","12/30/99 09:15:00","ZOOPLANKTON",50.0,,319735,324333,,,,,93,"04/07/14 08:45:00"
783,1181,"04/07/14 00:00:00","12/30/99 08:59:00","PHYTOPLANKTON",1.0,,,,,,,"40l filtered h2o",,"04/07/14 08:45:00"
784,1182,"04/07/14 00:00:00","12/30/99 06:19:00","CTD",69.0,,,,,,,,80,
785,1183,"04/07/14 00:00:00","12/30/99 06:37:00","CTD",72.0,,,,,,,,84,
786,1184,"04/07/14 00:00:00","12/30/99 06:55:00","CTD",71.0,,,,,,,,67,
787,1185,"04/07/14 00:00:00","12/30/99 07:12:00","CTD",71.0,,,,,,,,75,
788,1186,"04/07/14 00:00:00","12/30/99 07:30:00","CTD",76.0,,,,,,,,71,
789,1187,"04/07/14 00:00:00","12/30/99 09:30:00","CTD",73.0,,,,,,,,85,
790,1188,"04/07/14 00:00:00","12/30/99 09:42:00","CTD",75.0,,,,,,,,88,
791,1189,"04/07/14 00:00:00","12/30/99 09:53:00","CTD",53.0,,,,,,,,48,
814,1213,"04/11/14 00:00:00","12/30/99 10:53:00","CTD",19.0,1,,,,,,,23,
815,1214,"04/11/14 00:00:00","12/30/99 11:04:00","CTD",29.0,2,,,,,,,25,
816,1215,"04/11/14 00:00:00","12/30/99 11:14:00","CTD",32.0,3,,,,,,,28,
817,1216,"04/11/14 00:00:00","12/30/99 11:26:00","CTD",27.0,4,,,,,,,,
817,1217,"04/11/14 00:00:00","12/30/99 11:31:00","ZOOPLANKTON",20.0,,324347,326922,,,,"very oblique tow",,"04/11/14 11:15:00"
817,1218,"04/11/14 00:00:00","12/30/99 11:26:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 11:15:00"
818,1219,"04/11/14 00:00:00","12/30/99 11:49:00","CTD",27.0,5,,,,,,,31,
819,1220,"04/11/14 00:00:00","12/30/99 12:05:00","CTD",49.0,6,,,,,,,73,
820,1221,"04/11/14 00:00:00","12/30/99 12:25:00","CTD",109.0,7,,,,,,"Brought down a bit/flagging during 1 min period",114,
821,1222,"04/11/14 00:00:00","12/30/99 12:46:00","CTD",79.0,8,,,,,,,105,
821,1223,"04/11/14 00:00:00","12/30/99 12:51:00","ZOOPLANKTON",50.0,,326941,330386,,,,,101,"04/11/14 12:45:00"
821,1224,"04/11/14 00:00:00","12/30/99 12:46:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 12:45:00"
822,1225,"04/11/14 00:00:00","12/30/99 13:14:00","CTD",74.0,9,,,,,,,79,
823,1226,"04/11/14 00:00:00","12/30/99 13:34:00","CTD",49.0,10,,,,,,,41,
824,1227,"04/11/14 00:00:00","12/30/99 13:51:00","CTD",40.0,11,,,,,,,41,
825,1228,"04/11/14 00:00:00","12/30/99 14:08:00","CTD",36.0,12,,,,,,,36,"04/11/14 14:00:00"
826,1229,"04/11/14 00:00:00","12/30/99 14:25:00","CTD",32.0,13,,,,,,,28,
826,1230,"04/11/14 00:00:00","12/30/99 14:30:00","ZOOPLANKTON",25.0,,330383,332449,,,,,68,"04/11/14 14:15:00"
826,1231,"04/11/14 00:00:00","12/30/99 14:25:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 14:15:00"
827,1232,"04/11/14 00:00:00","12/30/99 14:44:00","CTD",28.0,14,,,,,,,27,
828,1233,"04/11/14 00:00:00","12/30/99 14:53:00","CTD",20.0,15,,,,,,,19,
829,1234,"04/11/14 00:00:00","12/30/99 15:04:00","CTD",12.0,16,,,,,,,14,
830,1235,"04/11/14 00:00:00","12/30/99 16:30:00","CTD",14.0,,,,,,,,13,
831,1236,"04/11/14 00:00:00","12/30/99 16:37:00","CTD",24.0,,,,,,,,26,
832,1237,"04/11/14 00:00:00","12/30/99 16:47:00","CTD",26.0,,,,,,,,28,
833,1238,"04/11/14 00:00:00","12/30/99 16:56:00","CTD",33.0,,,,,,,,30,
833,1239,"04/11/14 00:00:00","12/30/99 17:03:00","ZOOPLANKTON",25.0,,332433,334354,,,,,55,"04/11/14 16:45:00"
833,1240,"04/11/14 00:00:00","12/30/99 16:56:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 16:45:00"
834,1241,"04/11/14 00:00:00","12/30/99 17:10:00","CTD",59.0,,,,,,,,64,
835,1242,"04/11/14 00:00:00","12/30/99 17:21:00","CTD",75.0,,,,,,,"GoPro on CTD",85,
836,1243,"04/11/14 00:00:00","12/30/99 17:36:00","CTD",85.0,,,,,,,,104,
836,1244,"04/11/14 00:00:00","12/30/99 17:44:00","ZOOPLANKTON",50.0,,334358,338012,,,,,124,"04/11/14 17:30:00"
836,1245,"04/11/14 00:00:00","12/30/99 17:36:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 17:30:00"
837,1246,"04/11/14 00:00:00","12/30/99 17:57:00","CTD",106.0,,,,,,,,120,
838,1247,"04/11/14 00:00:00","12/30/99 18:09:00","CTD",97.0,,,,,,,,107,
838,1248,"04/11/14 00:00:00","12/30/99 18:16:00","ZOOPLANKTON",50.0,,338024,341893,,,,,90,"04/11/14 18:00:00"
838,1249,"04/11/14 00:00:00","12/30/99 18:09:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 18:00:00"
839,1250,"04/11/14 00:00:00","12/30/99 18:28:00","CTD",14.0,,,,,,,,16,
840,1251,"04/11/14 00:00:00","12/30/99 19:49:00","CTD",59.0,,,,,,,,47,
840,1252,"04/11/14 00:00:00","12/30/99 19:57:00","ZOOPLANKTON",50.0,,341954,345593,,,,,117,"04/11/14 19:30:00"
840,1253,"04/11/14 00:00:00","12/30/99 19:51:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 19:30:00"
841,1254,"04/11/14 00:00:00","12/30/99 20:02:00","CTD",69.0,,,,,,,,62,
842,1255,"04/11/14 00:00:00","12/30/99 20:08:00","CTD",91.0,,,,,,,,95,
843,1256,"04/11/14 00:00:00","12/30/99 20:14:00","CTD",93.0,,,,,,,,88,
844,1257,"04/11/14 00:00:00","12/30/99 20:21:00","CTD",93.0,,,,,,,,95,
845,1258,"04/11/14 00:00:00","12/30/99 20:27:00","CTD",96.0,,,,,,,,98,
845,1259,"04/11/14 00:00:00","12/30/99 20:35:00","ZOOPLANKTON",50.0,,347857,351331,,,,,207,
845,1260,"04/11/14 00:00:00","12/30/99 20:27:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 20:15:00"
846,1261,"04/11/14 00:00:00","12/30/99 20:40:00","CTD",96.0,,,,,,,,81,
847,1262,"04/11/14 00:00:00","12/30/99 20:46:00","CTD",91.0,,,,,,,,94,
848,1263,"04/11/14 00:00:00","12/30/99 20:54:00","CTD",85.0,,,,,,,,77,
849,1264,"04/11/14 00:00:00","12/30/99 21:00:00","CTD",62.0,,,,,,,,63,
849,1265,"04/11/14 00:00:00","12/30/99 21:14:00","ZOOPLANKTON",50.0,,359403,355457,,,,"first zooplankton tow tangled",99,"04/11/14 21:00:00"
849,1266,"04/11/14 00:00:00","12/30/99 21:01:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"04/11/14 21:00:00"
850,1267,"05/28/14 00:00:00","12/30/99 15:22:00","CTD",70.0,,,,,,,,,
850,1268,"05/28/14 00:00:00","12/30/99 15:30:00","ZOOPLANKTON",50.0,,359463,362150,,,,,123,"05/28/14 15:15:00"
850,1269,"05/28/14 00:00:00","12/30/99 15:23:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"05/28/14 15:15:00"
851,1270,"05/28/14 00:00:00","12/30/99 15:53:00","CTD",79.0,,,,,,,,,
852,1271,"05/28/14 00:00:00","12/30/99 16:02:00","CTD",97.0,,,,,,,,,
853,1272,"05/28/14 00:00:00","12/30/99 16:10:00","CTD",98.0,,,,,,,,,
854,1273,"05/28/14 00:00:00","12/30/99 16:17:00","CTD",100.0,,,,,,,,,
855,1274,"05/28/14 00:00:00","12/30/99 16:26:00","CTD",104.0,,,,,,,,,
855,1275,"05/28/14 00:00:00","12/30/99 16:42:00","ZOOPLANKTON",50.0,,362152,,,,,,96,
855,1276,"05/28/14 00:00:00","12/30/99 16:26:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"05/28/14 16:15:00"
855,1277,"05/28/14 00:00:00","12/30/99 16:35:00","OCEAN ACIDIFICATION",51.0,,,,,,,"surface + 50 M",,"05/28/14 16:15:00"
856,1278,"05/28/14 00:00:00","12/30/99 16:59:00","CTD",103.0,,,,,,,,,
857,1279,"05/28/14 00:00:00","12/30/99 17:05:00","CTD",95.0,,,,,,,,,
858,1280,"05/28/14 00:00:00","12/30/99 17:13:00","CTD",84.0,,,,,,,,,
859,1281,"05/28/14 00:00:00","12/30/99 17:21:00","CTD",64.0,,,,,,,,,
859,1282,"05/28/14 00:00:00","12/30/99 17:32:00","ZOOPLANKTON",50.0,,364794,368631,,,,"oblique tow/tow time not recorded",,"05/28/14 17:15:00"
859,1283,"05/28/14 00:00:00","12/30/99 17:22:00","PHYTOPLANKTON",1.0,,,,,,,"40 L filtered",,"05/28/14 17:15:00"
855,1300,"05/28/14 00:00:00","12/30/99 16:26:00","CTD",104.0,,,,,,,,,
872,1301,"06/18/14 00:00:00","12/30/99 16:50:00","CTD",66.0,,,,,,,,,
872,1302,"06/18/14 00:00:00","12/30/99 17:00:00","ZOOPLANKTON",50.0,,368779,370379,,,,,136,"06/18/14 16:45:00"
872,1303,"06/18/14 00:00:00","12/30/99 16:49:00","PHYTOPLANKTON",1.0,,,,,,,"40 L surface filtered",,"06/18/14 16:45:00"
873,1304,"06/18/14 00:00:00","12/30/99 17:14:00","CTD",79.0,,,,,,,,,
874,1305,"06/18/14 00:00:00","12/30/99 17:23:00","CTD",93.0,,,,,,,,,
875,1306,"06/18/14 00:00:00","12/30/99 17:31:00","CTD",95.0,,,,,,,,,
876,1307,"06/18/14 00:00:00","12/30/99 17:42:00","CTD",96.0,,,,,,,"This station is recorded on data sheet as 9-5A",,
877,1308,"06/18/14 00:00:00","12/30/99 17:49:00","CTD",99.0,,,,,,,"1 boat length from convergence- sw of convergence. This station is recorded on the data sheet as 9-5B",,"06/18/14 17:45:00"
878,1309,"06/18/14 00:00:00","12/30/99 17:59:00","CTD",101.0,,,,,,,"50 m southwest of convergence",,
878,1310,"06/18/14 00:00:00","12/30/99 18:12:00","ZOOPLANKTON",,,370380,373804,,,,,129,"06/18/14 17:45:00"
878,1311,"06/18/14 00:00:00","12/30/99 18:02:00","PHYTOPLANKTON",1.0,,,,,,,"40 L surface filtered",,"06/18/14 17:45:00"
879,1312,"06/18/14 00:00:00","12/30/99 18:23:00","CTD",102.0,,,,,,,,,
880,1313,"06/18/14 00:00:00","12/30/99 18:34:00","CTD",94.0,,,,,,,,,
881,1314,"06/18/14 00:00:00","12/30/99 18:43:00","CTD",81.0,,,,,,,,,
882,1315,"06/18/14 00:00:00","12/30/99 18:52:00","CTD",64.0,,,,,,,,,
882,1316,"06/18/14 00:00:00","12/30/99 19:01:00","ZOOPLANKTON",,,373808,376322,,,,,137,"06/18/14 18:45:00"
882,1317,"06/18/14 00:00:00","12/30/99 18:54:00","PHYTOPLANKTON",1.0,,,,,,,"40 L surface filtered",,"06/18/14 18:45:00"
883,1318,"07/21/14 00:00:00","12/30/99 14:06:00","CTD",60.6,2,,,,,,"problems with wire - had wrap (2nd cast). 1st cast - non data cast in water (13:48). No tow time, no good CTD",,
883,1319,"07/21/14 00:00:00","12/30/99 13:48:00","PHYTOPLANKTON",1.0,157,,,,,,"40 L surface filtered",,"07/21/14 13:45:00"
884,1320,"07/21/14 00:00:00","12/30/99 14:42:00","CTD",59.2,3,,,,,,"off 1447",,
884,1321,"07/21/14 00:00:00","12/30/99 14:52:00","ZOOPLANKTON",50.0,158,37634,380315,,,,,98,"07/21/14 14:30:00"
885,1322,"07/21/14 00:00:00","12/30/99 15:06:00","CTD",79.0,4,,,,,,"off 15:12",,
886,1323,"07/21/14 00:00:00","12/30/99 15:27:00","CTD",92.4,160,,,,,,"off 15:32",85,
