"Date","Sampling location","Alexandrium spp.","Ceratium furca","Ceratium fusus","Ceratium longipes","Dinophysis spp.","Gonyaulax spp.","Heterocapsa spp.","Karenia mikimotoi","Noctiluca scintillans","Prorocentrum spp.","Prorocentrum lima","Prorocentrum micans","Protoperidinium spp.","Scrippsiella spp.","unknown dinoflagellate","Asterionellopsis spp.","Bacillaria spp.","Bacteriastrum spp.","Bacteriosira spp.","Cerataulina spp.","Chaetoceros spp.","Coccolithophore spp.","Coscinodiscus spp.","Corethron spp.","Cylindrotheca closterium","Detonula spp.","Dictyocha spp.","Ditylum spp.","Entomoneis spp.","Eucampia spp.","Fragilariopsis spp.","Grammatophora spp.","Guinardia spp.","Hemiaulus spp.","Lauderia spp.","Leptocylindrus spp.","Licmorpha spp.","Lioloma spp.","Melosira spp.","Navicula spp.","Nitzschia spp.","Odontella spp.","Pleurosigma spp.","Pseudo-nitzschia spp.","Rhizosolenia spp.","Skeletonema spp.","Stephanopyxis spp.","Striatella spp.","Thalassionema spp.","Thalassiosira spp.","unknown centric diatom (chain-forming)","unknown centric diatom (non chain-forming)","unknown pennate diatom"
2019-08-19,"Kachemak Bay 10",0,53.6001462,0,107.2,107.2002924,53.6001462,482.4013158,0.625,0,107.2002924,0,0,0,857.6023392,268.000731,0,214.4005848,214.4005848,0,160.8004386,45024.12281,0,107.2002924,0,1876.005117,107.2002924,0,107.2002924,0,0,0,0,0,0,0,428.8011696,53.6001462,0,0,107.2002924,0,0,53.6001462,142576.3889,1876.005117,18760.05117,0,0,142576.3889,482.4013158,0,0,0
2021-05-23,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0
2021-10-04,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-21,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-14,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-18,"Kachemak Bay 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-12,"Kachemak Bay 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.16666667,0,0,0,0,0,0,99.16666667,0,0,0
2013-06-06,"Kachemak Bay 13",0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,1132136.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272.5,148.75,446.25,0,0,0,148.75,0,0,0
2013-06-06,"Kachemak Bay 13",0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,1132136.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272.5,148.75,446.25,0,0,0,148.75,0,0,0
2014-05-28,"Kachemak Bay 3",0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465587.5,0,0,0,0,0,148.75,0,297.5,0,0,0,0,0,0,3867.5,0,0,0,0,0,0,0,1636.25,1933.75,0,2380,0,0,4611.25,0,0,0
2017-06-28,"Kachemak Bay 3",0,0,258.68,0,0,0,0,0,0,12.8,0,0,0,48.68,0,0,0,0,0,0,570867.52,0,348,0,0,0,0,0,0,0,0,0,0,0,0,4580,0,0,0,0,0,0,0,1250.64,124.68,0,0,0,0,2497.68,0,0,0
2017-08-24,"Kachemak Bay 3",0,0,57.88,25.49,0,0,0,0,0,0,0,0,0,48.68,0,0,0,0,0,0,450860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884.7,0,0,0,0,0,128.85,0,0,0
2017-11-02,"Kachemak Bay 3",0,258.86,0,0,0,0,0,0,0,0,0,0,0,0,458.75,0,0,0,0,0,80.52,0,248.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.75,0,0,0,0,0,0,0,0,0
2018-01-17,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-16,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.75,0,57.85,0,0,0,0,0,0,0,0,0,0,0,240.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.85,0,0,0
2018-03-27,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,480.64,0,0,0,28.6,0,0,0,0,0,0,480.68,0,128.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,0,0,0,0,120.75,0,0,0
2018-05-24,"Kachemak Bay 3",0,0,54.7,0,0,0,0,0,0,0,0,0,0,440.67,0,0,0,0,0,0,1458.78,0,0,0,0,0,0,0,0,0,0,0,0,0,464.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.68,0,0,0
2018-06-22,"Kachemak Bay 3",0,48.75,0,0,0,0,0,0,0,0,0,0,0,128.87,0,0,0,0,0,0,26880.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.46,0,0,0,0,0,0,0,24.46,0,0,0,0,0,156.8,0,0,0
2018-08-23,"Kachemak Bay 3",0,268.97,24.75,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,2485.78,0,445.87,0,0,0,0,46.82,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,280.78,0,0,0,0,0,445.78,0,0,0
2018-09-17,"Kachemak Bay 3",0,0,57.8,0,0,0,0,0,0,0,0,0,0,158.9,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0
2018-10-17,"Kachemak Bay 3",0,60.75,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-06,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-19,"Kachemak Bay 3",0,0,0,0,5.36001462,0,0,0,0,0,0,0,0,0,5.36001462,0,0,0,0,0,246.5606725,0,21.44005848,0,5.36001462,0,0,26.8000731,0,0,0,0,10.72002924,0,0,0,0,0,10.72002924,10.72002924,10.72002924,32.16008772,0,58.96016082,16.08004386,326.9608918,0,0,42.88011696,536.001462,0,0,0
2019-04-24,"Kachemak Bay 3",0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,428.8011696,0,0,0,0,408969.1155,0,0,0,2144.005848,0,0,696.8019006,0,0,0,0,0,0,0,0,107.2002924,0,0,536.001462,107.2002924,268.000731,53.6001462,2840.807749,0,0,53.6001462,0,107.2002924,101304.2763,0,0,0
2019-06-19,"Kachemak Bay 3",0,0,0,0,0.625,0,0,0,0,160.8004386,0,0,0,160.8004386,482.4013158,0,0,0,0,0,273199.9452,0,0,0,2894.407895,0,0,160.8004386,0,0,0,0,160.8004386,0,0,7557.620614,0,0,0,160.8004386,0,0,321.6008772,24120.06579,160.8004386,1286.403509,160.8004386,0,8522.423246,804.002193,0,0,0
2019-07-23,"Kachemak Bay 3",0,0,0,0,0,53.6001462,53.6001462,0,0,1.25,0,0,0,53.6001462,3.75,0,0,0,0,0.625,345184.9415,0,1.25,0,1232.803363,1.25,0,0,0,10,0,0,53.6001462,0,0,268.000731,0,0,0,0,5628.015351,0,0,35483.29678,107.2002924,2251.20614,0,0,0,321.6008772,0,0,0
2019-08-19,"Kachemak Bay 3",0,53.6001462,53.6001462,375.2,53.6001462,53.6001462,0,0,0,53.6001462,0,0,0,589.6016082,0,0,0,107.2002924,0,0,41272.11257,0,321.6008772,0,1876.005117,1125.60307,0,268.000731,0,536.001462,0,0,0,0,0,1554.40424,0,0,0,53.6001462,0,0,0,131320.3582,107.2002924,0,0,0,30176.88231,0,0,0,0
2021-05-23,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,937.50",0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,2625,0,0,0,0,0,0,0,0,0
2021-08-17,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-21,"Kachemak Bay 3",0,437.5,0,0,0,0,0,0,0,0,0,0,437.5,0,0,0,0,0,0,0,1750,0,875,0,0,0,0,437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-14,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.5,0,0,0,0,0,0,0,0,0,0
2021-12-18,"Kachemak Bay 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-28,"Kachemak Bay 9",0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261056.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,1190,0,0,0,297.5,1190,0,0,0
2014-08-14,"Kachemak Bay 9",0,595,148.75,148.75,148.75,0,0,0,0,0,0,0,148.75,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-11,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-18,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-30,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,2499,0,0,2499,0,0,0,0,0,0,0,0,159936,0,0,0,0,0,0,0,0,4998,0,0,0,0,0,2499,0,0,0,4998,4998,0,0,0,7497,0,0,0,0,22491,0,0,0
2012-06-04,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19992,0,0,0,0,0,0,0
2012-06-12,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332.4,0,0,0,0,0,438491.2,0,0,0,0,0,0,0,0,4664.8,0,0,0,0,0,6997.2,0,0,0,4664.8,0,0,0,2332.4,2332.4,23324,0,0,0,39650.8,0,0,0
2012-06-21,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,4165,12495,0,0,0,0,0,0,337365,0,16660,0,0,0,0,0,0,0,0,0,0,0,0,312375,0,0,0,0,4165,12495,0,0,0,0,0,0,0,0,0,0,0
2012-06-28,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,20825,0,0,0,0,0,0,0,0,0,0,0,0,0,370685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41650,0,0,0,0,0,0,0,4165,0,0,0,0,0,24990,0,0,0
2012-07-13,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51765,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0
2012-07-27,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35700,0,0,0,0,0,595,0,595,0,0,0,0,0,0,0,1190,0,0,2380,0,0,4760,0,0,0,0,0,0,0,0,0,1190
2012-08-17,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,7735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-31,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-07,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-14,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10710,0,0,0,0,0,0,0,0,0
2012-09-28,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.26,0,0,0,0,302.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-05,"Kasitsna Bay Lab Dock",0,0,0,595,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,1487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,0,0,0,0,0,1487.5,0,0,0
2012-10-26,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-18,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.16666667,0
2013-03-14,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-05,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785
2013-04-10,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,595,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,6545,0,0,0,595,0,0,2380,0,0,0,10710,0,0,0
2013-04-12,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,148.75,7883.75,0,0,0,3570,0,0,0
2013-04-16,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6991.25,0,446.25,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,446.25
2013-04-18,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8627.5,0,2528.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082.5,0,0,0,5206.25
2013-04-24,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17552.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12643.75,0,0,0
2013-04-26,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7437.5,0,0,0,258081.25,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,2380,15172.5,0,0,0
2013-04-29,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,2975,0,0,0,0,0,7140,0,0,0,0,290360,0,595,0,0,0,0,0,0,0,0,0,0,0,0,4760,0,0,0,595,0,0,0,0,1785,49385,0,0,0,159460,0,0,8925
2013-05-01,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43732.5,0,4016.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,10710,0,0,10710
2013-05-03,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181772.5,0,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,42840,0,0,0
2013-05-06,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,398203.75,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,17850,0,0,0
2013-05-17,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.75,0,0,0,0,0,297.5,0,0,0,0,2380,0,0,0
2013-05-20,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,21717.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.5,0,0,0
2013-05-22,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,43435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,0,0,0,0,0,892.5,0,0,0
2013-05-31,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14726.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,743.75,0,595,297.5,0,0,0,0,0,0
2013-06-03,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344356.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,148.75,297.5,0,0,4611.25,0,297.5,0,0,0,148.75,0,0,0
2013-06-05,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115727.5,0,0,0,0,0,446.25,0,595,0,1338.75,0,892.5,0,0,4462.5,446.25,0,0,2231.25,595,0,446.25,5355,0,3272.5,0,0,0,148.75,0,0,297.5
2013-06-07,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,148.75,0,0,743.75,0,0,595,0,0,1041.25,0,0,0,0,426020,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,0,0,0,0,0,0,9966.25,0,1636.25,1190,0,0,743.75,0,0,446.25
2013-06-10,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99662.5,0,0,0,0,0,0,0,0,0,9817.5,0,0,0,0,2677.5,0,0,892.5,0,0,0,0,2975,0,1785,0,0,0,0,0,0,113645
2013-06-14,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,3272.5,0,0,0,0,0,0,0,0,0,0,417987.5,0,0,0,0,0,0,0,0,2082.5,0,0,0,0,0,5355,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,7140,0
2013-06-17,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,1190,0,0,595,297.5,0,0,0,0,0,0,266560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,297.5,3570,595,0,0,0,0,0,0,0,0
2013-06-21,"Kasitsna Bay Lab Dock",0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84787.5,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,2082.5,0,0,0,892.5,0,0,0,1785,297.5,1190,0,0,0,0,0,0,0
2013-06-24,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,68722.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,595,0,0,2082.5,0,2380,297.5,0,0,0,2082.5,0,0,1487.5,0,297.5,595
2013-06-26,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,193672.5,0,0,0,0,0,0,0,0,0,4760,0,0,0,0,5652.5,0,0,0,595,595,0,0,0,0,0,0,0,0,595,0,0,0
2013-07-01,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69168.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-03,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,94605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677.5,0,0,0,0,0,0,0,1190,148.75,0,0,0,0,0,0,0,0
2013-07-04,"Kasitsna Bay Lab Dock",0,148.75,0,0,0,0,0,0,0,0,0,0,0,743.75,0,0,0,0,0,0,136850,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,17998.75,148.75,0,0,446.25,0,0,0,0,297.5,0,0,0,0,0,0,0,0
2013-07-08,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,297.5,0,0,892.5,0,0,0,0,0,297.5,0,78837.5,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,3867.5,148.75,0,0,2082.5,0,0,0,743.75,446.25,0,0,0,0,297.5,0,0,0
2013-07-10,"Kasitsna Bay Lab Dock",0,0,0,0,297.5,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,31237.5,0,0,0,0,0,297.5,0,0,0,297.5,0,0,0,0,8330,297.5,0,0,3272.5,0,0,0,0,297.5,0,2380,0,0,0,0,0,0
2013-07-15,"Kasitsna Bay Lab Dock",0,148.75,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,369941.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636.25,2380,0,0,0,24246.25,0,51021.25,0,0,0,0,0,0,49533.75
2013-07-17,"Kasitsna Bay Lab Dock",0,0,0,0,148.75,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,313862.5,0,0,0,0,0,0,0,0,0,29006.25,0,2975,0,0,81515,595,0,6991.25,595,446.25,148.75,743.75,3421.25,0,743.75,743.75,0,0,0,0,0,0
2013-07-22,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,32725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11156.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-29,"Kasitsna Bay Lab Dock",0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0
2013-08-02,"Kasitsna Bay Lab Dock",0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,8181.25,0,0,0,0,12346.25,0,0,0,0,0,0,0,0,0
2013-08-09,"Kasitsna Bay Lab Dock",0,148.75,0,297.5,148.75,1636.25,0,0,0,1785,0,0,1041.25,446.25,0,0,0,0,0,0,4165,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,"Kasitsna Bay Lab Dock",0,0,0,0,0,0,0,148.75,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0
2013-08-23,"Kasitsna Bay Lab Dock",0,0,148.75,297.5,0,0,0,0,0,0,0,0,595,0,0,0,0,6991.25,0,0,3867.5,0,446.25,0,148.75,0,1636.25,0,743.75,0,0,0,0,0,0,0,297.5,0,0,1933.75,148.75,0,0,2380,0,0,0,0,297.5,0,0,0,0
