Collected as part of GulfWatch on predefined stations in Kachemak Bay concurrent with zooplankton and CTD
station,Date,time,Latitude_DD,Longitude_DD,Transect,StationN,Alexandrium.spp.,Asterionellopsis.spp.,Bacillaria.spp.,Bacteriastrum.spp.,Bacteriosira.spp.,Centric.diatoms,Cerataulina.spp.,Ceratium.furca,Ceratium.fusus,Ceratium.longipes,Chaetoceros.spp.,Coccolithophore.spp.,Cocconeis.sp.,Corethron.sp.,Corethron.spp.,Coscinodiscus.joneisanus,Coscinodiscus.spp.,Cylindrotheca.closterium,Detonula.spp.,Dictyocha.fibula,Dictyocha.spp.,Dinophysis.spp.,Ditylium.spp.,Ditylum.spp.,Entomoneis.spp.,Eucampia.spp.,Euglena,Fragilariopsis.spp.,Gonyaulax.spp.,Gonyaulax.vetor,Grammatophora.spp.,Guinardia.spp.,Hemiaulus.spp.,Heterocapsa.spp.,Heterocapsa.triquetra,Karenia.mikimotoi,Karenia.sp.,Kofoidinium.sp.,Lauderia.annulata,Lauderia.spp.,Leptocylindrus.medditerium,Leptocylindrus.spp.,Licmophora.spp.,Licomorpha.spp.,Lioloma.spp.,Melosira.spp.,Mesodinium.rubrum,naked.ciliates,Navicula.spp.,Nitzschia.spp.,Noctiluca.scintillans,Odontella.aurita,Odontella.spp.,Planktoniella.sol,Pleurosigma.spp.,Prorocentrum.lima,Prorocentrum.micans,Prorocentrum.spp.,Protoperidinium.spp.,Pseudo.nitzschia.spp.,Rhizosolenia.spp.,Scrippsiella,Scrippsiella.spp.,Skeletonema.spp.,Stephanopyxis.spp.,Striatella.spp.,Thalassionema.spp.,Thalassiosira.spp.,Thalassiosira.subtilis,tintinnids,unknown.centric.diatom..chain.forming.,unknown.centric.diatom..non.chain.forming.,unknown.dinflagellate,unknown.dinoflagellate,unknown.pennate.diatom
Kasitsna_Dock,2013-10-25,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2013-10-25,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2013-11-22,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2013-12-19,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-02-21,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,1487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,3421.25,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-03-31,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,148.75,0,0,0,0,0,0,0,0,1190,0,0,0,4165,0,0,0,0,0,0,0
Kasitsna_Dock,2014-04-09,,59.4687,-151.5528,land,Kasitsna_Dock,0,1041.25,0,0,0,0,0,0,0,0,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,446.25,0,1338.75,10115,0,0,0,0,0,0,0
Kasitsna_Dock,2014-04-11,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718.75,0,0,0,8330,0,0,0,0,0,0,0
Kasitsna_Dock,2014-04-16,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,2082.5,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-04-23,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,2826.25,0,0,0,0,0,0,0,0,0,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,148.75,1041.25,0,0,0,21866.25,0,0,1041.25,22015,0,0,0,0,0,0,0
Kasitsna_Dock,2014-05-09,,59.4687,-151.5528,land,Kasitsna_Dock,0,2528.75,0,0,0,0,0,0,0,0,370387.5,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,892.5,0,0,16213.75,0,0,2380,47451.25,0,0,0,0,0,0,0
Kasitsna_Dock,2014-05-09,,59.4687,-151.5528,land,Kasitsna_Dock,0,2528.75,0,0,0,0,0,0,0,0,370387.5,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,892.5,0,0,16213.75,0,0,2380,47451.25,0,0,0,0,0,0,0
Kasitsna_Dock,2014-05-15,,59.4687,-151.5528,land,Kasitsna_Dock,0,1041.25,0,0,0,0,0,0,0,0,367412.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,2231.25,0,0,0,446.25,0,0,0,42393.75,0,0,0,0,0,0,0
Kasitsna_Dock,2014-05-23,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,69168.75,0,0,0,0,0,0,0,0,0,0,148.75,0,148.75,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,148.75,0,0,0,0,148.75,0,0,0,0,0,148.75,0,0,0,297.5,2677.5,0,0,0,1190,1933.75,0,0,14280,0,0,0,0,0,0,0
Kasitsna_Dock,2014-05-30,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,186681.25,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,148.75,1933.75,297.5,0,0,0,0,0,0,4016.25,0,0,0,0,0,0,0
Kasitsna_Dock,2014-06-06,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,2231.25,0,0,0,339893.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123.75,892.5,0,0,0,892.5,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-06-13,,59.4687,-151.5528,land,Kasitsna_Dock,892.5,0,0,0,0,0,892.5,0,0,0,446250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,0,0,0,0,0,0,297.5,0,0,0,0,0,446.25,0,0,0,0,1190,446.25,0,0,0,446.25,0,0,1785,0,0,0,0,0,0,0
Kasitsna_Dock,2014-06-21,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,251238.75,0,0,0,0,0,0,0,0,0,0,297.5,0,1041.25,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,4313.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933.75,0,446.25,0,0,0,0,0,0,1636.25,0,0,0,0,0,297.5,0
Kasitsna_Dock,2014-06-27,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,3718.75,0,0,0,127925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-07-02,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,154402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570,0,0,0,0,0,0,4462.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-07-29,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,12495,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-08-04,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,34212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.5,2677.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-09-04,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,63367.5,0,0,0,0,0,892.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7586.25,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0
Kasitsna_Dock,2014-09-19,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,446.25,0,0,1785,0,0,0,0,0,0,0,0,0,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.25,1338.75,0,0,0,0,0,0,0
Kasitsna_Dock,2014-10-31,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,1338.75,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0
Kasitsna_Dock,2014-12-29,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-04-30,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,425127.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,26775,0,743.75,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,446.25,297.5,0,0,0,0,595,0,0,743.75,0,0,0,0,0,0,0
Kasitsna_Dock,2015-05-08,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,68722.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0
Kasitsna_Dock,2015-05-15,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,361016.25,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20081.25,0,1785,0,0,0,297.5,0,0,0,0,0,0,0,0,148.75,0,0,0,743.75,1338.75,148.75,0,0,0,3123.75,0,0,2231.25,0,0,0,0,0,0,0
Kasitsna_Dock,2015-05-18,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,31683.75,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.25,446.25,0,148.75,0,0,0,0,446.25,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-05-22,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,20676.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5355,0,2677.5,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0,0,0,0,0,0,0
Kasitsna_Dock,2015-06-05,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,237405,0,0,0,0,0,0,0,1190,0,0,0,0,595,0,1487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,74077.5,0,11156.25,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,743.75,30940,1487.5,0,0,0,0,0,743.75,4462.5,0,0,0,0,0,0,595
Kasitsna_Dock,2015-06-11,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,28262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24395,0,4760,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,0,64111.25,1933.75,0,0,0,0,0,0,1487.5,0,0,0,0,0,0,0
Kasitsna_Dock,2015-06-23,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,578935,0,0,0,0,0,0,0,0,0,0,0,0,2826.25,0,446.25,0,0,0,0,0,0,0,0,0,0,0,0,0,119892.5,0,19932.5,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,892.5,38080,743.75,0,0,0,595,0,0,5206.25,0,0,0,0,0,0,0
Kasitsna_Dock,2015-06-24,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,15470,0,0,0,0,0,0,0,0,0,0,297.5,0,148.75,0,446.25,0,0,0,0,0,1041.25,0,0,0,0,0,0,0,1041.25,0,8478.75,0,0,0,0,0,0,0,0,0,0,0,0,148.75,0,0,0,446.25,90737.5,11007.5,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0
Kasitsna_Dock,2015-06-29,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,37633.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3272.5,0,9222.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.25,24097.5,5801.25,0,0,0,0,0,0,595,0,0,0,0,0,0,0
Kasitsna_Dock,2015-07-08,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,92373.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933.75,743.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-08-04,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,1458.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-08-05,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,24791.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-08-07,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-08-10,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,208.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,1104.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-08-28,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,20.83333333,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.6666667,20.83333333,0,0,0,0,0,145.8333333,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-10-22,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-11-30,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,41.66666667,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2015-12-18,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-03-10,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-04-05,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,8812.5,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-05-05,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-06-16,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,83812.5,0,0,0,0,0,312.5,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,750,0,0,0,0,0,0,0
Kasitsna_Dock,2017-06-22,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,89375,0,0,0,0,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-07-08,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-08-01,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,0,0,437.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-08-11,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-08-21,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,937.5,0,0,0,0,0,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-09-22,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,187.5,0,0,937.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-10-17,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,125,0,0,500,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-11-07,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2017-12-14,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2018-01-15,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2018-02-20,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2018-03-23,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2018-03-30,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6125,0,0,0,0,0,0,0
Kasitsna_Dock,2018-04-13,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasitsna_Dock,2018-05-10,,59.4687,-151.5528,land,Kasitsna_Dock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
