SurveyName,Year,monthNominal,Match_Name,Transect,Station,Date_isotxt,Time,Cast#,Depth,Type,Lat_ddN,Lon_ddW
"S2023-09","2023","9","4_7","4","7","2023-09-15","10:05:00","193","33","CTD","59.5919666666666667","-151.65025"
"S2023-09","2023","9","4_6","4","6","2023-09-15","10:12:00","194","59","CTD","59.57525","-151.6502333333333333"
"S2023-09","2023","9","4_5","4","5","2023-09-15","10:20:00","195","75.6","CTD","59.5586166666666667","-151.65025"
"S2023-09","2023","9","4_4","4","4","2023-09-15","10:30:00","196","85.4","CTD","59.5417833333333333","-151.64995"
"S2023-09","2023","9","4_3","4","3","2023-09-15","10:39:00","197","106","CTD","59.5252","-151.6497833333333333"
"S2023-09","2023","9","4_2","4","2","2023-09-15","10:50:00","198","99.5","CTD","59.5086","-151.6497333333333333"
"S2023-09","2023","9","4_1","4","1","2023-09-15","10:59:00","199","16.8","CTD","59.49205","-151.64985"
"S2023-09","2023","9","9_1","9","1","2023-09-15","11:30:00","200","58.4","CTD","59.5699166666666667","-151.3573"
"S2023-09","2023","9","9_2","9","2","2023-09-15","11:35:00","201","76.2","CTD","59.5716333333333333","-151.3626666666666667"
"S2023-09","2023","9","9_3","9","3","2023-09-15","11:41:00","202","91.6","CTD","59.5744333333333333","-151.3688166666666667"
"S2023-09","2023","9","9_4","9","4","2023-09-15","11:48:00","203","93","CTD","59.5765666666666667","-151.3738333333333333"
"S2023-09","2023","9","9_5","9","5","2023-09-15","11:55:00","204","95.6","CTD","59.5793166666666667","-151.3797"
"S2023-09","2023","9","9_6","9","6","2023-09-15","12:02:00","205","99.8","CTD","59.5825333333333333","-151.3855333333333333"
"S2023-09","2023","9","9_7","9","7","2023-09-15","12:10:00","206","99.5","CTD","59.5858833333333333","-151.3901"
"S2023-09","2023","9","9_8","9","8","2023-09-15","12:17:00","207","92.6","CTD","59.5892","-151.3948"
"S2023-09","2023","9","9_9","9","9","2023-09-15","12:24:00","208","80","CTD","59.42575","-151.3996333333333333"
"S2023-09","2023","9","9_10","9","10","2023-09-15","12:31:00","209","60.4","CTD","59.5960666666666667","-151.4043666666666667"
"S2023-10","2023","10","AlongBay_1","AlongBay","1","2023-10-25","11:11:00","210","74","CTD","59.5010666666666667","-151.8836833333333333"
"S2023-10","2023","10","AlongBay_2","AlongBay","2","2023-10-25","11:33:00","211","123","CTD","59.5187","-151.72325"
"S2023-10","2023","10","AlongBay_3","AlongBay","3","2023-10-25","11:51:00","212","111","CTD","59","151"
"S2023-10","2023","10","AlongBay_4","AlongBay","4","2023-10-25","12:16:00","213","158","CTD","59.5523666666666667","-151.5295166666666667"
"S2023-10","2023","10","AlongBay_5","AlongBay","5","2023-10-25","12:35:00","214","175","CTD","59.56285","-151.4603666666666667"
"S2023-10","2023","10","AlongBay_6","AlongBay","6","2023-10-25","12:53:00","215","103","CTD","59.5824666666666667","-151.3837166666666667"
"S2023-10","2023","10","AlongBay_7","AlongBay","7","2023-10-25","13:13:00","216","148","CTD","59.5919166666666667","-151.3493"
"S2023-10","2023","10","AlongBay_8","AlongBay","8","2023-10-25","13:29:00","217","83","CTD","59.6129166666666667","-151.2941833333333333"
"S2023-10","2023","10","AlongBay_9","AlongBay","9","2023-10-25","13:40:00","218","70","CTD","59.6315833333333333","-151.2490166666666667"
"S2023-10","2023","10","AlongBay_10","AlongBay","10","2023-10-25","13:51:00","219","64","CTD","59.6571833333333333","-151.2077"
"S2023-10","2023","10","AlongBay_11","AlongBay","11","2023-10-25","14:11:00","220","57","CTD","59.6860333333333333","-151.1649166666666667"
"S2023-10","2023","10","AlongBay_12","AlongBay","12","2023-10-25","14:29:00","221","80","CTD","59.7101666666666667","-151.1174"
"S2023-10","2023","10","AlongBay_13","AlongBay","13","2023-10-25","14:45:00","223","32","CTD","59.74015","-151.0569166666666667"
"S2023-10","2023","10","9_1","9","1","2023-10-25","15:23:00","224","51","CTD","59.5689166666666667","-151.3575166666666667"
"S2023-10","2023","10","9_2","9","2","2023-10-25","15:31:00","225","75","CTD","59.5718666666666667","-151.3620666666666667"
"S2023-10","2023","10","9_3","9","3","2023-10-25","15:37:00","226","93","CTD","59.5746","-151.3696166666666667"
"S2023-10","2023","10","9_4","9","4","2023-10-25","15:47:00","227","94","CTD","59.5763666666666667","-151.3739333333333333"
"S2023-10","2023","10","9_5","9","5","2023-10-25","15:52:00","228","97","CTD","59.5797","-151.3799"
"S2023-10","2023","10","9_6","9","6","2023-10-25","16:01:00","229","100","CTD","59","151"
"S2023-10","2023","10","9_7","9","7","2023-10-25","16:08:00","230","99","CTD","59.5862333333333333","-151.3904666666666667"
"S2023-10","2023","10","9_8","9","8","2023-10-25","16:16:00","231","93","CTD","59.5893166666666667","-151.3941666666666667"
"S2023-10","2023","10","9_9","9","9","2023-10-25","16:22:00","232","80","CTD","59.59285","-151.3994166666666667"
"S2023-10","2023","10","9_10","9","10","2023-10-25","16:30:00","233","60","CTD","59.5963166666666667","-151.4033333333333333"
"S2023-11","2023","11","AlongBay_2","AlongBay","2","2023-11-24","11:06:00","234","122","CTD","59.5186666666666667","-151.7252166666666667"
"S2023-11","2023","11","AlongBay_3","AlongBay","3","2023-11-24","11:32:00","235","112","CTD","59.5261166666666667","-151.6474"
"S2023-11","2023","11","AlongBay_4","AlongBay","4","2023-11-24","11:57:00","236","157","CTD","59.5517333333333333","-151.5311666666666667"
"S2023-11","2023","11","AlongBay_5","AlongBay","5","2023-11-24","12:13:00","237","176","CTD","59.5628166666666667","-151.4635"
"S2023-11","2023","11","AlongBay_6","AlongBay","6","2023-11-24","12:31:00","238","104","CTD","59.5821666666666667","-151.3851333333333333"
"S2023-11","2023","11","AlongBay_7","AlongBay","7","2023-11-24","12:48:00","239","150","CTD","59.5916666666666667","-151.3504"
"S2023-11","2023","11","AlongBay_8","AlongBay","8","2023-11-24","13:02:00","240","84","CTD","59.61245","-151.2949833333333333"
"S2023-11","2023","11","AlongBay_9","AlongBay","9","2023-11-24","13:14:00","241","71","CTD","59.6315666666666667","-151.2502166666666667"
"S2023-11","2023","11","AlongBay_10","AlongBay","10","2023-11-24","13:24:00","242","65","CTD","59.6571333333333333","-151.2085333333333333"
"S2023-11","2023","11","AlongBay_11","AlongBay","11","2023-11-24","13:38:00","243","58","CTD","59.6862666666666667","-151.1662"
"S2023-11","2023","11","9_1","9","1","2023-11-24","14:05:00","244","50","CTD","59.5698666666666667","-151.3555166666666667"
"S2023-11","2023","11","9_2","9","2","2023-11-24","14:10:00","245","73","CTD","59.5710333333333333","-151.3616666666666667"
"S2023-11","2023","11","9_3","9","3","2023-11-24","14:17:00","246","95","CTD","59.5749833333333333","-151.3692166666666667"
"S2023-11","2023","11","9_4","9","4","2023-11-24","14:24:00","247","95","CTD","59.57325","-151.3737"
"S2023-11","2023","11","9_5","9","5","2023-11-24","14:31:00","248","120","CTD","59.5793166666666667","-151.37945"
"S2023-11","2023","11","9_6","9","6","2023-11-24","14:38:00","249","105","CTD","59.5823333333333333","-151.3855"
"S2023-11","2023","11","9_7","9","7","2023-11-24","14:44:00","250","102","CTD","59.58595","-151.39"
"S2023-11","2023","11","9_8","9","8","2023-11-24","14:52:00","251","94","CTD","59.5891833333333333","-151.3949833333333333"
"S2023-11","2023","11","9_9","9","9","2023-11-24","15:00:00","252","83","CTD","59.5922","-151.3994333333333333"
"S2023-11","2023","11","9_10","9","10","2023-11-24","15:06:00","253","62","CTD","59.5958666666666667","-151.4041666666666667"
"S2023-12","2023","12","AlongBay_13","AlongBay","13","2023-12-15","10:53:05","1","27","CTD","59.741638","-151.056722"
"S2023-12","2023","12","AlongBay_12","AlongBay","12","2023-12-15","11:06:24","2","77","CTD","59.711405","-151.116401"
"S2023-12","2023","12","AlongBay_11","AlongBay","11","2023-12-15","11:15:51","3","55","CTD","59.687235","-151.162389"
"S2023-12","2023","12","AlongBay_10","AlongBay","10","2023-12-15","11:30:39","4","62","CTD","59.657289","-151.208648"
"S2023-12","2023","12","AlongBay_10","AlongBay","10","2023-12-15","11:36:09","","0","Chlorophyll","59.657289","-151.208648"
"S2023-12","2023","12","AlongBay_10","AlongBay","10","2023-12-15","11:35:00","","20","Chlorophyll","59.657289","-151.208648"
"S2023-12","2023","12","AlongBay_9","AlongBay","9","2023-12-15","11:40:47","5","67","CTD","59.632377","-151.249469"
"S2023-12","2023","12","AlongBay_8","AlongBay","8","2023-12-15","11:51:53","6","84","CTD","59.612195","-151.293981"
"S2023-12","2023","12","AlongBay_7","AlongBay","7","2023-12-15","12:06:38","7","146","CTD","59.592406","-151.349413"
"S2023-12","2023","12","AlongBay_6","AlongBay","6","2023-12-15","12:36:26","8","102","CTD","59.582463","-151.386428"
"S2023-12","2023","12","AlongBay_6","AlongBay","6","2023-12-15","12:37:08","","20","Chlorophyll","59.582463","-151.386428"
"S2023-12","2023","12","AlongBay_5","AlongBay","5","2023-12-15","12:47:52","9","175","CTD","59.561474","-151.459184"
"S2023-12","2023","12","AlongBay_4","AlongBay","4","2023-12-15","13:06:12","10","156","CTD","59.551992","-151.533262"
"S2023-12","2023","12","AlongBay_3","AlongBay","3","2023-12-15","13:24:02","11","111","CTD","59.524898","-151.651097"
"S2023-12","2023","12","AlongBay_3","AlongBay","3","2023-12-15","13:25:40","","0","Chlorophyll","59.524898","-151.651097"
"S2023-12","2023","12","AlongBay_3","AlongBay","3","2023-12-15","13:32:05","","20","Chlorophyll","59.524898","-151.651097"
"S2023-12","2023","12","AlongBay_2","AlongBay","2","2023-12-15","13:41:13","12","126","CTD","59.517088","-151.727538"
"S2023-12","2023","12","AlongBay_1","AlongBay","1","2023-12-15","14:07:49","13","74","CTD","59.499035","-151.884756"
"S2023-12","2023","12","9_1","9","1","2023-12-15","14:56:44","14","48","CTD","59.569929","-151.356175"
"S2023-12","2023","12","9_2","9","2","2023-12-15","15:02:26","15","80","CTD","59.572173","-151.362508"
"S2023-12","2023","12","9_3","9","3","2023-12-15","15:09:57","16","98","CTD","59.575145","-151.369003"
"S2023-12","2023","12","9_4","9","4","2023-12-15","15:15:12","17","99","CTD","59.577001","-151.373493"
"S2023-12","2023","12","9_8","9","8","2023-12-15","15:21:58","18","101","CTD","59.579517","-151.379616"
"S2023-12","2023","12","9_6","9","6","2023-12-15","15:30:14","19","105","CTD","59.582888","-151.384917"
"S2023-12","2023","12","9_7","9","7","2023-12-15","15:37:36","20","103","CTD","59.586916","-151.389761"
"S2023-12","2023","12","9_8","9","8","2023-12-15","15:43:03","21","98","CTD","59.589116","-151.394155"
"S2023-12","2023","12","9_9","9","9","2023-12-15","15:51:26","22","85","CTD","59.592607","-151.398978"
"S2023-12","2023","12","9_10","9","10","2023-12-15","15:59:38","23","65","CTD","59.596347","-151.403695"
"S2023-12","2023","12","AlongBay_6","AlongBay","6","2023-12-15","12:36:00","","0","Chlorophyll","59.582463","-151.386428"
"S2024-01","2024","1","AlongBay_1","AlongBay","1","2024-01-19","10:48:32","24","74","CTD","59.498751","-151.891356"
"S2024-01","2024","1","AlongBay_2","AlongBay","2","2024-01-19","11:08:55","25","125","CTD","59.516394","-151.729775"
"S2024-01","2024","1","AlongBay_3","AlongBay","3","2024-01-19","11:26:32","26","110","CTD","59.524722","-151.650936"
"S2024-01","2024","1","AlongBay_4","AlongBay","4","2024-01-19","11:45:30","27","156","CTD","59.551749","-151.528444"
"S2024-01","2024","1","AlongBay_5","AlongBay","5","2024-01-19","12:01:39","28","174","CTD","59.561986","-151.459249"
"S2024-01","2024","1","AlongBay_6","AlongBay","6","2024-01-19","12:23:00","29","101","CTD","59.5821833333333333","-151.38505"
"S2024-01","2024","1","AlongBay_7","AlongBay","7","2024-01-19","12:35:03","30","146","CTD","59.592107","-151.349824"
"S2024-01","2024","1","AlongBay_8","AlongBay","8","2024-01-19","12:51:57","31","81","CTD","59.612473","-151.295405"
"S2024-01","2024","1","AlongBay_9","AlongBay","9","2024-01-19","13:07:00","32","67","CTD","59.631664","-151.250558"
"S2024-01","2024","1","AlongBay_10","AlongBay","10","2024-01-19","13:17:30","33","63","CTD","59.657909","-151.209601"
"S2024-01","2024","1","AlongBay_11","AlongBay","11","2024-01-19","13:33:00","34","54","CTD","59.686476","-151.165382"
"S2024-01","2024","1","AlongBay_12","AlongBay","12","2024-01-19","13:44:00","35","77","CTD","59.711331","-151.116515"
"S2024-01","2024","1","AlongBay_13","AlongBay","13","2024-01-19","13:58:00","36","26","CTD","59.741710","-151.057395"
"S2024-01","2024","1","9_1","9","1","2024-01-19","14:34:28","37","58","CTD","59.570313","-151.356844"
"S2024-01","2024","1","9_2","9","2","2024-01-19","14:40:50","38","73","CTD","59.571630","-151.362475"
"S2024-01","2024","1","9_3","9","3","2024-01-19","14:46:27","39","92","CTD","59.574474","-151.368639"
"S2024-01","2024","1","9_4","9","4","2024-01-19","14:54:05","40","93","CTD","59.576151","-151.373433"
"S2024-01","2024","1","9_5","9","5","2024-01-19","15:02:17","41","95","CTD","59.579158","-151.379114"
"S2024-01","2024","1","9_6","9","6","2024-01-19","15:09:43","42","100","CTD","59.582222","-151.385231"
"S2024-01","2024","1","9_7","9","7","2024-01-19","15:16:51","43","99","CTD","59.585748","-151.390311"
"S2024-01","2024","1","9_8","9","8","2024-01-19","15:24:36","44","93","CTD","59.588758","-151.394369"
"S2024-01","2024","1","9_9","9","9","2024-01-19","15:33:01","45","79","CTD","59.592117","-151.400132"
"S2024-01","2024","1","9_10","9","10","2024-01-19","15:39:40","46","60","CTD","59.595669","-151.403856"
"S2024-03","2024","3","4_10","4","10","2024-03-06","09:41:52","47","20","CTD","59.633422","-151.651700"
"S2024-03","2024","3","4_9","4","9","2024-03-06","09:47:29","48","28","CTD","59.625356","-151.650299"
"S2024-03","2024","3","4_8","4","8","2024-03-06","09:54:11","49","31","CTD","59.608461","-151.650084"
"S2024-03","2024","3","4_7","4","7","2024-03-06","10:02:04","50","38","CTD","59.591736","-151.650123"
"S2024-03","2024","3","4_6","4","6","2024-03-06","10:08:44","51","66","CTD","59.574815","-151.650082"
"S2024-03","2024","3","4_5","4","5","2024-03-06","10:16:50","52","82","CTD","59.557825","-151.649462"
"S2024-03","2024","3","4_4","4","4","2024-03-06","10:26:20","53","112","CTD","",""
"S2024-03","2024","3","4_3","4","3","2024-03-06","10:35:16","54","112","CTD","",""
"S2024-03","2024","3","4_2","4","2","2024-03-06","10:46:05","55","104","CTD","59.508214","-151.649776"
"S2024-03","2024","3","4_1","4","1","2024-03-06","11:00:00","56","20","CTD","",""
"S2024-03","2024","3","9_1","9","1","2024-03-06","11:28:24","57","61","CTD","59.569436","-151.356588"
"S2024-03","2024","3","9_2","9","2","2024-03-06","11:35:16","58","80","CTD","59.572097","-151.362948"
"S2024-03","2024","3","9_3","9","3","2024-03-06","11:41:56","59","96","CTD","59.574788","-151.369793"
"S2024-03","2024","3","9_4","9","4","2024-03-06","11:48:37","60","98","CTD","59.577118","-151.373549"
"S2024-03","2024","3","9_5","9","5","2024-03-06","11:55:02","61","99","CTD","59.579228","-151.379221"
"S2024-03","2024","3","9_6","9","6","2024-03-06","12:03:03","62","104","CTD","59.582896","-151.385153"
"S2024-03","2024","3","9_7","9","7","2024-03-06","12:10:28","63","103","CTD","59.586236","-151.390019"
"S2024-03","2024","3","9_8","9","8","2024-03-06","12:17:41","64","96","CTD","59.589369","-151.393500"
"S2024-03","2024","3","9_10","9","10","2024-03-06","12:32:36","66","","CTD","59.596353","-151.404309"
"S2024-03","2024","3","AlongBay_PGRM","AlongBay","PGRM","2024-03-07","11:55:00","69","","CTD","59.392417","-152.041030"
"S2024-03","2024","3","AlongBay_POGI","AlongBay","POGI","2024-03-07","12:27:32","70","","CTD","59.450036","-151.998986"
"S2024-03","2024","3","AlongBay_POGI","AlongBay","POGI","2024-03-07","","","20","Chlorophyll","59.450036","-151.998986"
"S2024-03","2024","3","AlongBay_POGI","AlongBay","POGI","2024-03-07","","","0","Phytoplankton","59.450036","-151.998986"
"S2024-03","2024","3","AlongBay_1","AlongBay","1","2024-03-07","13:04:02","71","75","CTD","59.499602","-151.888476"
"S2024-03","2024","3","AlongBay_2","AlongBay","2","2024-03-07","13:21:46","72","126","CTD","59.517989","-151.728030"
"S2024-03","2024","3","AlongBay_4","AlongBay","4","2024-03-07","13:57:51","74","158","CTD","59.551825","-151.530340"
"S2024-03","2024","3","AlongBay_3","AlongBay","3","2024-03-07","13:36:00","73","","CTD","",""
"S2024-03","2024","3","AlongBay_3","AlongBay","3","2024-03-07","","","20","Chlorophyll","",""
"S2024-03","2024","3","AlongBay_3","AlongBay","3","2024-03-07","","","","Phytoplankton","",""
"S2024-03","2024","3","AlongBay_5","AlongBay","5","2024-03-07","14:11:49","75","177","CTD","59.562728","-151.461505"
"S2024-03","2024","3","AlongBay_6","AlongBay","6","2024-03-07","14:29:24","76","103","CTD","59.582510","-151.385069"
"S2024-03","2024","3","AlongBay_6","AlongBay","6","2024-03-07","14:29:39","","0","Phytoplankton","59.582510","-151.385069"
"S2024-03","2024","3","AlongBay_6","AlongBay","6","2024-03-07","14:34:00","","20","Chlorophyll","59.582510","-151.385069"
"S2024-03","2024","3","AlongBay_7","AlongBay","7","2024-03-07","14:40:04","77","149","CTD","59.591933","-151.350814"
"S2024-03","2024","3","AlongBay_8","AlongBay","8","2024-03-07","14:59:20","79","82","CTD","",""
"S2024-03","2024","3","AlongBay_9","AlongBay","9","2024-03-07","15:10:59","80","68","CTD","59.631249","-151.250606"
"S2024-03","2024","3","AlongBay_10","AlongBay","10","2024-03-07","15:19:01","81","","CTD","59.656870","-151.209348"
"S2024-03","2024","3","AlongBay_11","AlongBay","11","2024-03-07","15:35:15","82","55","CTD","59.686879","-151.164823"
"S2024-03","2024","3","AlongBay_12","AlongBay","12","2024-03-07","15:42:03","83","","CTD","59.711611","-151.116911"
"S2024-03","2024","3","AlongBay_13","AlongBay","13","2024-03-07","15:53:20","84","26","CTD","59.742107","-151.056999"
"S2024-03","2024","3","9_9","9","9","2024-03-06","12:25:00","65","83","CTD","","-"
"S2024-04","2024","4","6_2","6","2","2024-04-03","11:08:29","1","52","CTD","59.205229","-151.953015"
"S2024-04","2024","4","6_2","6","2","2024-04-03","11:13:56","","20","Water grab Niskin","59.205229","-151.953015"
"S2024-04","2024","4","6_2","6","2","2024-04-03","11:10:00","","1","Phytoplankton","59.205229","-151.953015"
"S2024-04","2024","4","7_22","7","22","2024-04-03","11:36:59","2","83","CTD","59.308923","-152.062706"
"S2024-04","2024","4","AlongBay_PGRM","AlongBay","PGRM","2024-04-03","11:57:47","3","68","CTD","59.391499","-152.042064"
"S2024-04","2024","4","AlongBay_POGI","AlongBay","POGI","2024-04-03","12:11:48","4","96","CTD","59.449209","-151.998454"
"S2024-04","2024","4","AlongBay_1","AlongBay","1","2024-04-03","12:28:51","5","74","CTD","59.498778","-151.890933"
"S2024-04","2024","4","AlongBay_2","AlongBay","2","2024-04-03","12:47:25","6","122","CTD","59.518001","-151.729485"
"S2024-04","2024","4","AlongBay_3","AlongBay","3","2024-04-03","13:02:33","7","109","CTD","59.525435","-151.647907"
"S2024-04","2024","4","AlongBay_3","AlongBay","3","2024-04-03","13:06:53","","1","Phytoplankton","59.525435","-151.647907"
"S2024-04","2024","4","AlongBay_3","AlongBay","3","2024-04-03","13:08:00","","20","Water grab Niskin","59.525435","-151.647907"
"S2024-04","2024","4","AlongBay_4","AlongBay","4","2024-04-03","13:23:11","8","160","CTD","59.553285","-151.526218"
"S2024-04","2024","4","AlongBay_5","AlongBay","5","2024-04-03","13:38:39","9","174","CTD","59.562228","-151.461338"
"S2024-04","2024","4","AlongBay_6","AlongBay","6","2024-04-03","13:55:06","10","101","CTD","59.582200","-151.384887"
"S2024-04","2024","4","AlongBay_6","AlongBay","6","2024-04-03","13:57:00","","1","Phytoplankton","59.582200","-151.384887"
"S2024-04","2024","4","AlongBay_6","AlongBay","6","2024-04-03","14:00:44","","20","Water grab Niskin","59.582200","-151.384887"
"S2024-04","2024","4","AlongBay_7","AlongBay","7","2024-04-03","14:07:36","11","146","CTD","59.591514","-151.348625"
"S2024-04","2024","4","AlongBay_8","AlongBay","8","2024-04-03","14:20:56","12","80","CTD","59.612667","-151.295640"
"S2024-04","2024","4","AlongBay_9","AlongBay","9","2024-04-03","14:30:47","13","66","CTD","59.632183","-151.249584"
"S2024-04","2024","4","AlongBay_10","AlongBay","10","2024-04-03","14:40:44","14","63","CTD","59.658316","-151.208775"
"S2024-04","2024","4","AlongBay_10","AlongBay","10","2024-04-03","14:41:11","","1","Phytoplankton","59.658316","-151.208775"
"S2024-04","2024","4","AlongBay_10","AlongBay","10","2024-04-03","14:43:43","","20","Water grab Niskin","59.658316","-151.208775"
"S2024-04","2024","4","AlongBay_11","AlongBay","11","2024-04-03","14:54:22","15","54","CTD","59.686574","-151.164493"
"S2024-04","2024","4","AlongBay_12","AlongBay","12","2024-04-03","15:03:51","16","77","CTD","59.712006","-151.116722"
"S2024-04","2024","4","AlongBay_13","AlongBay","13","2024-04-03","15:15:00","17","26","CTD","59.741522","-151.057063"
"S2024-04","2024","4","4_10","4","10","2024-04-04","09:50:51","18","19","CTD","59.633395","-151.650403"
"S2024-04","2024","4","4_9","4","9","2024-04-04","09:55:19","19","27","CTD","59.625869","-151.649543"
"S2024-04","2024","4","4_8","4","8","2024-04-04","10:01:52","20","30","CTD","59.608191","-151.649698"
"S2024-04","2024","4","4_7","4","7","2024-04-04","10:08:34","21","37","CTD","59.591421","-151.650068"
"S2024-04","2024","4","4_6","4","6","2024-04-04","10:14:23","22","63","CTD","59.575403","-151.649935"
"S2024-04","2024","4","4_5","4","5","2024-04-04","10:22:34","23","80","CTD","59.558527","-151.649738"
"S2024-04","2024","4","4_4","4","4","2024-04-04","10:30:51","24","90","CTD","59.542235","-151.649401"
"S2024-04","2024","4","4_3","4","3","2024-04-04","10:39:21","25","111","CTD","59.525010","-151.650647"
"S2024-04","2024","4","4_2","4","2","2024-04-04","10:48:10","26","105","CTD","59.509332","-151.649740"
"S2024-04","2024","4","4_1","4","1","2024-04-04","10:58:01","27","20","CTD","59.491807","-151.650073"
"S2024-04","2024","4","9_1","9","1","2024-04-04","11:25:59","28","50","CTD","59.570216","-151.355681"
"S2024-04","2024","4","9_2","9","2","2024-04-04","11:32:25","29","84","CTD","59.572777","-151.363721"
"S2024-04","2024","4","9_3","9","3","2024-04-04","11:40:08","30","96","CTD","59.574765","-151.369392"
"S2024-04","2024","4","9_4","9","4","2024-04-04","11:46:12","31","97","CTD","59.576614","-151.373341"
"S2024-04","2024","4","9_5","9","5","2024-04-04","11:56:06","32","100","CTD","59.579856","-151.379807"
"S2024-04","2024","4","9_6","9","6","2024-04-04","12:03:34","33","103","CTD","59.583109","-151.385786"
"S2024-04","2024","4","9_7","9","7","2024-04-04","12:28:00","34","103","CTD","59.585546","-151.389165"
"S2024-04","2024","4","9_6","9","6","2024-04-04","12:15:00","","103","Zooplankton","59.583109","-151.385786"
"S2024-04","2024","4","9_8","9","8","2024-04-04","12:32:35","35","95","CTD","59.589235","-151.395232"
"S2024-04","2024","4","9_9","9","9","2024-04-04","12:41:05","36","85","CTD","59.592088","-151.398930"
"S2024-04","2024","4","9_10","9","10","2024-04-04","12:45:41","37","63","CTD","59.595987","-151.404039"
"S2024-05","2024","5","AlongBay_2","AlongBay","2","2024-05-14","09:50:25","1","123","CTD","59.518210","-151.727627"
"S2024-05","2024","5","AlongBay_2","AlongBay","2","2024-05-14","10:03:46","38","125","CTD","59.518210","-151.727627"
"S2024-05","2024","5","AlongBay_3","AlongBay","3","2024-05-14","10:19:44","39","109","CTD","59.524619","-151.651300"
"S2024-05","2024","5","AlongBay_3","AlongBay","3","2024-05-14","10:30:00","","20","Chlorophyll","59.524619","-151.651300"
"S2024-05","2024","5","AlongBay_3","AlongBay","3","2024-05-14","10:15:00","","0","Phytoplankton","59.524619","-151.651300"
"S2024-05","2024","5","AlongBay_4","AlongBay","4","2024-05-14","10:47:40","40","155","CTD","59.551834","-151.530271"
"S2024-05","2024","5","AlongBay_5","AlongBay","5","2024-05-14","11:02:47","41","172","CTD","59.563037","-151.460327"
"S2024-05","2024","5","AlongBay_5","AlongBay","5","2024-05-14","11:15:00","","100","Zooplankton","59.563037","-151.460327"
"S2024-05","2024","5","AlongBay_5","AlongBay","5","2024-05-14","11:21:00","2","155","CTD","59.563037","-151.460327"
"S2024-05","2024","5","AlongBay_6","AlongBay","6","2024-05-14","11:41:06","42","100","CTD","59.582120","-151.385399"
"S2024-05","2024","5","AlongBay_7","AlongBay","7","2024-05-14","11:56:18","43","145","CTD","59.592012","-151.349973"
"S2024-05","2024","5","AlongBay_8","AlongBay","8","2024-05-14","12:12:01","44","79","CTD","59.613422","-151.294305"
"S2024-05","2024","5","AlongBay_9","AlongBay","9","2024-05-14","12:22:22","45","66","CTD","59.632182","-151.249565"
"S2024-05","2024","5","AlongBay_10","AlongBay","10","2024-05-14","12:31:59","46","62","CTD","59.661011","-151.202278"
"S2024-05","2024","5","AlongBay_10","AlongBay","10","2024-05-14","12:42:22","","0","Phytoplankton","59.661011","-151.202278"
"S2024-05","2024","5","AlongBay_10","AlongBay","10","2024-05-14","12:42:43","","20","Chlorophyll","59.661011","-151.202278"
"S2024-05","2024","5","AlongBay_11","AlongBay","11","2024-05-14","12:48:44","47","53","CTD","59.687221","-151.164612"
"S2024-05","2024","5","AlongBay_12","AlongBay","12","2024-05-14","12:58:50","48","76","CTD","59.711871","-151.116235"
"S2024-05","2024","5","AlongBay_13","AlongBay","13","2024-05-14","13:10:51","49","24","CTD","59.742010","-151.057215"
"S2024-05","2024","5","9_1","9","1","2024-05-14","14:15:58","50","52","CTD","59.570256","-151.357139"
"S2024-05","2024","5","9_2","9","2","2024-05-14","14:24:02","51","75","CTD","59.572178","-151.363197"
"S2024-05","2024","5","9_3","9","3","2024-05-14","14:33:48","52","89","CTD","59.573948","-151.368899"
"S2024-05","2024","5","9_4","9","4","2024-05-14","14:40:13","53","92","CTD","59.576366","-151.374129"
"S2024-05","2024","5","9_5","9","5","2024-05-14","14:48:04","54","95","CTD","59.578982","-151.380302"
"S2024-05","2024","5","9_6","9","6","2024-05-14","14:55:38","55","100","CTD","59.582064","-151.385702"
"S2024-05","2024","5","9_7","9","7","2024-05-14","15:03:21","56","99","CTD","59.585704","-151.390234"
"S2024-05","2024","5","9_8","9","8","2024-05-14","15:10:37","57","92","CTD","59.589157","-151.394532"
"S2024-05","2024","5","9_9","9","9","2024-05-14","15:17:30","58","79","CTD","59.592760","-151.399465"
"S2024-05","2024","5","9_10","9","10","2024-05-14","15:23:22","59","58","CTD","59.596433","-151.404070"
"S2024-05","2024","5","AlongBay_13","AlongBay","13","2024-05-14","13:14:00","3","24","CTD","59.742010","-151.057215"
"S2024-06","2024","6","AlongBay_1","AlongBay","1","2024-06-13","10:42:59","1","71","CTD","59.502194","-151.882922"
"S2024-06","2024","6","AlongBay_2","AlongBay","2","2024-06-13","11:03:31","2","115","CTD","59.518969","-151.729655"
"S2024-06","2024","6","AlongBay_3","AlongBay","3","2024-06-13","11:19:38","3","115","CTD","59.524433","-151.649593"
"S2024-06","2024","6","AlongBay_3","AlongBay","3","2024-06-13","11:20:00","","0","Phytoplankton","59.524433","-151.649593"
"S2024-06","2024","6","AlongBay_3","AlongBay","3","2024-06-13","11:30:00","","20","Chlorophyll","59.524433","-151.649593"
"S2024-06","2024","6","AlongBay_4","AlongBay","4","2024-06-13","11:45:00","4","150","CTD","",""
"S2024-06","2024","6","AlongBay_5","AlongBay","5","2024-06-13","12:04:38","5","173","CTD","59.562586","-151.461958"
"S2024-06","2024","6","AlongBay_6","AlongBay","6","2024-06-13","12:18:58","6","100","CTD","59.582966","-151.382211"
