Date,Transect,Station,Tide,Time,Mesh,Sample ID,Species,RTotal,RC1,RC2,RC3,RC4,RFC4,RMC4,RC5,RFC5,RMC5,RFA,RMA,RUnknown,Flow,Water Sampled (m3),Split,Total,C1,C2,C3,C4,FC4,MC4,C5,FC5,MC5,FA,MA,Unknown,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Eutonina indicans,6,,,,,,,,,,,,,40,11.32,1,0.530035336,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Centropages abdominalis,3,,,,,,,,1,,1,1,,40,11.32,2,0.530035336,0,0,0,0,0,0,0,0.176678445,0,0.176678445,0.176678445,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,FURCILIA (Euphausids),3,,,,,,,,,,,,,40,11.32,2,0.530035336,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Crab zoea,2,,,,,,,,,,,,,40,11.32,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Sarsia tubulosa,2,,,,,,,,,,,,,40,11.32,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Siphonophora,2,,,,,,,,,,,,,40,11.32,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Shrimp zoea,3,,,,,,,,,,,,,40,11.32,1,0.265017668,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Aglantha digitale,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Barnacle nauplii,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Fritillaria borealis,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Gonionemus,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Melicertum,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Nauplii,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Peachia quinquecapitata,1,,,,,,,,,,,,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Scolecithricella minor,1,,,,,,,,,,,1,,40,11.32,2,0.176678445,0,0,0,0,0,0,0,0,0,0,0.176678445,0,,
25-Sep-13,9,10,flooding,13:34,,9_10_09252013,Catablema,1,,,,,,,,,,,,,40,11.32,1,0.088339223,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Calanus pacificus,98,1,12,27,,31,4,,17,5,1,,,20,5.66,2,34.62897527,0.35335689,4.240282686,9.540636042,0,10.9540636,1.413427562,0,6.007067138,1.766784452,0.35335689,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Oikopleura dioica,89,,,,,,,,,,,,,20,5.66,2,31.44876325,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Siphonophora,87,,,,,,,,,,,,,20,5.66,2,30.74204947,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Acartia longiremis,83,,,2,,2,2,,17,5,38,17,,20,5.66,2,29.32862191,0,0,0.706713781,0,0.706713781,0.706713781,0,6.007067138,1.766784452,13.42756184,6.007067138,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Pseudocalanus,72,,,,,1,,,18,7,45,1,,20,5.66,2,25.44169611,0,0,0,0,0.35335689,0,0,6.360424028,2.473498233,15.90106007,0.35335689,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Aglantha digitale,69,,,,,,,,,,,,,20,5.66,2,24.38162544,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Limacina helicina,27,,,,,,,,,,,,,20,5.66,2,9.540636042,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Calanus marshallae,24,2,3,10,,4,,,2,2,1,,,20,5.66,2,8.480565371,0.706713781,1.060070671,3.533568905,0,1.413427562,0,0,0.706713781,0.706713781,0.35335689,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Parasagitta elegans,24,,,,,,,,,,,,,20,5.66,2,8.480565371,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Pleurobrachia,15,,,,,,,,,,,,,20,5.66,2,5.300353357,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Clausocalanus,11,,,,,,,,4,2,3,2,,20,5.66,2,3.886925795,0,0,0,0,0,0,0,1.413427562,0.706713781,1.060070671,0.706713781,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Paracalanus parvus,10,,,,,,,,3,,6,1,,20,5.66,2,3.533568905,0,0,0,0,0,0,0,1.060070671,0,2.120141343,0.35335689,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Eutonina indicans,8,,,,,,,,,,,,,20,5.66,2,2.826855124,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Barnacle nauplii,6,,,,,,,,,,,,,20,5.66,2,2.120141343,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,PLUTEUS larva (Echinodermata),6,,,,,,,,,,,,,20,5.66,2,2.120141343,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Veliger (Gastropoda),6,,,,,,,,,,,,,20,5.66,2,2.120141343,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Centropages abdominalis,5,,,,,,1,,,1,2,1,,20,5.66,2,1.766784452,0,0,0,0,0,0.35335689,0,0,0.35335689,0.706713781,0.35335689,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Fritillaria borealis,4,,,,,,,,,,,,,20,5.66,2,1.413427562,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,FURCILIA (Euphausids),4,,,,,,,,,,,,,20,5.66,2,1.413427562,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Oithona similis,4,,,,,,,,1,,3,,,20,5.66,2,1.413427562,0,0,0,0,0,0,0,0.35335689,0,1.060070671,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Epilabidocera longipedata,3,,,1,,1,1,,,,,,,20,5.66,2,1.060070671,0,0,0.35335689,0,0.35335689,0.35335689,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Melicertum,3,,,,,,,,,,,,,20,5.66,2,1.060070671,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Oithona spinirostris,3,,,,,,,,2,,1,,,20,5.66,2,1.060070671,0,0,0,0,0,0,0,0.706713781,0,0.35335689,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Proboscidactyla flavicirrata,4,,,,,,,,,,,,,20,5.66,1,0.706713781,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Nauplii,2,,,,,,,,,,,,,20,5.66,2,0.706713781,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Tomopteris,2,,,,,,,,,,,,,20,5.66,2,0.706713781,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Crossota,1,,,,,,,,,,,,,20,5.66,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Megalopa,1,,,,,,,,,,,,,20,5.66,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Mesocalanus tenuicornis,1,,,,,,,,1,,,,,20,5.66,2,0.35335689,0,0,0,0,0,0,0,0.35335689,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Microcalanus pygmaeus,1,,,,,,,,,1,,,,20,5.66,2,0.35335689,0,0,0,0,0,0,0,0,0.35335689,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Obelia,1,,,,,,,,,,,,,20,5.66,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Shrimp zoea,1,,,,,,,,,,,,,20,5.66,2,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
28-Oct-13,4,7,low slack,14:04,,4_7_10282013,Tortanus discaudatus,1,,,1,,,,,,,,,,20,5.66,2,0.35335689,0,0,0.35335689,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Acartia longiremis,143,,,1,,2,1,,52,9,54,24,,50,14.15,4,40.42402827,0,0,0.282685512,0,0.565371025,0.282685512,0,14.69964664,2.544169611,15.26501767,6.784452297,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Pseudocalanus,91,,,,,,1,,11,12,57,10,,50,14.15,4,25.72438163,0,0,0,0,0,0.282685512,0,3.109540636,3.392226148,16.1130742,2.826855124,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Oikopleura dioica,75,,,,,,,,,,,,,50,14.15,4,21.20141343,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Aglantha digitale,59,,,,,,,,,,,,,50,14.15,4,16.67844523,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Siphonophora,59,,,,,,,,,,,,,50,14.15,4,16.67844523,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Calanus pacificus,47,1,7,18,,10,,,10,,1,,,50,14.15,4,13.28621908,0.282685512,1.978798587,5.088339223,0,2.826855124,0,0,2.826855124,0,0.282685512,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Paracalanus parvus,39,,,,,,,,2,5,29,3,,50,14.15,4,11.02473498,0,0,0,0,0,0,0,0.565371025,1.413427562,8.197879859,0.848056537,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Calanus marshallae,37,2,6,20,,8,1,,,,,,,50,14.15,4,10.45936396,0.565371025,1.696113074,5.653710247,0,2.261484099,0.282685512,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Limacina helicina,27,,,,,,,,,,,,,50,14.15,4,7.632508834,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Clausocalanus,20,,,,,1,,,5,3,9,2,,50,14.15,4,5.653710247,0,0,0,0,0.282685512,0,0,1.413427562,0.848056537,2.544169611,0.565371025,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Pleurobrachia,18,,,,,,,,,,,,,50,14.15,4,5.088339223,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Centropages abdominalis,6,,,1,,,,,2,2,1,,,50,14.15,4,1.696113074,0,0,0.282685512,0,0,0,0,0.565371025,0.565371025,0.282685512,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Oithona spinirostris,4,,,,,,,,1,,3,,,50,14.15,4,1.130742049,0,0,0,0,0,0,0,0.282685512,0,0.848056537,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Crab zoea,3,,,,,,,,,,,,,50,14.15,4,0.848056537,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Barnacle nauplii,2,,,,,,,,,,,,,50,14.15,4,0.565371025,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Epilabidocera longipedata,2,,1,1,,,,,,,,,,50,14.15,4,0.565371025,0,0.282685512,0.282685512,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Oithona similis,2,,,,,,,,1,,1,,,50,14.15,4,0.565371025,0,0,0,0,0,0,0,0.282685512,0,0.282685512,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,PLUTEUS larva (Echinodermata),2,,,,,,,,,,,,,50,14.15,4,0.565371025,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Themisto japonica,2,,,,,,,,,,,,,50,14.15,4,0.565371025,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Eutonina indicans,5,,,,,,,,,,,,,50,14.15,1,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,CALYPTOPIS (Euphausids),1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Egg,1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,FURCILIA (Euphausids),1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Parasagitta elegans,1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Spionidae,1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Veliger (Bivalvia),1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Veliger (Gastropoda),1,,,,,,,,,,,,,50,14.15,4,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Megalopa,1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,2,low slack,12:34,,4_2_10292013,Mallotus villosus,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Calanus pacificus,182,,24,58,,50,4,,34,9,3,,,50,14.15,2,25.72438163,0,3.392226148,8.197879859,0,7.067137809,0.565371025,0,4.80565371,1.272084806,0.424028269,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Pseudocalanus,175,,,,,1,3,,31,21,112,7,,50,14.15,2,24.73498233,0,0,0,0,0.141342756,0.424028269,0,4.381625442,2.96819788,15.83038869,0.989399293,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Siphonophora,174,,,,,,,,,,,,,50,14.15,2,24.59363958,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Acartia longiremis,120,,,,,,1,,31,7,65,16,,50,14.15,2,16.96113074,0,0,0,0,0,0.141342756,0,4.381625442,0.989399293,9.187279152,2.261484099,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Aglantha digitale,114,,,,,,,,,,,,,50,14.15,2,16.1130742,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Oikopleura dioica,94,,,,,,,,,,,,,50,14.15,2,13.28621908,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Calanus marshallae,75,,17,20,,21,2,,10,3,2,,,50,14.15,2,10.60070671,0,2.402826855,2.826855124,0,2.96819788,0.282685512,0,1.413427562,0.424028269,0.282685512,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Clausocalanus,71,,,,,,,,19,7,37,8,,50,14.15,2,10.03533569,0,0,0,0,0,0,0,2.685512367,0.989399293,5.229681979,1.130742049,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Limacina helicina,67,,,,,,,,,,,,,50,14.15,2,9.469964664,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Parasagitta elegans,58,,,,,,,,,,,,,50,14.15,2,8.197879859,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Pleurobrachia,38,,,,,,,,,,,,,50,14.15,2,5.371024735,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Paracalanus parvus,32,,,,,,,,2,2,22,6,,50,14.15,2,4.522968198,0,0,0,0,0,0,0,0.282685512,0.282685512,3.109540636,0.848056537,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Centropages abdominalis,12,,,,,,,,2,,7,3,,50,14.15,2,1.696113074,0,0,0,0,0,0,0,0.282685512,0,0.989399293,0.424028269,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Oithona spinirostris,10,,,,,,,,,,10,,,50,14.15,2,1.413427562,0,0,0,0,0,0,0,0,0,1.413427562,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Proboscidactyla flavicirrata,9,,,,,,,,,,,,,50,14.15,2,1.272084806,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Eutonina indicans,8,,,,,,,,,,,,,50,14.15,2,1.130742049,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Mesocalanus tenuicornis,8,,,1,,1,1,,4,,1,,,50,14.15,2,1.130742049,0,0,0.141342756,0,0.141342756,0.141342756,0,0.565371025,0,0.141342756,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,PLUTEUS larva (Echinodermata),8,,,,,,,,,,,,,50,14.15,2,1.130742049,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Barnacle nauplii,7,,,,,,,,,,,,,50,14.15,2,0.989399293,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Themisto pacifica,5,,,,,,,,,,,,,50,14.15,2,0.706713781,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Crab zoea,3,,,,,,,,,,,,,50,14.15,2,0.424028269,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Nauplii,3,,,,,,,,,,,,,50,14.15,2,0.424028269,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Veliger (Gastropoda),3,,,,,,,,,,,,,50,14.15,2,0.424028269,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Egg,2,,,,,,,,,,,,,50,14.15,2,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Eucalanus bungii,2,,,,,1,,,,,1,,,50,14.15,2,0.282685512,0,0,0,0,0.141342756,0,0,0,0,0.141342756,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Metridia pacifica,2,,,,,,,,1,,,1,,50,14.15,2,0.282685512,0,0,0,0,0,0,0,0.141342756,0,0,0.141342756,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Oikopleura labradoriensis,2,,,,,,,,,,,,,50,14.15,2,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Beroe,1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,BIPINNARIA larva (Asteroidea),1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Catablema,1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Clione limacina,1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,CYPHONAUTES larva (Bryozoa),1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Epilabidocera longipedata,1,,,,,1,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0.141342756,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,FURCILIA (Euphausids),1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Microcalanus pygmaeus,1,,,,,,,,,,1,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0.141342756,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Oithona similis,1,,,,,,,,,,1,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0.141342756,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Spionidae,1,,,,,,,,,,,,,50,14.15,2,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,4,4,low slack,13:09,,4_4_10292013,Shrimp zoea,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Acartia longiremis,303,,,1,,4,4,,104,21,111,58,,55,15.565,4,77.86700932,0,0,0.256986829,0,1.027947318,1.027947318,0,26.72663026,5.396723418,28.52553807,14.90523611,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Pseudocalanus,97,,,,,1,,,16,8,71,1,,55,15.565,4,24.92772245,0,0,0,0,0.256986829,0,0,4.111789271,2.055894635,18.24606489,0.256986829,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Siphonophora,72,,,,,,,,,,,,,55,15.565,4,18.50305172,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Calanus pacificus,50,,10,12,,12,,,15,1,,,,55,15.565,4,12.84934147,0,2.569868294,3.083841953,0,3.083841953,0,0,3.854802441,0.256986829,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Calanus marshallae,41,2,10,15,,8,,,5,,1,,,55,15.565,4,10.53646001,0.513973659,2.569868294,3.854802441,0,2.055894635,0,0,1.284934147,0,0.256986829,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Clausocalanus,31,,,,,1,,,9,1,17,3,,55,15.565,4,7.966591712,0,0,0,0,0.256986829,0,0,2.312881465,0.256986829,4.3687761,0.770960488,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Aglantha digitale,26,,,,,,,,,,,,,55,15.565,4,6.681657565,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Pleurobrachia,26,,,,,,,,,,,,,55,15.565,4,6.681657565,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Oikopleura dioica,22,,,,,,,,,,,,,55,15.565,4,5.653710247,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Parasagitta elegans,19,,,,,,,,,,,,,55,15.565,4,4.882749759,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Paracalanus parvus,16,,,,,,,,1,1,13,1,,55,15.565,4,4.111789271,0,0,0,0,0,0,0,0.256986829,0.256986829,3.340828783,0.256986829,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Limacina helicina,11,,,,,,,,,,,,,55,15.565,4,2.826855124,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,FURCILIA (Euphausids),17,,,,,,,,,,,,,55,15.565,2,2.18438805,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Centropages abdominalis,6,,,,,1,,,2,,1,2,,55,15.565,4,1.541920977,0,0,0,0,0.256986829,0,0,0.513973659,0,0.256986829,0.513973659,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Euphausia pacifica,10,,,,,,,,,,,,,55,15.565,2,1.284934147,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,CALYPTOPIS (Euphausids),5,,,,,,,,,,,,,55,15.565,4,1.284934147,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Oithona spinirostris,5,,,,,,,,1,,4,,,55,15.565,4,1.284934147,0,0,0,0,0,0,0,0.256986829,0,1.027947318,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,PLUTEUS larva (Echinodermata),5,,,,,,,,,,,,,55,15.565,4,1.284934147,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Themisto pacifica,4,,,,,,,,,,,,,55,15.565,4,1.027947318,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Proboscidactyla flavicirrata,4,,,,,,,,,,,,,55,15.565,4,1.027947318,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Eutonina indicans,10,,,,,,,,,,,,,55,15.565,1,0.642467074,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Crab zoea,5,,,,,,,,,,,,,55,15.565,2,0.642467074,0,0,0,0,0,0,0,0,0,0,0,0,,
29-Oct-13,9,1,ebbing,09:12,,9_1_10292013,Fritillaria borealis,2,,,,,,,,,,,,,55,15.565,4,0.513973659,0,0,0,0,0,0,0,0,0,0,0,0,,
