ID,SampleEvent,AlternateId,Classification,Species,RTotal,RC1,RC2,RC3,RC4,RFC4,RMC4,RC5,RFC5,RMC5,RFA,RMA,RUnknown,Flow,Split
1733,138,"04_07_07_31_2012","Copepod","Eurytemora affinis",1,,,,,,,,1,,,,,50,1
1734,138,"04_07_07_31_2012","Barnacle","Barnacle nauplii",20,,,,,,,,,,,,,50,1
1735,138,"04_07_07_31_2012","Unknown","Egg",4,,,,,,,,,,,,,50,1
1736,138,"04_07_07_31_2012","Tunicate","Fritillaria borealis",1,,,,,,,,,,,,,50,1
1737,138,"04_07_07_31_2012","Euphausid","Calyptopis",2,,,,,,,,,,,,,50,1
1738,138,"04_07_07_31_2012","Gastropod","Limacina",1,,,,,,,,,,,,,50,1
1739,138,"04_07_07_31_2012","Decapod","Crab zoea",1,,,,,,,,,,,,,50,1
1740,138,"04_07_07_31_2012","Ostracod","Cypris",1,,,,,,,,,,,,,50,1
1741,138,"04_07_07_31_2012","Amphipod","Themisto pacifica",1,,,,,,,,,,,,,50,1
1742,358,"07_04_10_29_2012","Copepod","Pseudocalanus",234,,,,,,,,15,9,210,,,50,2
1743,358,"07_04_10_29_2012","Copepod","Acartia longerimis",37,,,,,,,,5,,31,1,,50,2
1744,358,"07_04_10_29_2012","Copepod","Oithona atlantica",51,,,,,1,,,3,,47,,,50,2
1745,358,"07_04_10_29_2012","Copepod","Metridia pacifica",164,,,5,,41,25,,36,56,,1,,50,2
1746,358,"07_04_10_29_2012","Copepod","Calanus marshallae",66,,4,10,,26,,,20,4,2,,,50,2
1747,358,"07_04_10_29_2012","Copepod","Eucalanus bungii",2,,,,,2,,,,,,,,50,2
1748,358,"07_04_10_29_2012","Copepod","Mesocalanus tenuicornis",17,,,,,1,,,8,1,7,,,50,2
1749,358,"07_04_10_29_2012","Copepod","Epilabidocera longipedata",2,,,,,,1,,,1,,,,50,2
1750,358,"07_04_10_29_2012","Copepod","Calanus pacificus",21,,,,,4,,,14,1,2,,,50,2
1751,358,"07_04_10_29_2012","Copepod","Oithona similis",10,,,,,,,,9,,1,,,50,2
1752,358,"07_04_10_29_2012","Copepod","Centropages abdominalis",2,,,,,,,,,1,1,,,50,2
1753,358,"07_04_10_29_2012","Copepod","Paracalanus parvus",1,,,,,,,,,1,,,,50,2
1754,358,"07_04_10_29_2012","Copepod","Scolecithricella minor",1,,,,,,,,,,1,,,50,2
1755,358,"07_04_10_29_2012","Tunicate","Oikopleura fusiformis",49,,,,,,,,,,,,,50,2
1756,358,"07_04_10_29_2012","Tunicate","Fritillaria borealis",20,,,,,,,,,,,,,50,2
1757,358,"07_04_10_29_2012","Decapod","Crab zoea",1,,,,,,,,,,,,,50,2
1758,358,"07_04_10_29_2012","Amphipod","Themisto pacifica",18,,,,,,,,,,,,,50,2
1759,358,"07_04_10_29_2012","Euphausid","Calyptopis",9,,,,,,,,,,,,,50,2
1760,358,"07_04_10_29_2012","Hydrozoan","Aglantha",28,,,,,,,,,,,,,50,2
1761,358,"07_04_10_29_2012","Gastropod","Clione",2,,,,,,,,,,,,,50,2
1762,358,"07_04_10_29_2012","Myriapod","Siphonophora",25,,,,,,,,,,,,,50,2
1763,358,"07_04_10_29_2012","Gastropod","Limacina",113,,,,,,,,,,,,,50,2
1764,358,"07_04_10_29_2012","Chaetognath","Parasagitta elegans",8,,,,,,,,,,,,,50,2
1765,358,"07_04_10_29_2012","Hydrozoan","Proboscidactyla",1,,,,,,,,,,,,,50,2
1766,358,"07_04_10_29_2012","Amphipod","Stenothoe",1,,,,,,,,,,,,,50,2
1767,358,"07_04_10_29_2012","Euphausid","Furcilia",6,,,,,,,,,,,,,50,2
1768,358,"07_04_10_29_2012","Hydrozoan","Nanomia bijuga",4,,,,,,,,,,,,,50,2
1769,358,"07_04_10_29_2012","Echinoderm","Pluteus",9,,,,,,,,,,,,,50,2
1770,358,"07_04_10_29_2012","Cumacean","Cumacea",1,,,,,,,,,,,,,50,2
1771,358,"07_04_10_29_2012","Hydrozoan","Melicertum",2,,,,,,,,,,,,,50,2
1772,358,"07_04_10_29_2012","Hydrozoan","Clytia gregaria",1,,,,,,,,,,,,,50,1
1773,358,"07_04_10_29_2012","Chaetognath","Parasagitta elegans",12,,,,,,,,,,,,,50,1
1774,306,"06_05_10_28_2012","Copepod","Pseudocalanus",180,,,,,,,,10,6,164,,,50,16
1775,306,"06_05_10_28_2012","Copepod","Acartia longerimis",69,,1,2,,2,,,18,3,38,5,,50,16
1776,306,"06_05_10_28_2012","Copepod","Metridia pacifica",21,,,4,,7,,,5,5,,,,50,16
1777,306,"06_05_10_28_2012","Copepod","Calanus pacificus",8,,,1,,,,,7,,,,,50,16
1778,306,"06_05_10_28_2012","Copepod","Oithona atlantica",8,,,,,,,,3,,5,,,50,16
1779,306,"06_05_10_28_2012","Copepod","Calanus marshallae",28,,5,6,,3,,,13,1,,,,50,16
1780,306,"06_05_10_28_2012","Copepod","Centropages abdominalis",5,,,,,,,,,,3,2,,50,16
1781,306,"06_05_10_28_2012","Copepod","Mesocalanus tenuicornis",1,,,,,,,,,,1,,,50,16
1782,306,"06_05_10_28_2012","Copepod","Epilabidocera longipedata",6,,,2,,1,,,,2,,1,,50,16
1783,306,"06_05_10_28_2012","Tunicate","Oikopleura fusiformis",19,,,,,,,,,,,,,50,16
1784,306,"06_05_10_28_2012","Myriapod","Siphonophora",17,,,,,,,,,,,,,50,16
1785,306,"06_05_10_28_2012","Tunicate","Fritillaria borealis",19,,,,,,,,,,,,,50,16
1786,306,"06_05_10_28_2012","Euphausid","Calyptopis",6,,,,,,,,,,,,,50,16
1787,306,"06_05_10_28_2012","Echinoderm","Pluteus",8,,,,,,,,,,,,,50,16
1788,306,"06_05_10_28_2012","Hydrozoan","Aglantha",33,,,,,,,,,,,,,50,16
1789,306,"06_05_10_28_2012","Chaetognath","Parasagitta elegans",16,,,,,,,,,,,,,50,8
1790,306,"06_05_10_28_2012","Amphipod","Themisto pacifica",13,,,,,,,,,,,,,50,4
1791,306,"06_05_10_28_2012","Gastropod","Clione",3,,,,,,,,,,,,,50,16
1792,306,"06_05_10_28_2012","Euphausid","Furcilia",1,,,,,,,,,,,,,50,16
1793,306,"06_05_10_28_2012","Hydrozoan","Nanomia bijuga",1,,,,,,,,,,,,,50,16
1794,306,"06_05_10_28_2012","Gastropod","Limacina",115,,,,,,,,,,,,,50,16
1795,478,"09_06_07_12_2012","Copepod","Pseudocalanus",121,,,,,2,,,25,26,55,13,,50,32
1796,478,"09_06_07_12_2012","Copepod","Acartia longerimis",8,,,,,,,,,,7,1,,50,32
1797,478,"09_06_07_12_2012","Copepod","Acartia clausi",2,,,,,,,,,,,2,,50,32
1798,478,"09_06_07_12_2012","Copepod","Calanus marshallae",27,,3,6,,11,1,,4,1,1,,,50,32
1799,478,"09_06_07_12_2012","Copepod","Centropages abdominalis",161,,,,,,,,25,7,54,75,,50,32
1800,478,"09_06_07_12_2012","Copepod","Spinocalanus",1,,,,,,,,1,,,,,50,32
1801,478,"09_06_07_12_2012","Euphausid","Furcilia",9,,,,,,,,,,,,,50,32
1802,478,"09_06_07_12_2012","Branchiopod","Podon",4,,,,,,,,,,,,,50,32
1803,478,"09_06_07_12_2012","Chaetognath","Parasagitta elegans",20,,,,,,,,,,,,,50,16
1804,478,"09_06_07_12_2012","Decapod","Crab zoea",8,,,,,,,,,,,,,50,16
1805,478,"09_06_07_12_2012","Barnacle","Barnacle nauplii",3,,,,,,,,,,,,,50,32
1806,478,"09_06_07_12_2012","Isopod","Idotea",1,,,,,,,,,,,,,50,32
1807,478,"09_06_07_12_2012","Unknown","Egg",1,,,,,,,,,,,,,50,32
1808,478,"09_06_07_12_2012","Hydrozoan","Aglantha",1,,,,,,,,,,,,,50,32
1809,478,"09_06_07_12_2012","Hydrozoan","Proboscidactyla",1,,,,,,,,,,,,,50,32
1810,478,"09_06_07_12_2012","Decapod","Shrimp zoea",2,,,,,,,,,,,,,50,32
1811,478,"09_06_07_12_2012","Hydrozoan","Gonionemus",1,,,,,,,,,,,,,50,8
1812,478,"09_06_07_12_2012","Decapod","Megalops",1,,,,,,,,,,,,,50,8
1813,478,"09_06_07_12_2012","Hydrozoan","Sarsia",8,,,,,,,,,,,,,50,2
1814,478,"09_06_07_12_2012","Hydrozoan","Eutonina indicans",3,,,,,,,,,,,,,50,1
1815,270,"06_25_07_30_2012","Copepod","Pseudocalanus",304,,,,,,,,12,6,275,11,,50,64
1816,270,"06_25_07_30_2012","Copepod","Acartia longerimis",76,,,1,,1,,,5,2,55,12,,50,64
1817,270,"06_25_07_30_2012","Copepod","Metridia pacifica",24,,,,,,,,6,9,9,,,50,64
1818,270,"06_25_07_30_2012","Copepod","Eucalanus bungii",11,,,1,,5,2,,1,2,,,,50,64
1819,270,"06_25_07_30_2012","Copepod","Acartia clausi",2,,,,,,,,,,1,1,,50,64
1820,270,"06_25_07_30_2012","Copepod","Calanus marshallae",4,,1,1,,,,,2,,,,,50,64
1821,270,"06_25_07_30_2012","Copepod","Centropages abdominalis",2,,,,,,,,2,,,,,50,64
1822,270,"06_25_07_30_2012","Copepod","Epilabidocera longipedata",1,,,1,,,,,,,,,,50,64
1823,270,"06_25_07_30_2012","Copepod","Clausocalanus",1,,,,,,,,,,1,,,50,64
1824,270,"06_25_07_30_2012","Tunicate","Fritillaria borealis",140,,,,,,,,,,,,,50,64
1825,270,"06_25_07_30_2012","Tunicate","Oikopleura fusiformis",8,,,,,,,,,,,,,50,64
1826,270,"06_25_07_30_2012","Chaetognath","Parasagitta elegans",9,,,,,,,,,,,,,50,32
1827,270,"06_25_07_30_2012","Unknown","Egg",3,,,,,,,,,,,,,50,64
1828,270,"06_25_07_30_2012","Amphipod","Themisto pacifica",7,,,,,,,,,,,,,50,32
1829,270,"06_25_07_30_2012","Barnacle","Barnacle nauplii",11,,,,,,,,,,,,,50,64
1830,270,"06_25_07_30_2012","Echinoderm","Pluteus",6,,,,,,,,,,,,,50,64
1831,270,"06_25_07_30_2012","Hydrozoan","Clytia gregaria",1,,,,,,,,,,,,,50,64
1832,270,"06_25_07_30_2012","Crustecean","Nauplii",1,,,,,,,,,,,,,50,64
1833,270,"06_25_07_30_2012","Euphausid","Furcilia",18,,,,,,,,,,,,,50,2
1834,270,"06_25_07_30_2012","Decapod","Crab zoea",3,,,,,,,,,,,,,50,16
1835,270,"06_25_07_30_2012","Gastropod","Clione",15,,,,,,,,,,,,,50,1
1836,270,"06_25_07_30_2012","Hydrozoan","Aglantha",1,,,,,,,,,,,,,50,8
1837,270,"06_25_07_30_2012","Euphausid","Thysanoessa inermis",4,,,,,,,,,,,,,50,1
1838,369,"07_20_10_28_2012","Copepod","Pseudocalanus",208,,,,,,,,4,8,195,1,,50,8
1839,369,"07_20_10_28_2012","Copepod","Acartia longerimis",104,,,,,,,,6,1,90,7,,50,8
1840,369,"07_20_10_28_2012","Copepod","Oithona atlantica",49,,,,,1,,,6,,42,,,50,8
1841,369,"07_20_10_28_2012","Copepod","Metridia pacifica",82,,,2,,28,13,,15,23,1,,,50,8
1842,369,"07_20_10_28_2012","Copepod","Mesocalanus tenuicornis",12,,,1,,,,,4,1,5,1,,50,8
1843,369,"07_20_10_28_2012","Copepod","Scolecithricella minor",5,,,,,,,,,1,4,,,50,8
1844,369,"07_20_10_28_2012","Copepod","Calanus marshallae",70,,4,9,,18,2,,31,6,,,,50,8
1845,369,"07_20_10_28_2012","Copepod","Centropages abdominalis",8,,,,,,,,4,1,3,,,50,8
1846,369,"07_20_10_28_2012","Copepod","Clausocalanus",1,,,,,,,,,,1,,,50,8
1847,369,"07_20_10_28_2012","Copepod","Eucalanus bungii",2,,,,,,,,,,2,,,50,8
1848,369,"07_20_10_28_2012","Copepod","Calanus pacificus",32,,,1,,5,,,22,3,1,,,50,8
1849,369,"07_20_10_28_2012","Copepod","Epilabidocera longipedata",2,,,1,,1,,,,,,,,50,8
1850,369,"07_20_10_28_2012","Copepod","Oithona similis",6,,,,,,,,,,6,,,50,8
1851,369,"07_20_10_28_2012","Chaetognath","Parasagitta elegans",15,,,,,,,,,,,,,50,8
1852,369,"07_20_10_28_2012","Euphausid","Calyptopis",5,,,,,,,,,,,,,50,8
1853,369,"07_20_10_28_2012","Hydrozoan","Aglantha",46,,,,,,,,,,,,,50,8
1854,369,"07_20_10_28_2012","Tunicate","Oikopleura fusiformis",14,,,,,,,,,,,,,50,8
1855,369,"07_20_10_28_2012","Gastropod","Limacina",116,,,,,,,,,,,,,50,8
1856,369,"07_20_10_28_2012","Amphipod","Themisto pacifica",19,,,,,,,,,,,,,50,4
1857,369,"07_20_10_28_2012","Myriapod","Siphonophora",7,,,,,,,,,,,,,50,8
1858,369,"07_20_10_28_2012","Tunicate","Fritillaria borealis",14,,,,,,,,,,,,,50,8
1859,369,"07_20_10_28_2012","Euphausid","Furcilia",7,,,,,,,,,,,,,50,4
1860,369,"07_20_10_28_2012","Echinoderm","Pluteus",1,,,,,,,,,,,,,50,8
1861,369,"07_20_10_28_2012","Decapod","Pinnotheridae zoea",1,,,,,,,,,,,,,50,8
1862,369,"07_20_10_28_2012","Ostracod","Cypris",1,,,,,,,,,,,,,50,8
1863,369,"07_20_10_28_2012","Cumacean","Cumacea",2,,,,,,,,,,,,,50,4
1864,369,"07_20_10_28_2012","Hydrozoan","Proboscidactyla",1,,,,,,,,,,,,,50,4
1865,369,"07_20_10_28_2012","Gastropod","Clione",1,,,,,,,,,,,,,50,2
1866,369,"07_20_10_28_2012","Hydrozoan","Aegina",1,,,,,,,,,,,,,50,1
1867,128,"04_02_07_31_2012","Copepod","Pseudocalanus",175,,,,,,,,9,13,144,9,,50,32
1868,128,"04_02_07_31_2012","Copepod","Acartia longerimis",53,,,,,,,,1,,50,2,,50,32
1869,128,"04_02_07_31_2012","Copepod","Scolecithricella minor",1,,,,,,,,,,1,,,50,32
1870,128,"04_02_07_31_2012","Copepod","Calanus marshallae",7,,1,2,,,,,4,,,,,50,32
1871,128,"04_02_07_31_2012","Copepod","Oithona similis",1,,,,,,,,,,,1,,50,32
1872,128,"04_02_07_31_2012","Copepod","Eucalanus bungii",1,,,,,,,,,,1,,,50,32
1873,128,"04_02_07_31_2012","Copepod","Neocalanus cristatus",1,,,,,,,,1,,,,,50,32
1874,128,"04_02_07_31_2012","Amphipod","Themisto pacifica",15,,,,,,,,,,,,,50,4
1875,128,"04_02_07_31_2012","Tunicate","Fritillaria borealis",9,,,,,,,,,,,,,50,32
1876,128,"04_02_07_31_2012","Chaetognath","Parasagitta elegans",4,,,,,,,,,,,,,50,32
1877,128,"04_02_07_31_2012","Tunicate","Oikopleura fusiformis",1,,,,,,,,,,,,,50,32
1878,128,"04_02_07_31_2012","Decapod","Pinnotheridae zoea",3,,,,,,,,,,,,,50,32
1879,128,"04_02_07_31_2012","Barnacle","Barnacle nauplii",6,,,,,,,,,,,,,50,32
1880,128,"04_02_07_31_2012","Decapod","Megalops",2,,,,,,,,,,,,,50,4
1881,128,"04_02_07_31_2012","Decapod","Shrimp zoea",1,,,,,,,,,,,,,50,32
1882,128,"04_02_07_31_2012","Decapod","Crab zoea",3,,,,,,,,,,,,,50,4
1883,128,"04_02_07_31_2012","Gastropod","Clione",6,,,,,,,,,,,,,50,1
1884,469,"09_01_07_12_2012","Copepod","Pseudocalanus",243,,,,,1,2,,37,54,133,16,,50,64
1885,469,"09_01_07_12_2012","Copepod","Acartia longerimis",18,,,,,,,,,,16,2,,50,64
1886,469,"09_01_07_12_2012","Copepod","Centropages abdominalis",278,,,,,1,,,17,5,100,155,,50,64
1887,469,"09_01_07_12_2012","Copepod","Acartia clausi",8,,,,,,,,,,8,,,50,64
1888,469,"09_01_07_12_2012","Copepod","Calanus marshallae",9,,2,3,,3,,,,,1,,,50,64
1889,469,"09_01_07_12_2012","Hydrozoan","Sarsia",2,,,,,,,,,,,,,50,4
1890,469,"09_01_07_12_2012","Decapod","Shrimp zoea",2,,,,,,,,,,,,,50,64
1891,469,"09_01_07_12_2012","Gastropod","Limacina",2,,,,,,,,,,,,,50,64
1892,469,"09_01_07_12_2012","Euphausid","Calyptopis",2,,,,,,,,,,,,,50,64
1893,469,"09_01_07_12_2012","Tunicate","Oikopleura fusiformis",1,,,,,,,,,,,,,50,64
1894,469,"09_01_07_12_2012","Barnacle","Barnacle nauplii",1,,,,,,,,,,,,,50,64
1895,469,"09_01_07_12_2012","Chaetognath","Parasagitta elegans",3,,,,,,,,,,,,,50,32
1896,469,"09_01_07_12_2012","Euphausid","Furcilia",4,,,,,,,,,,,,,50,64
1897,469,"09_01_07_12_2012","Branchiopod","Podon",2,,,,,,,,,,,,,50,64
1898,469,"09_01_07_12_2012","Decapod","Crab zoea",2,,,,,,,,,,,,,50,32
1899,469,"09_01_07_12_2012","Fish","Fish egg",1,,,,,,,,,,,,,50,64
1900,469,"09_01_07_12_2012","Hydrozoan","Bougainvillia",2,,,,,,,,,,,,,50,1
1901,469,"09_01_07_12_2012","Hydrozoan","Eutonina indicans",1,,,,,,,,,,,,,50,1
1902,469,"09_01_07_12_2012","Hydrozoan","Clytia gregaria",1,,,,,,,,,,,,,50,2
1903,253,"06_11_07_30_2012","Copepod","Pseudocalanus",326,,,,,,,,6,4,305,11,,50,32
1904,253,"06_11_07_30_2012","Copepod","Acartia longerimis",28,,,,,,,,1,1,25,1,,50,32
1905,253,"06_11_07_30_2012","Copepod","Eucalanus bungii",6,,,1,,2,2,,1,,,,,50,32
1906,253,"06_11_07_30_2012","Copepod","Oithona similis",1,,,,,,,,1,,,,,50,32
1907,253,"06_11_07_30_2012","Copepod","Calanus marshallae",3,,1,,,1,,,1,,,,,50,32
1908,253,"06_11_07_30_2012","Tunicate","Fritillaria borealis",45,,,,,,,,,,,,,50,32
1909,253,"06_11_07_30_2012","Hydrozoan","Nanomia bijuga",1,,,,,,,,,,,,,50,32
1910,253,"06_11_07_30_2012","Tunicate","Oikopleura dioica",1,,,,,,,,,,,,,50,32
1911,253,"06_11_07_30_2012","Decapod","Shrimp zoea",1,,,,,,,,,,,,,50,32
1912,253,"06_11_07_30_2012","Tunicate","Oikopleura fusiformis",4,,,,,,,,,,,,,50,32
1913,253,"06_11_07_30_2012","Chaetognath","Parasagitta elegans",5,,,,,,,,,,,,,50,16
1914,253,"06_11_07_30_2012","Barnacle","Barnacle nauplii",2,,,,,,,,,,,,,50,32
1915,253,"06_11_07_30_2012","Unknown","Egg",2,,,,,,,,,,,,,50,32
1916,253,"06_11_07_30_2012","Decapod","Pinnotheridae zoea",15,,,,,,,,,,,,,50,1
1917,253,"06_11_07_30_2012","Myriapod","Siphonophora",1,,,,,,,,,,,,,50,32
1918,253,"06_11_07_30_2012","Gastropod","Clione",19,,,,,,,,,,,,,50,1
1919,253,"06_11_07_30_2012","Decapod","Megalops",5,,,,,,,,,,,,,50,1
1920,253,"06_11_07_30_2012","Fish","Gadid larvae",1,,,,,,,,,,,,,50,4
1921,253,"06_11_07_30_2012","Amphipod","Themisto pacifica",3,,,,,,,,,,,,,50,1
1922,132,"04_04_07_31_2012","Copepod","Pseudocalanus",271,,,,,,,,20,9,234,8,,50,32
1923,132,"04_04_07_31_2012","Copepod","Acartia longerimis",61,,,,,,,,3,1,54,3,,50,32
1924,132,"04_04_07_31_2012","Copepod","Calanus marshallae",5,,1,1,,1,,,1,,1,,,50,32
1925,132,"04_04_07_31_2012","Copepod","Clausocalanus",1,,,,,,,,,,,1,,50,32
1926,132,"04_04_07_31_2012","Tunicate","Oikopleura fusiformis",2,,,,,,,,,,,,,50,32
1927,132,"04_04_07_31_2012","Chaetognath","Parasagitta elegans",11,,,,,,,,,,,,,50,16
1928,132,"04_04_07_31_2012","Barnacle","Barnacle nauplii",7,,,,,,,,,,,,,50,32
1929,132,"04_04_07_31_2012","Decapod","Crab zoea",2,,,,,,,,,,,,,50,8
1930,132,"04_04_07_31_2012","Tunicate","Fritillaria borealis",2,,,,,,,,,,,,,50,32
1931,132,"04_04_07_31_2012","Amphipod","Themisto pacifica",1,,,,,,,,,,,,,50,32
1932,132,"04_04_07_31_2012","Unknown","Egg",1,,,,,,,,,,,,,50,32
1933,132,"04_04_07_31_2012","Decapod","Pinnotheridae zoea",11,,,,,,,,,,,,,50,4
1934,132,"04_04_07_31_2012","Decapod","Shrimp zoea",1,,,,,,,,,,,,,50,32
1935,132,"04_04_07_31_2012","Hydrozoan","Proboscidactyla",1,,,,,,,,,,,,,50,16
1936,132,"04_04_07_31_2012","Decapod","Megalops",1,,,,,,,,,,,,,50,4
1937,132,"04_04_07_31_2012","Decapod","Shrimp zoea",1,,,,,,,,,,,,,50,4
1938,483,"09_10_07_12_2012","Copepod","Pseudocalanus",224,,,,,3,4,,37,49,115,16,,50,32
1939,483,"09_10_07_12_2012","Copepod","Acartia longerimis",20,,,,,,,,,,20,,,50,32
1940,483,"09_10_07_12_2012","Copepod","Centropages abdominalis",280,,,,,,,,30,5,94,151,,50,32
1941,483,"09_10_07_12_2012","Copepod","Tisbe spp.",1,,,,,,,,,,1,,,50,32
1942,483,"09_10_07_12_2012","Copepod","Acartia clausi",26,,,,,,,,,,23,3,,50,32
1943,483,"09_10_07_12_2012","Copepod","Calanus marshallae",25,,3,11,,7,,,2,,2,,,50,32
1944,483,"09_10_07_12_2012","Copepod","Paracalanus parvus",1,,,,,,1,,,,,,,50,32
1945,483,"09_10_07_12_2012","Branchiopod","Podon",3,,,,,,,,,,,,,50,32
1946,483,"09_10_07_12_2012","Decapod","Crab zoea",6,,,,,,,,,,,,,50,32
1947,483,"09_10_07_12_2012","Euphausid","Furcilia",17,,,,,,,,,,,,,50,8
1948,483,"09_10_07_12_2012","Tunicate","Oikopleura fusiformis",1,,,,,,,,,,,,,50,32
1949,483,"09_10_07_12_2012","Barnacle","Barnacle nauplii",6,,,,,,,,,,,,,50,32
1950,483,"09_10_07_12_2012","Chaetognath","Parasagitta elegans",16,,,,,,,,,,,,,50,16
1951,483,"09_10_07_12_2012","Gastropod","Limacina",1,,,,,,,,,,,,,50,32
1952,483,"09_10_07_12_2012","Isopod","Idotea",1,,,,,,,,,,,,,50,32
1953,483,"09_10_07_12_2012","Hydrozoan","Proboscidactyla",1,,,,,,,,,,,,,50,32
1954,483,"09_10_07_12_2012","Hydrozoan","Sarsia",6,,,,,,,,,,,,,50,1
1955,1906,"09_01_09_21_2012","Copepod","Pseudocalanus",102,,,,,,1,,22,24,52,3,,50,16
1956,1906,"09_01_09_21_2012","Copepod","Acartia longerimis",157,,1,2,,,1,,7,6,119,21,,50,16
1957,1906,"09_01_09_21_2012","Copepod","Calanus marshallae",12,1,3,2,,1,,,4,1,,,,50,16
1958,1906,"09_01_09_21_2012","Copepod","Centropages abdominalis",35,,,,,,1,,13,8,8,5,,50,16
1959,1906,"09_01_09_21_2012","Copepod","Calanus pacificus",1,,,1,,,,,,,,,,50,16
1960,1906,"09_01_09_21_2012","Copepod","Monstrilla helgolandica",1,,,,,,,,,,1,,,50,16
1961,1906,"09_01_09_21_2012","Copepod","Oithona atlantica",2,,,,,,,,,,2,,,50,16
1962,1906,"09_01_09_21_2012","Copepod","Epilabidocera longipedata",1,,,1,,,,,,,,,,50,16
1963,1906,"09_01_09_21_2012","Copepod","Oithona similis",1,,,,,,,,,,1,,,50,16
1964,1906,"09_01_09_21_2012","Euphausid","Calyptopis",9,,,,,,,,,,,,,50,16
1965,1906,"09_01_09_21_2012","Tunicate","Fritillaria borealis",2,,,,,,,,,,,,,50,16
1966,1906,"09_01_09_21_2012","Branchiopod","Evadne",3,,,,,,,,,,,,,50,16
1967,1906,"09_01_09_21_2012","Barnacle","Barnacle nauplii",22,,,,,,,,,,,,,50,16
1968,1906,"09_01_09_21_2012","Tunicate","Oikopleura fusiformis",15,,,,,,,,,,,,,50,16
1969,1906,"09_01_09_21_2012","Chaetognath","Parasagitta elegans",44,,,,,,,,,,,,,50,16
1970,1906,"09_01_09_21_2012","Euphausid","Furcilia",9,,,,,,,,,,,,,50,16
1971,1906,"09_01_09_21_2012","Hydrozoan","Aglantha",7,,,,,,,,,,,,,50,16
1972,1906,"09_01_09_21_2012","Echinoderm","Pluteus",7,,,,,,,,,,,,,50,16
1973,1906,"09_01_09_21_2012","Gastropod","Limacina",10,,,,,,,,,,,,,50,16
1974,1906,"09_01_09_21_2012","Euphausid","Thysanoessa spinifera",47,,,,,,,,,,,,,50,1
1975,1906,"09_01_09_21_2012","Ostracod","Cypris",6,,,,,,,,,,,,,50,16
1976,1906,"09_01_09_21_2012","Hydrozoan","Eutonina indicans",2,,,,,,,,,,,,,50,16
1977,1906,"09_01_09_21_2012","Branchiopod","Evadne",5,,,,,,,,,,,,,50,16
1978,1906,"09_01_09_21_2012","Hydrozoan","Proboscidactyla",2,,,,,,,,,,,,,50,16
1979,1906,"09_01_09_21_2012","Branchiopod","Podon",1,,,,,,,,,,,,,50,16
1980,1906,"09_01_09_21_2012","Annelid","Spionidae",2,,,,,,,,,,,,,50,16
1981,1906,"09_01_09_21_2012","Decapod","Crab zoea",1,,,,,,,,,,,,,50,16
1982,1906,"09_01_09_21_2012","Annelid","Pleurobrachia",1,,,,,,,,,,,,,50,16
1983,1906,"09_01_09_21_2012","Decapod","Pinnotheridae zoea",2,,,,,,,,,,,,,50,16
1984,1906,"09_01_09_21_2012","Gastropod","Clione",4,,,,,,,,,,,,,50,2
1985,1906,"09_01_09_21_2012","Hydrozoan","Melicertum",1,,,,,,,,,,,,,50,2
1986,512,"09_10_10_29_2012","Copepod","Pseudocalanus",233,,,,,,,,53,91,89,,,50,4
1987,512,"09_10_10_29_2012","Copepod","Acartia longerimis",185,,,2,,,,,7,2,171,3,,50,4
1988,512,"09_10_10_29_2012","Copepod","Oithona atlantica",15,,,,,,,,1,,14,,,50,4
1989,512,"09_10_10_29_2012","Copepod","Scolecithricella minor",1,,,,,,,,,,1,,,50,4
1990,512,"09_10_10_29_2012","Copepod","Metridia pacifica",47,,,2,,10,2,,15,16,1,1,,50,4
1991,512,"09_10_10_29_2012","Copepod","Calanus pacificus",2,,,,,,,,1,1,,,,50,4
1992,512,"09_10_10_29_2012","Copepod","Neocalanus plumchrus",7,,,,,,,,7,,,,,50,4
1993,512,"09_10_10_29_2012","Copepod","Calanus marshallae",7,,,,,,,,7,,,,,50,4
1994,512,"09_10_10_29_2012","Copepod","Centropages abdominalis",1,,,,,,,,,,,1,,50,4
1995,512,"09_10_10_29_2012","Copepod","Mesocalanus tenuicornis",2,,,,,,,,1,,1,,,50,4
1996,512,"09_10_10_29_2012","Copepod","Tortanus discaudatus",1,,,,,,,,,,1,,,50,4
1997,512,"09_10_10_29_2012","Copepod","Monstrilla helgolandica",1,,,,,,,,,,1,,,50,4
1998,512,"09_10_10_29_2012","Tunicate","Oikopleura fusiformis",5,,,,,,,,,,,,,50,4
1999,512,"09_10_10_29_2012","Hydrozoan","Aglantha",21,,,,,,,,,,,,,50,4
2000,512,"09_10_10_29_2012","Euphausid","Thysanoessa spinifera",20,,,,,,,,,,,,,50,1
2001,512,"09_10_10_29_2012","Hydrozoan","Sarsia",1,,,,,,,,,,,,,50,4
2002,512,"09_10_10_29_2012","Annelid","Pleurobrachia",3,,,,,,,,,,,,,50,4
2003,512,"09_10_10_29_2012","Bivalve","Veliger (Bivalvia)",1,,,,,,,,,,,,,50,4
2004,512,"09_10_10_29_2012","Myriapod","Siphonophora",9,,,,,,,,,,,,,50,4
2005,512,"09_10_10_29_2012","Hydrozoan","Proboscidactyla",2,,,,,,,,,,,,,50,4
2006,512,"09_10_10_29_2012","Ostracod","Cypris",6,,,,,,,,,,,,,50,4
2007,512,"09_10_10_29_2012","Gastropod","Limacina",16,,,,,,,,,,,,,50,4
