Date,High Tide 1,High Tide 2,Low Tide 1,Low Tide 2
"2012-09-05 00:00","1899-12-30 04:54","1899-12-30 17:00","1899-12-30 10:48","1899-12-30 23:18"
"2012-09-06 00:00","1899-12-30 05:36","1899-12-30 17:36","1899-12-30 11:18",
"2012-09-07 00:00","1899-12-30 06:24","1899-12-30 18:12","1899-12-30 00:06","1899-12-30 12:00"
"2012-09-08 00:00","1899-12-30 07:36","1899-12-30 19:12","1899-12-30 01:00","1899-12-30 13:00"
"2012-09-09 00:00","1899-12-30 09:12","1899-12-30 20:36","1899-12-30 02:30","1899-12-30 14:42"
"2012-09-10 00:00","1899-12-30 10:42","1899-12-30 22:06","1899-12-30 03:42","1899-12-30 16:12"
"2012-09-11 00:00","1899-12-30 11:42","1899-12-30 23:12","1899-12-30 04:48","1899-12-30 17:18"
"2012-09-12 00:00","1899-12-30 12:12","1899-12-30 12:12","1899-12-30 05:42","1899-12-30 18:00"
"2012-09-13 00:00","1899-12-30 00:00","1899-12-30 12:54","1899-12-30 06:24","1899-12-30 18:42"
"2012-09-14 00:00","1899-12-30 00:42","1899-12-30 13:18","1899-12-30 07:00","1899-12-30 19:18"
"2012-09-15 00:00","1899-12-30 01:24","1899-12-30 13:54","1899-12-30 07:36","1899-12-30 19:54"
"2012-09-16 00:00","1899-12-30 02:06","1899-12-30 14:24","1899-12-30 08:12","1899-12-30 20:30"
"2012-09-17 00:00","1899-12-30 02:48","1899-12-30 15:00","1899-12-30 08:48","1899-12-30 21:06"
"2012-09-18 00:00","1899-12-30 03:36","1899-12-30 15:36","1899-12-30 09:24","1899-12-30 21:48"
"2012-09-19 00:00","1899-12-30 04:18","1899-12-30 16:12","1899-12-30 10:00","1899-12-30 22:36"
"2012-09-20 00:00","1899-12-30 05:00","1899-12-30 17:00","1899-12-30 10:48","1899-12-30 23:30"
"2012-09-21 00:00","1899-12-30 05:54","1899-12-30 17:54","1899-12-30 11:42",
"2012-09-22 00:00","1899-12-30 07:06","1899-12-30 19:00","1899-12-30 00:30","1899-12-30 12:48"
"2012-09-23 00:00","1899-12-30 08:36","1899-12-30 20:18","1899-12-30 01:54","1899-12-30 14:18"
"2012-09-24 00:00","1899-12-30 10:00","1899-12-30 21:54","1899-12-30 03:12","1899-12-30 15:48"
"2012-09-25 00:00","1899-12-30 11:18","1899-12-30 23:06","1899-12-30 04:30","1899-12-30 17:00"
"2012-09-26 00:00","1899-12-30 12:06","1899-12-30 12:06","1899-12-30 05:36","1899-12-30 17:54"
"2012-09-27 00:00","1899-12-30 00:12","1899-12-30 12:36","1899-12-30 06:24","1899-12-30 18:36"
"2012-09-28 00:00","1899-12-30 00:48","1899-12-30 13:18","1899-12-30 07:00","1899-12-30 19:18"
"2012-09-29 00:00","1899-12-30 01:36","1899-12-30 13:48","1899-12-30 07:36","1899-12-30 19:54"
"2012-09-30 00:00","1899-12-30 02:12","1899-12-30 14:24","1899-12-30 08:06","1899-12-30 20:30"
"2012-10-01 00:00","1899-12-30 02:48","1899-12-30 14:48","1899-12-30 08:42","1899-12-30 20:54"
"2012-10-02 00:00","1899-12-30 03:24","1899-12-30 15:12","1899-12-30 09:12","1899-12-30 21:36"
"2012-10-03 00:00","1899-12-30 04:00","1899-12-30 15:54","1899-12-30 09:42","1899-12-30 22:18"
"2012-10-04 00:00","1899-12-30 04:30","1899-12-30 16:18","1899-12-30 10:18","1899-12-30 22:48"
"2012-10-05 00:00","1899-12-30 05:12","1899-12-30 16:48","1899-12-30 10:48","1899-12-30 23:24"
"2012-10-06 00:00","1899-12-30 05:54","1899-12-30 17:30","1899-12-30 11:30",
"2012-10-07 00:00","1899-12-30 06:54","1899-12-30 18:30","1899-12-30 00:18","1899-12-30 12:30"
"2012-10-08 00:00","1899-12-30 08:18","1899-12-30 19:48","1899-12-30 01:24","1899-12-30 13:48"
"2012-10-09 00:00","1899-12-30 09:42","1899-12-30 21:18","1899-12-30 02:42","1899-12-30 15:30"
"2012-10-10 00:00","1899-12-30 10:42","1899-12-30 22:36","1899-12-30 03:48","1899-12-30 16:42"
"2012-10-11 00:00","1899-12-30 11:30","1899-12-30 23:30","1899-12-30 04:54","1899-12-30 17:30"
"2012-10-12 00:00","1899-12-30 12:06","1899-12-30 12:06","1899-12-30 05:48","1899-12-30 18:12"
"2012-10-13 00:00","1899-12-30 00:24","1899-12-30 12:36","1899-12-30 06:24","1899-12-30 18:48"
"2012-10-14 00:00","1899-12-30 01:06","1899-12-30 13:12","1899-12-30 07:00","1899-12-30 19:24"
"2012-10-15 00:00","1899-12-30 01:54","1899-12-30 13:48","1899-12-30 07:36","1899-12-30 20:06"
"2012-10-16 00:00","1899-12-30 02:36","1899-12-30 14:30","1899-12-30 08:24","1899-12-30 20:54"
"2012-10-17 00:00","1899-12-30 03:24","1899-12-30 15:12","1899-12-30 09:00","1899-12-30 21:36"
"2012-10-18 00:00","1899-12-30 04:06","1899-12-30 15:54","1899-12-30 09:48","1899-12-30 22:24"
"2012-10-19 00:00","1899-12-30 04:54","1899-12-30 16:42","1899-12-30 10:36","1899-12-30 23:18"
"2012-10-20 00:00","1899-12-30 05:48","1899-12-30 17:36","1899-12-30 11:30",
"2012-10-21 00:00","1899-12-30 06:54","1899-12-30 18:42","1899-12-30 00:12","1899-12-30 12:36"
"2012-10-22 00:00","1899-12-30 08:12","1899-12-30 20:06","1899-12-30 01:18","1899-12-30 14:00"
"2012-10-23 00:00","1899-12-30 09:30","1899-12-30 21:36","1899-12-30 02:42","1899-12-30 15:36"
"2012-10-24 00:00","1899-12-30 10:36","1899-12-30 22:54","1899-12-30 03:54","1899-12-30 16:36"
"2012-10-25 00:00","1899-12-30 11:24","1899-12-30 23:48","1899-12-30 05:00","1899-12-30 17:36"
"2012-10-26 00:00","1899-12-30 12:06","1899-12-30 12:06","1899-12-30 06:00","1899-12-30 18:24"
"2012-10-27 00:00","1899-12-30 00:42","1899-12-30 12:48","1899-12-30 06:36","1899-12-30 19:00"
"2012-10-28 00:00","1899-12-30 01:24","1899-12-30 13:18","1899-12-30 07:12","1899-12-30 19:36"
"2012-10-29 00:00","1899-12-30 02:00","1899-12-30 13:48","1899-12-30 07:48","1899-12-30 20:06"
"2012-10-30 00:00","1899-12-30 02:30","1899-12-30 14:24","1899-12-30 08:18","1899-12-30 20:42"
"2012-10-31 00:00","1899-12-30 03:06","1899-12-30 14:48","1899-12-30 08:48","1899-12-30 21:06"
"2012-11-01 00:00","1899-12-30 03:36","1899-12-30 15:18","1899-12-30 09:18","1899-12-30 21:36"
"2012-11-02 00:00","1899-12-30 04:24","1899-12-30 15:54","1899-12-30 09:54","1899-12-30 22:18"
"2012-11-03 00:00","1899-12-30 04:54","1899-12-30 16:18","1899-12-30 10:30","1899-12-30 22:48"
"2012-11-04 00:00","1899-12-30 05:30","1899-12-30 17:00","1899-12-30 11:06","1899-12-30 23:36"
"2012-11-05 00:00","1899-12-30 06:18","1899-12-30 17:48","1899-12-30 12:00",
"2012-11-06 00:00","1899-12-30 07:18","1899-12-30 19:00","1899-12-30 00:30","1899-12-30 13:18"
"2012-11-07 00:00","1899-12-30 08:36","1899-12-30 20:30","1899-12-30 01:36","1899-12-30 14:36"
"2012-11-08 00:00","1899-12-30 09:36","1899-12-30 21:48","1899-12-30 02:42","1899-12-30 15:42"
"2012-11-09 00:00","1899-12-30 10:30","1899-12-30 23:00","1899-12-30 03:54","1899-12-30 16:42"
"2012-11-10 00:00","1899-12-30 11:12","1899-12-30 23:54","1899-12-30 04:48","1899-12-30 17:36"
"2012-11-11 00:00","1899-12-30 11:54",,"1899-12-30 05:48","1899-12-30 18:24"
"2012-11-12 00:00","1899-12-30 00:48","1899-12-30 12:30","1899-12-30 06:30","1899-12-30 19:12"
"2012-11-13 00:00","1899-12-30 01:30","1899-12-30 13:18","1899-12-30 07:12","1899-12-30 19:42"
"2012-11-14 00:00","1899-12-30 02:18","1899-12-30 14:06","1899-12-30 08:00","1899-12-30 20:36"
"2012-11-15 00:00","1899-12-30 03:12","1899-12-30 14:48","1899-12-30 08:48","1899-12-30 21:24"
"2012-11-16 00:00","1899-12-30 04:00","1899-12-30 15:36","1899-12-30 09:42","1899-12-30 22:06"
"2012-11-17 00:00","1899-12-30 04:48","1899-12-30 16:24","1899-12-30 10:30","1899-12-30 23:00"
"2012-11-18 00:00","1899-12-30 05:36","1899-12-30 17:24","1899-12-30 11:24","1899-12-30 23:54"
"2012-11-19 00:00","1899-12-30 06:42","1899-12-30 18:30","1899-12-30 12:24",
"2012-11-20 00:00","1899-12-30 07:36","1899-12-30 19:36","1899-12-30 00:48","1899-12-30 13:36"
"2012-11-21 00:00","1899-12-30 08:42","1899-12-30 21:06","1899-12-30 01:54","1899-12-30 15:00"
"2012-11-22 00:00","1899-12-30 09:42","1899-12-30 22:30","1899-12-30 03:06","1899-12-30 16:12"
"2012-11-23 00:00","1899-12-30 10:36","1899-12-30 23:36","1899-12-30 04:12","1899-12-30 17:12"
"2012-11-24 00:00","1899-12-30 11:24",,"1899-12-30 05:18","1899-12-30 18:00"
"2012-11-25 00:00","1899-12-30 00:24","1899-12-30 12:06","1899-12-30 06:06","1899-12-30 18:42"
"2012-11-26 00:00","1899-12-30 01:12","1899-12-30 12:48","1899-12-30 06:42","1899-12-30 19:18"
"2012-11-27 00:00","1899-12-30 01:48","1899-12-30 13:18","1899-12-30 07:18","1899-12-30 19:48"
"2012-11-28 00:00","1899-12-30 02:24","1899-12-30 13:54","1899-12-30 07:54","1899-12-30 20:24"
"2012-11-29 00:00","1899-12-30 02:54","1899-12-30 14:24","1899-12-30 08:30","1899-12-30 21:00"
"2012-11-30 00:00","1899-12-30 03:24","1899-12-30 14:42","1899-12-30 09:00","1899-12-30 21:30"
"2012-12-01 00:00","1899-12-30 04:00","1899-12-30 15:36","1899-12-30 09:30","1899-12-30 22:06"
"2012-12-02 00:00","1899-12-30 04:30","1899-12-30 16:06","1899-12-30 10:06","1899-12-30 22:36"
"2012-12-03 00:00","1899-12-30 05:06","1899-12-30 16:48","1899-12-30 10:48","1899-12-30 23:12"
"2012-12-04 00:00","1899-12-30 05:54","1899-12-30 17:30","1899-12-30 11:42",
"2012-12-05 00:00","1899-12-30 06:42","1899-12-30 18:30","1899-12-30 00:00","1899-12-30 12:36"
"2012-12-06 00:00","1899-12-30 07:36","1899-12-30 19:54","1899-12-30 00:54","1899-12-30 13:54"
"2012-12-07 00:00","1899-12-30 08:30","1899-12-30 21:06","1899-12-30 01:54","1899-12-30 15:00"
"2012-12-08 00:00","1899-12-30 09:36","1899-12-30 22:18","1899-12-30 02:54","1899-12-30 16:18"
"2012-12-09 00:00","1899-12-30 10:18","1899-12-30 23:36","1899-12-30 04:12","1899-12-30 17:18"
"2012-12-10 00:00","1899-12-30 11:18",,"1899-12-30 05:12","1899-12-30 18:00"
"2012-12-11 00:00","1899-12-30 00:30","1899-12-30 12:00","1899-12-30 06:00","1899-12-30 18:48"
"2012-12-12 00:00","1899-12-30 01:30","1899-12-30 13:00","1899-12-30 06:54","1899-12-30 19:42"
"2012-12-13 00:00","1899-12-30 02:18","1899-12-30 13:42","1899-12-30 07:48","1899-12-30 20:24"
"2012-12-14 00:00","1899-12-30 03:00","1899-12-30 14:36","1899-12-30 08:30","1899-12-30 21:06"
"2012-12-15 00:00","1899-12-30 03:48","1899-12-30 15:24","1899-12-30 09:30","1899-12-30 22:00"
"2012-12-16 00:00","1899-12-30 04:36","1899-12-30 16:18","1899-12-30 10:12","1899-12-30 22:48"
"2012-12-17 00:00","1899-12-30 05:18","1899-12-30 17:06","1899-12-30 11:06","1899-12-30 23:30"
"2012-12-18 00:00","1899-12-30 06:06","1899-12-30 18:00","1899-12-30 11:54",
"2012-12-19 00:00","1899-12-30 06:54","1899-12-30 19:06","1899-12-30 00:12","1899-12-30 13:00"
"2012-12-20 00:00","1899-12-30 07:48","1899-12-30 20:18","1899-12-30 01:06","1899-12-30 14:12"
"2012-12-21 00:00","1899-12-30 08:42","1899-12-30 21:48","1899-12-30 02:06","1899-12-30 15:24"
"2012-12-22 00:00","1899-12-30 09:48","1899-12-30 23:06","1899-12-30 03:24","1899-12-30 16:36"
"2012-12-23 00:00","1899-12-30 10:42",,"1899-12-30 04:30","1899-12-30 17:30"
"2012-12-24 00:00","1899-12-30 00:06","1899-12-30 11:36","1899-12-30 05:36","1899-12-30 18:18"
"2012-12-25 00:00","1899-12-30 00:48","1899-12-30 12:18","1899-12-30 06:18","1899-12-30 19:00"
"2012-12-26 00:00","1899-12-30 01:42","1899-12-30 13:06","1899-12-30 07:00","1899-12-30 19:30"
"2012-12-27 00:00","1899-12-30 02:12","1899-12-30 13:36","1899-12-30 07:42","1899-12-30 20:06"
"2012-12-28 00:00","1899-12-30 02:36","1899-12-30 14:06","1899-12-30 08:12","1899-12-30 20:36"
"2012-12-29 00:00","1899-12-30 03:18","1899-12-30 14:42","1899-12-30 08:48","1899-12-30 21:00"
"2012-12-30 00:00","1899-12-30 03:48","1899-12-30 15:12","1899-12-30 09:18","1899-12-30 21:48"
"2012-12-31 00:00","1899-12-30 04:06",,"1899-12-30 10:00",
"2013-01-01 00:00","1899-12-30 13:54","1899-12-30 13:54","1899-12-30 19:30","1899-12-30 19:30"
"2013-01-02 00:00","1899-12-30 01:36","1899-12-30 14:18","1899-12-30 07:48","1899-12-30 20:18"
"2013-01-03 00:00","1899-12-30 02:18","1899-12-30 15:06","1899-12-30 08:24","1899-12-30 21:00"
"2013-01-04 00:00","1899-12-30 03:06","1899-12-30 15:42","1899-12-30 09:12","1899-12-30 22:06"
"2013-01-05 00:00","1899-12-30 04:06","1899-12-30 16:36","1899-12-30 10:00","1899-12-30 23:12"
"2013-01-06 00:00","1899-12-30 05:24","1899-12-30 17:36","1899-12-30 11:06",
"2013-01-07 00:00","1899-12-30 07:06","1899-12-30 18:48","1899-12-30 00:18","1899-12-30 12:24"
"2013-01-08 00:00","1899-12-30 08:18","1899-12-30 19:54","1899-12-30 01:48","1899-12-30 13:48"
"2013-01-09 00:00","1899-12-30 09:24","1899-12-30 20:54","1899-12-30 02:48","1899-12-30 14:54"
"2013-01-10 00:00","1899-12-30 10:18","1899-12-30 21:48","1899-12-30 03:42","1899-12-30 15:48"
"2013-01-11 00:00","1899-12-30 11:00","1899-12-30 22:42","1899-12-30 04:24","1899-12-30 16:30"
"2013-01-12 00:00","1899-12-30 11:54","1899-12-30 23:30","1899-12-30 05:18","1899-12-30 17:24"
"2013-01-13 00:00","1899-12-30 12:36","1899-12-30 12:36","1899-12-30 06:06","1899-12-30 18:12"
"2013-01-14 00:00","1899-12-30 00:18","1899-12-30 13:12","1899-12-30 06:30","1899-12-30 18:54"
"2013-01-15 00:00","1899-12-30 01:00","1899-12-30 13:42","1899-12-30 07:18","1899-12-30 19:36"
"2013-01-16 00:00","1899-12-30 01:42","1899-12-30 14:24","1899-12-30 07:48","1899-12-30 20:24"
"2013-01-17 00:00","1899-12-30 02:30","1899-12-30 15:00","1899-12-30 08:36","1899-12-30 21:12"
"2013-01-18 00:00","1899-12-30 03:18","1899-12-30 15:48","1899-12-30 09:18","1899-12-30 22:06"
"2013-01-19 00:00","1899-12-30 04:18","1899-12-30 16:42","1899-12-30 10:06","1899-12-30 23:18"
"2013-01-20 00:00","1899-12-30 05:36","1899-12-30 17:48","1899-12-30 11:12",
"2013-01-21 00:00","1899-12-30 07:24","1899-12-30 19:00","1899-12-30 01:00","1899-12-30 12:36"
"2013-01-22 00:00","1899-12-30 08:48","1899-12-30 20:00","1899-12-30 01:54","1899-12-30 14:00"
"2013-01-23 00:00","1899-12-30 09:30","1899-12-30 20:48","1899-12-30 02:48","1899-12-30 15:00"
"2013-01-24 00:00","1899-12-30 10:06","1899-12-30 21:30","1899-12-30 03:30","1899-12-30 15:48"
"2013-01-25 00:00","1899-12-30 10:42","1899-12-30 22:12","1899-12-30 04:12","1899-12-30 16:18"
"2013-01-26 00:00","1899-12-30 11:18","1899-12-30 22:54","1899-12-30 04:54","1899-12-30 16:54"
"2013-01-27 00:00","1899-12-30 11:48","1899-12-30 23:36","1899-12-30 05:24","1899-12-30 17:30"
"2013-01-28 00:00","1899-12-30 12:12","1899-12-30 12:12","1899-12-30 05:54","1899-12-30 18:00"
"2013-01-29 00:00","1899-12-30 00:12","1899-12-30 12:48","1899-12-30 06:18","1899-12-30 18:30"
"2013-01-30 00:00","1899-12-30 00:42","1899-12-30 13:18","1899-12-30 06:48","1899-12-30 19:18"
"2013-01-31 00:00","1899-12-30 01:12","1899-12-30 13:48","1899-12-30 07:24","1899-12-30 19:48"
"2013-02-01 00:00","1899-12-30 02:00","1899-12-30 14:24","1899-12-30 08:00","1899-12-30 20:30"
"2013-02-02 00:00","1899-12-30 02:48","1899-12-30 15:06","1899-12-30 08:30","1899-12-30 21:24"
"2013-02-03 00:00","1899-12-30 03:42","1899-12-30 15:48","1899-12-30 09:30","1899-12-30 22:36"
"2013-02-04 00:00","1899-12-30 05:00","1899-12-30 17:06","1899-12-30 10:36",
"2013-02-05 00:00","1899-12-30 06:36","1899-12-30 18:18","1899-12-30 00:00","1899-12-30 12:00"
"2013-02-06 00:00","1899-12-30 08:06","1899-12-30 19:30","1899-12-30 01:24","1899-12-30 13:30"
"2013-02-07 00:00","1899-12-30 09:12","1899-12-30 20:48","1899-12-30 02:30","1899-12-30 14:48"
"2013-02-08 00:00","1899-12-30 09:54","1899-12-30 21:42","1899-12-30 03:30","1899-12-30 15:36"
"2013-02-09 00:00","1899-12-30 10:54","1899-12-30 22:36","1899-12-30 04:18","1899-12-30 16:30"
"2013-02-10 00:00","1899-12-30 11:30","1899-12-30 23:18","1899-12-30 04:54","1899-12-30 17:12"
"2013-02-11 00:00","1899-12-30 12:06","1899-12-30 12:06","1899-12-30 05:36","1899-12-30 18:00"
"2013-02-12 00:00","1899-12-30 00:06","1899-12-30 12:42","1899-12-30 06:18","1899-12-30 18:30"
"2013-02-13 00:00","1899-12-30 00:48","1899-12-30 13:12","1899-12-30 06:54","1899-12-30 19:18"
"2013-02-14 00:00","1899-12-30 01:30","1899-12-30 13:48","1899-12-30 07:30","1899-12-30 19:54"
"2013-02-15 00:00","1899-12-30 02:06","1899-12-30 14:18","1899-12-30 08:00","1899-12-30 20:42"
"2013-02-16 00:00","1899-12-30 02:54","1899-12-30 15:00","1899-12-30 08:42","1899-12-30 21:30"
"2013-02-17 00:00","1899-12-30 03:48","1899-12-30 15:42","1899-12-30 09:30","1899-12-30 22:24"
"2013-02-18 00:00","1899-12-30 05:00","1899-12-30 16:48","1899-12-30 10:18","1899-12-30 23:54"
"2013-02-19 00:00","1899-12-30 06:30","1899-12-30 18:00","1899-12-30 11:54",
"2013-02-20 00:00","1899-12-30 08:18","1899-12-30 19:24","1899-12-30 01:12","1899-12-30 13:30"
"2013-02-21 00:00","1899-12-30 09:06","1899-12-30 20:30","1899-12-30 02:30","1899-12-30 14:36"
"2013-02-22 00:00","1899-12-30 09:48","1899-12-30 21:06","1899-12-30 03:12","1899-12-30 15:24"
"2013-02-23 00:00","1899-12-30 10:12","1899-12-30 22:00","1899-12-30 03:48","1899-12-30 16:00"
"2013-02-24 00:00","1899-12-30 10:48","1899-12-30 22:30","1899-12-30 04:18","1899-12-30 16:30"
"2013-02-25 00:00","1899-12-30 11:12","1899-12-30 23:18","1899-12-30 04:54","1899-12-30 17:06"
"2013-02-26 00:00","1899-12-30 11:42","1899-12-30 23:42","1899-12-30 05:24","1899-12-30 17:36"
"2013-02-27 00:00","1899-12-30 12:12","1899-12-30 12:12","1899-12-30 05:54","1899-12-30 18:12"
"2013-02-28 00:00","1899-12-30 00:24","1899-12-30 12:48","1899-12-30 06:30","1899-12-30 18:42"
"2013-03-01 00:00","1899-12-30 01:00","1899-12-30 13:18","1899-12-30 07:00","1899-12-30 19:30"
"2013-03-02 00:00","1899-12-30 01:48","1899-12-30 13:54","1899-12-30 07:36","1899-12-30 20:12"
"2013-03-03 00:00","1899-12-30 02:36","1899-12-30 14:36","1899-12-30 08:18","1899-12-30 21:00"
"2013-03-04 00:00","1899-12-30 03:30","1899-12-30 15:30","1899-12-30 09:12","1899-12-30 22:18"
"2013-03-05 00:00","1899-12-30 04:48","1899-12-30 16:30","1899-12-30 10:24","1899-12-30 23:36"
"2013-03-06 00:00","1899-12-30 06:24","1899-12-30 18:00","1899-12-30 11:54",
"2013-03-07 00:00","1899-12-30 07:48","1899-12-30 19:30","1899-12-30 01:12","1899-12-30 13:36"
"2013-03-08 00:00","1899-12-30 09:00","1899-12-30 20:48","1899-12-30 02:18","1899-12-30 14:36"
"2013-03-09 00:00","1899-12-30 09:42","1899-12-30 21:36","1899-12-30 03:18","1899-12-30 15:36"
"2013-03-10 00:00","1899-12-30 10:24","1899-12-30 22:24","1899-12-30 04:00","1899-12-30 16:12"
"2013-03-11 00:00","1899-12-30 11:06","1899-12-30 23:18","1899-12-30 04:36","1899-12-30 17:00"
"2013-03-12 00:00","1899-12-30 11:36","1899-12-30 23:54","1899-12-30 05:12","1899-12-30 17:36"
"2013-03-13 00:00","1899-12-30 12:12","1899-12-30 12:12","1899-12-30 05:54","1899-12-30 18:12"
"2013-03-14 00:00","1899-12-30 00:24","1899-12-30 12:42","1899-12-30 06:24","1899-12-30 18:48"
"2013-03-15 00:00","1899-12-30 01:06","1899-12-30 13:12","1899-12-30 07:00","1899-12-30 19:30"
"2013-03-16 00:00","1899-12-30 01:42","1899-12-30 13:36","1899-12-30 07:36","1899-12-30 20:00"
"2013-03-17 00:00","1899-12-30 02:18","1899-12-30 14:18","1899-12-30 08:00","1899-12-30 20:36"
"2013-03-18 00:00","1899-12-30 03:06","1899-12-30 14:48","1899-12-30 08:48","1899-12-30 21:30"
"2013-03-19 00:00","1899-12-30 04:06","1899-12-30 15:54","1899-12-30 09:48","1899-12-30 22:42"
"2013-03-20 00:00","1899-12-30 05:36","1899-12-30 17:18","1899-12-30 11:12",
"2013-03-21 00:00","1899-12-30 07:00","1899-12-30 18:36","1899-12-30 00:18","1899-12-30 12:48"
"2013-03-22 00:00","1899-12-30 08:12","1899-12-30 19:48","1899-12-30 01:30","1899-12-30 14:00"
"2013-03-23 00:00","1899-12-30 08:54","1899-12-30 20:48","1899-12-30 02:30","1899-12-30 14:48"
"2013-03-24 00:00","1899-12-30 09:36","1899-12-30 21:36","1899-12-30 03:12","1899-12-30 15:24"
"2013-03-25 00:00","1899-12-30 10:06","1899-12-30 22:12","1899-12-30 03:48","1899-12-30 16:06"
"2013-03-26 00:00","1899-12-30 10:36","1899-12-30 23:00","1899-12-30 04:24","1899-12-30 16:36"
"2013-03-27 00:00","1899-12-30 11:12","1899-12-30 23:36","1899-12-30 04:54","1899-12-30 17:18"
"2013-03-28 00:00","1899-12-30 11:42",,"1899-12-30 05:30","1899-12-30 17:48"
"2013-03-29 00:00","1899-12-30 00:18","1899-12-30 12:12","1899-12-30 06:06","1899-12-30 18:30"
"2013-03-30 00:00","1899-12-30 01:00","1899-12-30 12:48","1899-12-30 06:42","1899-12-30 19:12"
"2013-03-31 00:00","1899-12-30 01:42","1899-12-30 13:30","1899-12-30 07:18","1899-12-30 20:00"
"2013-04-01 00:00","1899-12-30 02:24","1899-12-30 14:18","1899-12-30 08:06","1899-12-30 20:42"
"2013-04-02 00:00","1899-12-30 03:30","1899-12-30 15:12","1899-12-30 09:06","1899-12-30 21:54"
"2013-04-03 00:00","1899-12-30 04:42","1899-12-30 16:24","1899-12-30 10:24","1899-12-30 23:18"
"2013-04-04 00:00","1899-12-30 06:06","1899-12-30 18:00","1899-12-30 11:48",
"2013-04-05 00:00","1899-12-30 07:30","1899-12-30 19:24","1899-12-30 00:36","1899-12-30 13:18"
"2013-04-06 00:00","1899-12-30 08:18","1899-12-30 20:30","1899-12-30 01:54","1899-12-30 14:18"
"2013-04-07 00:00","1899-12-30 09:12","1899-12-30 21:30","1899-12-30 02:48","1899-12-30 15:18"
"2013-04-08 00:00","1899-12-30 09:54","1899-12-30 22:18","1899-12-30 03:36","1899-12-30 16:00"
"2013-04-09 00:00","1899-12-30 10:36","1899-12-30 23:00","1899-12-30 04:18","1899-12-30 16:36"
"2013-04-10 00:00","1899-12-30 11:06","1899-12-30 23:42","1899-12-30 05:00","1899-12-30 17:18"
"2013-04-11 00:00","1899-12-30 11:36",,"1899-12-30 05:30","1899-12-30 17:48"
"2013-04-12 00:00","1899-12-30 00:18","1899-12-30 12:06","1899-12-30 06:06","1899-12-30 18:24"
"2013-04-13 00:00","1899-12-30 00:54","1899-12-30 12:36","1899-12-30 06:36","1899-12-30 19:00"
"2013-04-14 00:00","1899-12-30 01:24","1899-12-30 13:12","1899-12-30 07:12","1899-12-30 19:30"
"2013-04-15 00:00","1899-12-30 02:06","1899-12-30 13:48","1899-12-30 07:42","1899-12-30 20:06"
"2013-04-16 00:00","1899-12-30 02:48","1899-12-30 14:24","1899-12-30 08:24","1899-12-30 20:54"
"2013-04-17 00:00","1899-12-30 03:36","1899-12-30 15:06","1899-12-30 09:12","1899-12-30 21:48"
"2013-04-18 00:00","1899-12-30 04:48","1899-12-30 16:18","1899-12-30 10:12","1899-12-30 23:00"
"2013-04-19 00:00","1899-12-30 06:00","1899-12-30 17:48","1899-12-30 11:48",
"2013-04-20 00:00","1899-12-30 07:00","1899-12-30 19:00","1899-12-30 00:12","1899-12-30 13:06"
"2013-04-21 00:00","1899-12-30 07:54","1899-12-30 20:06","1899-12-30 01:18","1899-12-30 14:06"
"2013-04-22 00:00","1899-12-30 08:36","1899-12-30 21:00","1899-12-30 02:18","1899-12-30 14:48"
"2013-04-23 00:00","1899-12-30 09:18","1899-12-30 21:48","1899-12-30 03:00","1899-12-30 15:30"
"2013-04-24 00:00","1899-12-30 09:54","1899-12-30 22:36","1899-12-30 03:42","1899-12-30 16:12"
"2013-04-25 00:00","1899-12-30 10:30","1899-12-30 23:18","1899-12-30 04:24","1899-12-30 16:48"
"2013-04-26 00:00","1899-12-30 11:12",,"1899-12-30 05:06","1899-12-30 17:30"
"2013-04-27 00:00","1899-12-30 00:00","1899-12-30 11:54","1899-12-30 05:42","1899-12-30 18:18"
"2013-04-28 00:00","1899-12-30 00:42","1899-12-30 12:36","1899-12-30 06:30","1899-12-30 19:06"
"2013-04-29 00:00","1899-12-30 01:36","1899-12-30 13:18","1899-12-30 07:18","1899-12-30 19:42"
"2013-04-30 00:00","1899-12-30 02:30","1899-12-30 14:06","1899-12-30 08:06","1899-12-30 20:42"
"2013-05-01 00:00","1899-12-30 03:24","1899-12-30 15:06","1899-12-30 09:06","1899-12-30 21:36"
"2013-05-02 00:00","1899-12-30 04:24","1899-12-30 16:12","1899-12-30 10:12","1899-12-30 22:48"
"2013-05-03 00:00","1899-12-30 05:36","1899-12-30 17:36","1899-12-30 11:36",
"2013-05-04 00:00","1899-12-30 06:48","1899-12-30 19:00","1899-12-30 00:00","1899-12-30 12:54"
"2013-05-05 00:00","1899-12-30 07:48","1899-12-30 20:18","1899-12-30 01:18","1899-12-30 14:06"
"2013-05-06 00:00","1899-12-30 08:36","1899-12-30 21:18","1899-12-30 02:12","1899-12-30 14:54"
"2013-05-07 00:00","1899-12-30 09:12","1899-12-30 22:00","1899-12-30 03:06","1899-12-30 15:36"
"2013-05-08 00:00","1899-12-30 10:00","1899-12-30 22:42","1899-12-30 03:48","1899-12-30 16:18"
"2013-05-09 00:00","1899-12-30 10:30","1899-12-30 23:30","1899-12-30 04:30","1899-12-30 17:00"
"2013-05-10 00:00","1899-12-30 11:06",,"1899-12-30 05:06","1899-12-30 17:36"
"2013-05-11 00:00","1899-12-30 00:06","1899-12-30 11:48","1899-12-30 05:36","1899-12-30 18:00"
