Date,Sunrise,Sunset
"2013-02-03 00:00","1899-12-30 09:12","1899-12-30 17:29"
"2013-02-04 00:00","1899-12-30 09:10","1899-12-30 17:32"
"2013-02-05 00:00","1899-12-30 09:07","1899-12-30 17:34"
"2013-02-06 00:00","1899-12-30 09:05","1899-12-30 17:37"
"2013-02-07 00:00","1899-12-30 09:02","1899-12-30 17:39"
"2013-02-08 00:00","1899-12-30 09:00","1899-12-30 17:42"
"2013-02-09 00:00","1899-12-30 08:57","1899-12-30 17:45"
"2013-02-10 00:00","1899-12-30 08:55","1899-12-30 17:47"
"2013-02-11 00:00","1899-12-30 08:52","1899-12-30 17:50"
"2013-02-12 00:00","1899-12-30 08:50","1899-12-30 17:52"
"2013-02-13 00:00","1899-12-30 08:47","1899-12-30 17:55"
"2013-02-14 00:00","1899-12-30 08:44","1899-12-30 17:57"
"2013-02-15 00:00","1899-12-30 08:42","1899-12-30 18:00"
"2013-02-16 00:00","1899-12-30 08:39","1899-12-30 18:03"
"2013-02-17 00:00","1899-12-30 08:36","1899-12-30 18:05"
"2013-02-18 00:00","1899-12-30 08:33","1899-12-30 18:08"
"2013-02-19 00:00","1899-12-30 08:31","1899-12-30 18:10"
"2013-02-20 00:00","1899-12-30 08:28","1899-12-30 18:13"
"2013-02-21 00:00","1899-12-30 08:25","1899-12-30 18:15"
"2013-02-22 00:00","1899-12-30 08:22","1899-12-30 18:18"
"2013-02-23 00:00","1899-12-30 08:20","1899-12-30 18:20"
"2013-02-24 00:00","1899-12-30 08:17","1899-12-30 18:23"
"2013-02-25 00:00","1899-12-30 08:14","1899-12-30 18:26"
"2013-02-26 00:00","1899-12-30 08:11","1899-12-30 18:28"
"2013-02-27 00:00","1899-12-30 08:08","1899-12-30 18:31"
"2013-02-28 00:00","1899-12-30 08:05","1899-12-30 18:33"
"2013-03-01 00:00","1899-12-30 08:02","1899-12-30 18:36"
"2013-03-02 00:00","1899-12-30 08:00","1899-12-30 18:38"
"2013-03-03 00:00","1899-12-30 07:57","1899-12-30 18:41"
"2013-03-04 00:00","1899-12-30 07:54","1899-12-30 18:43"
"2013-03-05 00:00","1899-12-30 07:51","1899-12-30 18:45"
"2013-03-06 00:00","1899-12-30 07:48","1899-12-30 18:48"
"2013-03-07 00:00","1899-12-30 07:45","1899-12-30 18:50"
"2013-03-08 00:00","1899-12-30 07:42","1899-12-30 18:53"
"2013-03-09 00:00","1899-12-30 07:39","1899-12-30 18:55"
"2013-03-10 00:00","1899-12-30 07:36","1899-12-30 18:58"
"2013-03-11 00:00","1899-12-30 07:33","1899-12-30 19:00"
"2013-03-12 00:00","1899-12-30 07:30","1899-12-30 19:03"
"2013-03-13 00:00","1899-12-30 07:27","1899-12-30 19:05"
"2013-03-14 00:00","1899-12-30 07:24","1899-12-30 19:07"
"2013-03-15 00:00","1899-12-30 07:21","1899-12-30 19:10"
"2013-03-16 00:00","1899-12-30 07:18","1899-12-30 19:12"
"2013-03-17 00:00","1899-12-30 07:15","1899-12-30 19:15"
"2013-03-18 00:00","1899-12-30 07:12","1899-12-30 19:17"
"2013-03-19 00:00","1899-12-30 07:09","1899-12-30 19:20"
"2013-03-20 00:00","1899-12-30 07:06","1899-12-30 19:22"
"2013-03-21 00:00","1899-12-30 07:03","1899-12-30 19:24"
"2013-03-22 00:00","1899-12-30 07:00","1899-12-30 19:27"
"2013-03-23 00:00","1899-12-30 06:57","1899-12-30 19:29"
"2013-03-24 00:00","1899-12-30 06:54","1899-12-30 19:32"
"2013-03-25 00:00","1899-12-30 06:51","1899-12-30 19:34"
"2013-03-26 00:00","1899-12-30 06:48","1899-12-30 19:36"
"2013-03-27 00:00","1899-12-30 06:45","1899-12-30 19:39"
"2013-03-28 00:00","1899-12-30 06:43","1899-12-30 19:41"
"2013-03-29 00:00","1899-12-30 06:40","1899-12-30 19:44"
"2013-03-30 00:00","1899-12-30 06:37","1899-12-30 19:46"
"2013-03-31 00:00","1899-12-30 06:34","1899-12-30 19:48"
"2013-04-01 00:00","1899-12-30 06:31","1899-12-30 19:51"
"2013-04-02 00:00","1899-12-30 06:28","1899-12-30 19:53"
"2013-04-03 00:00","1899-12-30 06:25","1899-12-30 19:56"
"2013-04-04 00:00","1899-12-30 06:22","1899-12-30 19:58"
"2013-04-05 00:00","1899-12-30 06:19","1899-12-30 20:00"
"2013-04-06 00:00","1899-12-30 06:16","1899-12-30 20:03"
"2013-04-07 00:00","1899-12-30 06:13","1899-12-30 20:05"
"2013-04-08 00:00","1899-12-30 06:10","1899-12-30 20:08"
"2013-04-09 00:00","1899-12-30 06:07","1899-12-30 20:10"
"2013-04-10 00:00","1899-12-30 06:04","1899-12-30 20:12"
"2013-04-11 00:00","1899-12-30 06:01","1899-12-30 20:15"
"2013-04-12 00:00","1899-12-30 05:58","1899-12-30 20:17"
"2013-04-13 00:00","1899-12-30 05:55","1899-12-30 20:20"
"2013-04-14 00:00","1899-12-30 05:52","1899-12-30 20:22"
"2013-04-15 00:00","1899-12-30 05:49","1899-12-30 20:24"
"2013-04-16 00:00","1899-12-30 05:46","1899-12-30 20:27"
"2013-04-17 00:00","1899-12-30 05:44","1899-12-30 20:29"
"2013-04-18 00:00","1899-12-30 05:41","1899-12-30 20:32"
"2013-04-19 00:00","1899-12-30 05:38","1899-12-30 20:34"
"2013-04-20 00:00","1899-12-30 05:35","1899-12-30 20:37"
"2013-04-21 00:00","1899-12-30 05:32","1899-12-30 20:39"
"2013-04-22 00:00","1899-12-30 05:29","1899-12-30 20:42"
"2013-04-23 00:00","1899-12-30 05:27","1899-12-30 20:44"
"2013-04-24 00:00","1899-12-30 05:24","1899-12-30 20:46"
"2013-04-25 00:00","1899-12-30 05:21","1899-12-30 20:49"
"2013-04-26 00:00","1899-12-30 05:18","1899-12-30 20:51"
"2013-04-27 00:00","1899-12-30 05:15","1899-12-30 20:54"
"2013-04-28 00:00","1899-12-30 05:13","1899-12-30 20:56"
"2013-04-29 00:00","1899-12-30 05:10","1899-12-30 20:59"
"2013-04-30 00:00","1899-12-30 05:07","1899-12-30 21:01"
"2013-05-01 00:00","1899-12-30 05:05","1899-12-30 21:03"
"2013-05-02 00:00","1899-12-30 05:02","1899-12-30 21:06"
"2013-05-03 00:00","1899-12-30 04:59","1899-12-30 21:08"
"2013-05-04 00:00","1899-12-30 04:57","1899-12-30 21:11"
"2013-05-05 00:00","1899-12-30 04:54","1899-12-30 21:13"
"2013-05-06 00:00","1899-12-30 04:52","1899-12-30 21:16"
"2013-05-07 00:00","1899-12-30 04:49","1899-12-30 21:18"
"2013-05-08 00:00","1899-12-30 04:47","1899-12-30 21:20"
"2013-05-09 00:00","1899-12-30 04:44","1899-12-30 21:23"
"2013-05-10 00:00","1899-12-30 04:42","1899-12-30 21:25"
"2013-05-11 00:00","1899-12-30 04:39","1899-12-30 21:27"
"2013-05-12 00:00","1899-12-30 04:37","1899-12-30 21:30"
"2013-05-13 00:00","1899-12-30 04:35","1899-12-30 21:32"
"2013-05-14 00:00","1899-12-30 04:32","1899-12-30 21:34"
"2013-05-15 00:00","1899-12-30 04:30","1899-12-30 21:37"
"2013-05-16 00:00","1899-12-30 04:28","1899-12-30 21:39"
"2013-05-17 00:00","1899-12-30 04:26","1899-12-30 21:41"
"2013-05-18 00:00","1899-12-30 04:23","1899-12-30 21:43"
"2013-05-19 00:00","1899-12-30 04:21","1899-12-30 21:46"
"2013-05-20 00:00","1899-12-30 04:19","1899-12-30 21:48"
"2013-05-21 00:00","1899-12-30 04:17","1899-12-30 21:50"
"2013-05-22 00:00","1899-12-30 04:15","1899-12-30 21:52"
"2013-05-23 00:00","1899-12-30 04:13","1899-12-30 21:54"
"2013-05-24 00:00","1899-12-30 04:11","1899-12-30 21:56"
"2013-05-25 00:00","1899-12-30 04:09","1899-12-30 21:58"
"2013-05-26 00:00","1899-12-30 04:08","1899-12-30 22:00"
"2013-05-27 00:00","1899-12-30 04:06","1899-12-30 22:02"
"2013-05-28 00:00","1899-12-30 04:04","1899-12-30 22:04"
"2013-05-29 00:00","1899-12-30 04:03","1899-12-30 22:06"
"2013-05-30 00:00","1899-12-30 04:01","1899-12-30 22:08"
"2013-05-31 00:00","1899-12-30 04:00","1899-12-30 22:09"
"2013-06-01 00:00","1899-12-30 03:58","1899-12-30 22:11"
"2013-06-02 00:00","1899-12-30 03:57","1899-12-30 22:13"
"2013-06-03 00:00","1899-12-30 03:56","1899-12-30 22:14"
"2013-06-04 00:00","1899-12-30 03:54","1899-12-30 22:16"
"2013-06-05 00:00","1899-12-30 03:53","1899-12-30 22:17"
"2013-06-06 00:00","1899-12-30 03:52","1899-12-30 22:19"
"2013-06-07 00:00","1899-12-30 03:51","1899-12-30 22:20"
"2013-06-08 00:00","1899-12-30 03:50","1899-12-30 22:21"
"2013-06-09 00:00","1899-12-30 03:50","1899-12-30 22:22"
"2013-06-10 00:00","1899-12-30 03:49","1899-12-30 22:23"
"2013-06-11 00:00","1899-12-30 03:48","1899-12-30 22:24"
"2013-06-12 00:00","1899-12-30 03:48","1899-12-30 22:25"
"2013-06-13 00:00","1899-12-30 03:47","1899-12-30 22:26"
"2013-06-14 00:00","1899-12-30 03:47","1899-12-30 22:27"
"2013-06-15 00:00","1899-12-30 03:46","1899-12-30 22:28"
"2013-06-16 00:00","1899-12-30 03:46","1899-12-30 22:28"
"2013-06-17 00:00","1899-12-30 03:46","1899-12-30 22:29"
"2013-06-18 00:00","1899-12-30 03:46","1899-12-30 22:29"
"2013-06-19 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2013-06-20 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2013-06-21 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2013-06-22 00:00","1899-12-30 03:46","1899-12-30 22:30"
"2013-06-23 00:00","1899-12-30 03:47","1899-12-30 22:30"
"2013-06-24 00:00","1899-12-30 03:47","1899-12-30 22:30"
"2013-06-25 00:00","1899-12-30 03:48","1899-12-30 22:30"
"2013-06-26 00:00","1899-12-30 03:49","1899-12-30 22:29"
"2013-06-27 00:00","1899-12-30 03:49","1899-12-30 22:29"
"2013-06-28 00:00","1899-12-30 03:50","1899-12-30 22:29"
"2013-06-29 00:00","1899-12-30 03:51","1899-12-30 22:28"
"2013-06-30 00:00","1899-12-30 03:52","1899-12-30 22:27"
"2013-07-01 00:00","1899-12-30 03:53","1899-12-30 22:27"
"2013-07-02 00:00","1899-12-30 03:54","1899-12-30 22:26"
"2013-07-03 00:00","1899-12-30 03:55","1899-12-30 22:25"
"2013-07-04 00:00","1899-12-30 03:56","1899-12-30 22:24"
"2013-07-05 00:00","1899-12-30 03:58","1899-12-30 22:23"
"2013-07-06 00:00","1899-12-30 03:59","1899-12-30 22:22"
"2013-07-07 00:00","1899-12-30 04:01","1899-12-30 22:21"
"2013-07-08 00:00","1899-12-30 04:02","1899-12-30 22:20"
"2013-07-09 00:00","1899-12-30 04:04","1899-12-30 22:18"
"2013-07-10 00:00","1899-12-30 04:05","1899-12-30 22:17"
"2013-07-11 00:00","1899-12-30 04:07","1899-12-30 22:15"
"2013-07-12 00:00","1899-12-30 04:09","1899-12-30 22:14"
"2013-07-13 00:00","1899-12-30 04:10","1899-12-30 22:12"
"2013-07-14 00:00","1899-12-30 04:12","1899-12-30 22:11"
"2013-07-15 00:00","1899-12-30 04:14","1899-12-30 22:09"
"2013-07-16 00:00","1899-12-30 04:16","1899-12-30 22:07"
"2013-07-17 00:00","1899-12-30 04:18","1899-12-30 22:05"
"2013-07-18 00:00","1899-12-30 04:20","1899-12-30 22:04"
"2013-07-19 00:00","1899-12-30 04:22","1899-12-30 22:02"
"2013-07-20 00:00","1899-12-30 04:24","1899-12-30 22:00"
"2013-07-21 00:00","1899-12-30 04:26","1899-12-30 21:58"
"2013-07-22 00:00","1899-12-30 04:28","1899-12-30 21:56"
"2013-07-23 00:00","1899-12-30 04:30","1899-12-30 21:54"
"2013-07-24 00:00","1899-12-30 04:33","1899-12-30 21:51"
"2013-07-25 00:00","1899-12-30 04:35","1899-12-30 21:49"
"2013-07-26 00:00","1899-12-30 04:37","1899-12-30 21:47"
"2013-07-27 00:00","1899-12-30 04:39","1899-12-30 21:45"
"2013-07-28 00:00","1899-12-30 04:41","1899-12-30 21:42"
"2013-07-29 00:00","1899-12-30 04:44","1899-12-30 21:40"
"2013-07-30 00:00","1899-12-30 04:46","1899-12-30 21:38"
"2013-07-31 00:00","1899-12-30 04:48","1899-12-30 21:35"
"2013-08-01 00:00","1899-12-30 04:51","1899-12-30 21:33"
"2013-08-02 00:00","1899-12-30 04:53","1899-12-30 21:30"
"2013-08-03 00:00","1899-12-30 04:55","1899-12-30 21:28"
"2013-08-04 00:00","1899-12-30 04:57","1899-12-30 21:25"
"2013-08-05 00:00","1899-12-30 05:00","1899-12-30 21:23"
"2013-08-06 00:00","1899-12-30 05:02","1899-12-30 21:20"
"2013-08-07 00:00","1899-12-30 05:04","1899-12-30 21:18"
"2013-08-08 00:00","1899-12-30 05:07","1899-12-30 21:15"
"2013-08-09 00:00","1899-12-30 05:09","1899-12-30 21:12"
"2013-08-10 00:00","1899-12-30 05:12","1899-12-30 21:10"
"2013-08-11 00:00","1899-12-30 05:14","1899-12-30 21:07"
"2013-08-12 00:00","1899-12-30 05:16","1899-12-30 21:04"
"2013-08-13 00:00","1899-12-30 05:19","1899-12-30 21:02"
"2013-08-14 00:00","1899-12-30 05:21","1899-12-30 20:59"
"2013-08-15 00:00","1899-12-30 05:23","1899-12-30 20:56"
"2013-08-16 00:00","1899-12-30 05:26","1899-12-30 20:53"
"2013-08-17 00:00","1899-12-30 05:28","1899-12-30 20:51"
"2013-08-18 00:00","1899-12-30 05:30","1899-12-30 20:48"
"2013-08-19 00:00","1899-12-30 05:33","1899-12-30 20:45"
"2013-08-20 00:00","1899-12-30 05:35","1899-12-30 20:42"
"2013-08-21 00:00","1899-12-30 05:38","1899-12-30 20:39"
"2013-08-22 00:00","1899-12-30 05:40","1899-12-30 20:36"
"2013-08-23 00:00","1899-12-30 05:42","1899-12-30 20:34"
"2013-08-24 00:00","1899-12-30 05:45","1899-12-30 20:31"
"2013-08-25 00:00","1899-12-30 05:47","1899-12-30 20:28"
"2013-08-26 00:00","1899-12-30 05:49","1899-12-30 20:25"
"2013-08-27 00:00","1899-12-30 05:52","1899-12-30 20:22"
"2013-08-28 00:00","1899-12-30 05:54","1899-12-30 20:19"
"2013-08-29 00:00","1899-12-30 05:56","1899-12-30 20:16"
"2013-08-30 00:00","1899-12-30 05:59","1899-12-30 20:13"
"2013-08-31 00:00","1899-12-30 06:01","1899-12-30 20:10"
"2013-09-01 00:00","1899-12-30 06:03","1899-12-30 20:07"
"2013-09-02 00:00","1899-12-30 06:06","1899-12-30 20:04"
"2013-09-03 00:00","1899-12-30 06:08","1899-12-30 20:01"
"2013-09-04 00:00","1899-12-30 06:10","1899-12-30 19:58"
"2013-09-05 00:00","1899-12-30 06:12","1899-12-30 19:55"
"2013-09-06 00:00","1899-12-30 06:15","1899-12-30 19:52"
"2013-09-07 00:00","1899-12-30 06:17","1899-12-30 19:49"
"2013-09-08 00:00","1899-12-30 06:19","1899-12-30 19:46"
"2013-09-09 00:00","1899-12-30 06:22","1899-12-30 19:43"
"2013-09-10 00:00","1899-12-30 06:24","1899-12-30 19:40"
"2013-09-11 00:00","1899-12-30 06:26","1899-12-30 19:37"
"2013-09-12 00:00","1899-12-30 06:29","1899-12-30 19:34"
"2013-09-13 00:00","1899-12-30 06:31","1899-12-30 19:31"
"2013-09-14 00:00","1899-12-30 06:33","1899-12-30 19:28"
"2013-09-15 00:00","1899-12-30 06:36","1899-12-30 19:25"
"2013-09-16 00:00","1899-12-30 06:38","1899-12-30 19:22"
"2013-09-17 00:00","1899-12-30 06:40","1899-12-30 19:19"
"2013-09-18 00:00","1899-12-30 06:42","1899-12-30 19:16"
"2013-09-19 00:00","1899-12-30 06:45","1899-12-30 19:13"
"2013-09-20 00:00","1899-12-30 06:47","1899-12-30 19:10"
"2013-09-21 00:00","1899-12-30 06:49","1899-12-30 19:07"
"2013-09-22 00:00","1899-12-30 06:52","1899-12-30 19:04"
"2013-09-23 00:00","1899-12-30 06:54","1899-12-30 19:01"
"2013-09-24 00:00","1899-12-30 06:56","1899-12-30 18:58"
"2013-09-25 00:00","1899-12-30 06:59","1899-12-30 18:55"
"2013-09-26 00:00","1899-12-30 07:01","1899-12-30 18:52"
"2013-09-27 00:00","1899-12-30 07:03","1899-12-30 18:49"
"2013-09-28 00:00","1899-12-30 07:06","1899-12-30 18:46"
"2013-09-29 00:00","1899-12-30 07:08","1899-12-30 18:43"
"2013-09-30 00:00","1899-12-30 07:10","1899-12-30 18:40"
"2013-10-01 00:00","1899-12-30 07:13","1899-12-30 18:37"
"2013-10-02 00:00","1899-12-30 07:15","1899-12-30 18:35"
"2013-10-03 00:00","1899-12-30 07:17","1899-12-30 18:32"
"2013-10-04 00:00","1899-12-30 07:20","1899-12-30 18:29"
"2013-10-05 00:00","1899-12-30 07:22","1899-12-30 18:26"
"2013-10-06 00:00","1899-12-30 07:24","1899-12-30 18:23"
"2013-10-07 00:00","1899-12-30 07:27","1899-12-30 18:20"
"2013-10-08 00:00","1899-12-30 07:29","1899-12-30 18:17"
"2013-10-09 00:00","1899-12-30 07:32","1899-12-30 18:14"
"2013-10-10 00:00","1899-12-30 07:34","1899-12-30 18:11"
"2013-10-11 00:00","1899-12-30 07:36","1899-12-30 18:08"
"2013-10-12 00:00","1899-12-30 07:39","1899-12-30 18:05"
"2013-10-13 00:00","1899-12-30 07:41","1899-12-30 18:02"
"2013-10-14 00:00","1899-12-30 07:44","1899-12-30 17:59"
"2013-10-15 00:00","1899-12-30 07:46","1899-12-30 17:57"
"2013-10-16 00:00","1899-12-30 07:48","1899-12-30 17:54"
"2013-10-17 00:00","1899-12-30 07:51","1899-12-30 17:51"
"2013-10-18 00:00","1899-12-30 07:53","1899-12-30 17:48"
"2013-10-19 00:00","1899-12-30 07:56","1899-12-30 17:45"
"2013-10-20 00:00","1899-12-30 07:58","1899-12-30 17:43"
"2013-10-21 00:00","1899-12-30 08:01","1899-12-30 17:40"
"2013-10-22 00:00","1899-12-30 08:03","1899-12-30 17:37"
"2013-10-23 00:00","1899-12-30 08:06","1899-12-30 17:34"
"2013-10-24 00:00","1899-12-30 08:08","1899-12-30 17:32"
"2013-10-25 00:00","1899-12-30 08:11","1899-12-30 17:29"
"2013-10-26 00:00","1899-12-30 08:13","1899-12-30 17:26"
"2013-10-27 00:00","1899-12-30 08:16","1899-12-30 17:23"
"2013-10-28 00:00","1899-12-30 08:18","1899-12-30 17:21"
"2013-10-29 00:00","1899-12-30 08:21","1899-12-30 17:18"
"2013-10-30 00:00","1899-12-30 08:23","1899-12-30 17:16"
"2013-10-31 00:00","1899-12-30 08:26","1899-12-30 17:13"
"2013-11-01 00:00","1899-12-30 08:28","1899-12-30 17:10"
"2013-11-02 00:00","1899-12-30 08:31","1899-12-30 17:08"
"2013-11-03 00:00","1899-12-30 08:33","1899-12-30 17:05"
"2013-11-04 00:00","1899-12-30 08:36","1899-12-30 17:03"
"2013-11-05 00:00","1899-12-30 08:38","1899-12-30 17:01"
"2013-11-06 00:00","1899-12-30 08:41","1899-12-30 16:58"
"2013-11-07 00:00","1899-12-30 08:43","1899-12-30 16:56"
"2013-11-08 00:00","1899-12-30 08:46","1899-12-30 16:53"
"2013-11-09 00:00","1899-12-30 08:48","1899-12-30 16:51"
"2013-11-10 00:00","1899-12-30 08:51","1899-12-30 16:49"
"2013-11-11 00:00","1899-12-30 08:53","1899-12-30 16:47"
"2013-11-12 00:00","1899-12-30 08:56","1899-12-30 16:44"
"2013-11-13 00:00","1899-12-30 08:58","1899-12-30 16:42"
"2013-11-14 00:00","1899-12-30 09:01","1899-12-30 16:40"
"2013-11-15 00:00","1899-12-30 09:03","1899-12-30 16:38"
"2013-11-16 00:00","1899-12-30 09:06","1899-12-30 16:36"
"2013-11-17 00:00","1899-12-30 09:08","1899-12-30 16:34"
"2013-11-18 00:00","1899-12-30 09:10","1899-12-30 16:32"
"2013-11-19 00:00","1899-12-30 09:13","1899-12-30 16:30"
"2013-11-20 00:00","1899-12-30 09:15","1899-12-30 16:28"
"2013-11-21 00:00","1899-12-30 09:18","1899-12-30 16:26"
"2013-11-22 00:00","1899-12-30 09:20","1899-12-30 16:24"
"2013-11-23 00:00","1899-12-30 09:22","1899-12-30 16:23"
"2013-11-24 00:00","1899-12-30 09:24","1899-12-30 16:21"
"2013-11-25 00:00","1899-12-30 09:27","1899-12-30 16:19"
"2013-11-26 00:00","1899-12-30 09:29","1899-12-30 16:18"
"2013-11-27 00:00","1899-12-30 09:31","1899-12-30 16:16"
"2013-11-28 00:00","1899-12-30 09:33","1899-12-30 16:15"
"2013-11-29 00:00","1899-12-30 09:35","1899-12-30 16:14"
"2013-11-30 00:00","1899-12-30 09:37","1899-12-30 16:12"
"2013-12-01 00:00","1899-12-30 09:39","1899-12-30 16:11"
"2013-12-02 00:00","1899-12-30 09:41","1899-12-30 16:10"
"2013-12-03 00:00","1899-12-30 09:43","1899-12-30 16:09"
"2013-12-04 00:00","1899-12-30 09:45","1899-12-30 16:08"
"2013-12-05 00:00","1899-12-30 09:47","1899-12-30 16:07"
"2013-12-06 00:00","1899-12-30 09:48","1899-12-30 16:06"
"2013-12-07 00:00","1899-12-30 09:50","1899-12-30 16:06"
"2013-12-08 00:00","1899-12-30 09:52","1899-12-30 16:05"
"2013-12-09 00:00","1899-12-30 09:53","1899-12-30 16:04"
"2013-12-10 00:00","1899-12-30 09:54","1899-12-30 16:04"
"2013-12-11 00:00","1899-12-30 09:56","1899-12-30 16:03"
"2013-12-12 00:00","1899-12-30 09:57","1899-12-30 16:03"
"2013-12-13 00:00","1899-12-30 09:58","1899-12-30 16:03"
"2013-12-14 00:00","1899-12-30 09:59","1899-12-30 16:03"
"2013-12-15 00:00","1899-12-30 10:00","1899-12-30 16:03"
"2013-12-16 00:00","1899-12-30 10:01","1899-12-30 16:03"
"2013-12-17 00:00","1899-12-30 10:02","1899-12-30 16:03"
"2013-12-18 00:00","1899-12-30 10:03","1899-12-30 16:03"
"2013-12-19 00:00","1899-12-30 10:04","1899-12-30 16:03"
"2013-12-20 00:00","1899-12-30 10:04","1899-12-30 16:04"
"2013-12-21 00:00","1899-12-30 10:05","1899-12-30 16:04"
"2013-12-22 00:00","1899-12-30 10:05","1899-12-30 16:05"
"2013-12-23 00:00","1899-12-30 10:06","1899-12-30 16:05"
"2013-12-24 00:00","1899-12-30 10:06","1899-12-30 16:06"
"2013-12-25 00:00","1899-12-30 10:06","1899-12-30 16:07"
"2013-12-26 00:00","1899-12-30 10:06","1899-12-30 16:08"
"2013-12-27 00:00","1899-12-30 10:06","1899-12-30 16:09"
"2013-12-28 00:00","1899-12-30 10:06","1899-12-30 16:10"
"2013-12-29 00:00","1899-12-30 10:06","1899-12-30 16:11"
"2013-12-30 00:00","1899-12-30 10:06","1899-12-30 16:12"
"2013-12-31 00:00","1899-12-30 10:05","1899-12-30 16:14"
"2014-01-01 00:00","1899-12-30 10:05","1899-12-30 16:15"
"2014-01-02 00:00","1899-12-30 10:04","1899-12-30 16:17"
"2014-01-03 00:00","1899-12-30 10:04","1899-12-30 16:18"
"2014-01-04 00:00","1899-12-30 10:03","1899-12-30 16:20"
"2014-01-05 00:00","1899-12-30 10:02","1899-12-30 16:22"
"2014-01-06 00:00","1899-12-30 10:02","1899-12-30 16:23"
"2014-01-07 00:00","1899-12-30 10:01","1899-12-30 16:25"
"2014-01-08 00:00","1899-12-30 10:00","1899-12-30 16:27"
"2014-01-09 00:00","1899-12-30 09:59","1899-12-30 16:29"
"2014-01-10 00:00","1899-12-30 09:57","1899-12-30 16:31"
"2014-01-11 00:00","1899-12-30 09:56","1899-12-30 16:33"
"2014-01-12 00:00","1899-12-30 09:55","1899-12-30 16:35"
"2014-01-13 00:00","1899-12-30 09:53","1899-12-30 16:37"
"2014-01-14 00:00","1899-12-30 09:52","1899-12-30 16:39"
"2014-01-15 00:00","1899-12-30 09:51","1899-12-30 16:42"
"2014-01-16 00:00","1899-12-30 09:49","1899-12-30 16:44"
"2014-01-17 00:00","1899-12-30 09:47","1899-12-30 16:46"
"2014-01-18 00:00","1899-12-30 09:46","1899-12-30 16:48"
"2014-01-19 00:00","1899-12-30 09:44","1899-12-30 16:51"
"2014-01-20 00:00","1899-12-30 09:42","1899-12-30 16:53"
"2014-01-21 00:00","1899-12-30 09:40","1899-12-30 16:55"
"2014-01-22 00:00","1899-12-30 09:39","1899-12-30 16:58"
"2014-01-23 00:00","1899-12-30 09:37","1899-12-30 17:00"
"2014-01-24 00:00","1899-12-30 09:35","1899-12-30 17:03"
"2014-01-25 00:00","1899-12-30 09:33","1899-12-30 17:05"
"2014-01-26 00:00","1899-12-30 09:31","1899-12-30 17:08"
"2014-01-27 00:00","1899-12-30 09:28","1899-12-30 17:10"
"2014-01-28 00:00","1899-12-30 09:26","1899-12-30 17:13"
"2014-01-29 00:00","1899-12-30 09:24","1899-12-30 17:15"
"2014-01-30 00:00","1899-12-30 09:22","1899-12-30 17:18"
"2014-01-31 00:00","1899-12-30 09:20","1899-12-30 17:21"
"2014-02-01 00:00","1899-12-30 09:17","1899-12-30 17:23"
"2014-02-02 00:00","1899-12-30 09:15","1899-12-30 17:26"
"2014-02-03 00:00","1899-12-30 09:13","1899-12-30 17:28"
"2014-02-04 00:00","1899-12-30 09:10","1899-12-30 17:31"
"2014-02-05 00:00","1899-12-30 09:08","1899-12-30 17:34"
"2014-02-06 00:00","1899-12-30 09:05","1899-12-30 17:36"
"2014-02-07 00:00","1899-12-30 09:03","1899-12-30 17:39"
"2014-02-08 00:00","1899-12-30 09:00","1899-12-30 17:41"
"2014-02-09 00:00","1899-12-30 08:58","1899-12-30 17:44"
"2014-02-10 00:00","1899-12-30 08:55","1899-12-30 17:47"
"2014-02-11 00:00","1899-12-30 08:53","1899-12-30 17:49"
"2014-02-12 00:00","1899-12-30 08:50","1899-12-30 17:52"
"2014-02-13 00:00","1899-12-30 08:48","1899-12-30 17:54"
"2014-02-14 00:00","1899-12-30 08:45","1899-12-30 17:57"
"2014-02-15 00:00","1899-12-30 08:42","1899-12-30 17:59"
"2014-02-16 00:00","1899-12-30 08:40","1899-12-30 18:02"
"2014-02-17 00:00","1899-12-30 08:37","1899-12-30 18:05"
"2014-02-18 00:00","1899-12-30 08:34","1899-12-30 18:07"
"2014-02-19 00:00","1899-12-30 08:31","1899-12-30 18:10"
"2014-02-20 00:00","1899-12-30 08:29","1899-12-30 18:12"
"2014-02-21 00:00","1899-12-30 08:26","1899-12-30 18:15"
"2014-02-22 00:00","1899-12-30 08:23","1899-12-30 18:17"
"2014-02-23 00:00","1899-12-30 08:20","1899-12-30 18:20"
"2014-02-24 00:00","1899-12-30 08:17","1899-12-30 18:22"
"2014-02-25 00:00","1899-12-30 08:15","1899-12-30 18:25"
"2014-02-26 00:00","1899-12-30 08:12","1899-12-30 18:27"
"2014-02-27 00:00","1899-12-30 08:09","1899-12-30 18:30"
"2014-02-28 00:00","1899-12-30 08:06","1899-12-30 18:32"
"2014-03-01 00:00","1899-12-30 08:03","1899-12-30 18:35"
"2014-03-02 00:00","1899-12-30 08:00","1899-12-30 18:37"
"2014-03-03 00:00","1899-12-30 07:57","1899-12-30 18:40"
"2014-03-04 00:00","1899-12-30 07:54","1899-12-30 18:42"
"2014-03-05 00:00","1899-12-30 07:52","1899-12-30 18:45"
"2014-03-06 00:00","1899-12-30 07:49","1899-12-30 18:47"
"2014-03-07 00:00","1899-12-30 07:46","1899-12-30 18:50"
"2014-03-08 00:00","1899-12-30 07:43","1899-12-30 18:52"
